candidate_id,family,template_type,tp_atr_mult,sl_atr_mult,adx_thresh,rsi_overbought,trend_filter,regime_filter_mode,net_pnl,trades,profit_factor,max_drawdown_pct,win_rate,positive_months,negative_months,pnl_cluster,trade_cluster,unique_cluster,trade_log_hash,no_lookahead,hardcoding_status,live_path_audit,executed
CAND_0601,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.4,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0356,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0466,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0574,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0345,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,2.0,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0461,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0420,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0586,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.2,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0354,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0513,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.2,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0217,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.4,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0643,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0220,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.4,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0330,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0423,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0493,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,2.0,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0530,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.6,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0596,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.4,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0497,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,2.0,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0349,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,2.0,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0441,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0370,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0541,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.6,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0387,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.6,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0398,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.8,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0635,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0214,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0255,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.8,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0275,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.2,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0413,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0239,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.6,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0556,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.8,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0457,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0608,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.6,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0378,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0409,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.8,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0561,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0615,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.6,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0267,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0299,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0504,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.2,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0297,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0629,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.8,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0428,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.2,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0478,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.8,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0451,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0621,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.8,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0684,high_pf_conservative,bollinger_expansion_breakout,3.5,1.0,30,68,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0438,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.2,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0242,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.6,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0260,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0392,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.6,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0617,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.6,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0463,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0679,high_pf_conservative,bollinger_expansion_breakout,3.0,1.0,35,68,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0683,high_pf_conservative,bollinger_expansion_breakout,3.5,1.0,25,68,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0692,high_pf_conservative,bollinger_expansion_breakout,4.0,1.2,25,68,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0522,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.4,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0690,high_pf_conservative,bollinger_expansion_breakout,4.0,1.0,30,68,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0313,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.6,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0219,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.4,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0415,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0318,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.6,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0454,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0545,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.8,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0489,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,2.0,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0494,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,2.0,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0688,high_pf_conservative,bollinger_expansion_breakout,3.5,1.2,35,68,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0646,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0437,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.2,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0641,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0630,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.8,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0227,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.4,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0664,vwap_reclaim,vwap_mean_reversion,2.0,2.0,15,72,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0286,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.2,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0427,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.2,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0303,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0676,session_filtered_breakout,bollinger_expansion_breakout,3.0,2.2,20,70,ema_200,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0225,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.4,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0503,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.2,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0367,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0657,mean_reversion,bollinger_mean_reversion,2.5,1.3,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0670,session_filtered_breakout,bollinger_expansion_breakout,2.0,2.2,20,70,ema_200,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0605,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.6,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0421,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0611,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.6,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0305,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.6,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0480,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.8,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0290,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0647,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,2.0,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0368,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0587,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.2,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0544,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.6,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0248,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.8,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0304,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0406,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.8,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0486,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,2.0,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0400,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.8,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0262,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0565,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0347,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,2.0,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0346,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,2.0,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0425,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.2,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0533,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.6,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0554,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.8,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0572,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0585,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.2,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0514,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.2,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0324,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0371,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0598,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.4,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0321,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0462,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0369,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0576,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.2,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0234,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.6,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0465,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0230,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.6,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0658,mean_reversion,bollinger_mean_reversion,2.5,1.6,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0682,high_pf_conservative,bollinger_expansion_breakout,3.0,1.2,35,68,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0597,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.4,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0686,high_pf_conservative,bollinger_expansion_breakout,3.5,1.2,25,68,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0210,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0373,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0537,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.6,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0315,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.6,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0558,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.8,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0261,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0431,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.2,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0464,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.6,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0424,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,2.0,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0671,session_filtered_breakout,bollinger_expansion_breakout,2.5,1.5,20,70,ema_200,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0551,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.8,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0359,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0302,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.4,30,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0506,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.2,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0569,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0539,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.6,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0666,vwap_reclaim,vwap_mean_reversion,2.5,1.5,15,72,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0619,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.6,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0284,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.2,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0481,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.8,25,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0443,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0265,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0264,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,2.0,15,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0472,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.8,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0618,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.6,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0448,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,20,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0243,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.6,30,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0654,mean_reversion,bollinger_mean_reversion,2.0,1.3,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0570,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,2.0,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0323,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,15,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0229,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.4,30,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0322,bollinger_expansion_breakout,bollinger_expansion_breakout,1.8,1.8,10,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0357,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.2,20,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0580,bollinger_expansion_breakout,bollinger_expansion_breakout,3.0,1.2,15,75,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0524,bollinger_expansion_breakout,bollinger_expansion_breakout,2.5,1.4,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0209,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,25,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0450,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.4,25,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0365,bollinger_expansion_breakout,bollinger_expansion_breakout,2.0,1.4,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0200,bollinger_expansion_breakout,bollinger_expansion_breakout,1.6,1.2,10,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0471,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.8,10,70,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
CAND_0476,bollinger_expansion_breakout,bollinger_expansion_breakout,2.2,1.8,20,65,None,no_filter,,,,,,,,,,,,YES,CLEAN,NOT_EXECUTED,False
