candidate_id,run,template_type,adx_thresh,rsi_overbought,rsi_oversold,wick_ratio_thresh,volume_trend_thresh,parameter_hash
C24_286,Run_B,bollinger_expansion_breakout,28,84,34,0.37,1.35,3f93669e80d238c1
C24_287,Run_B,bollinger_expansion_breakout,29,85,35,0.38,1.4,5a5cf5868a6dc4fc
C24_288,Run_B,bollinger_expansion_breakout,30,70,20,0.39,1.45,1722e152b61113a0
C24_289,Run_B,bollinger_expansion_breakout,31,71,21,0.4,1.5,13e3389d454c5657
C24_290,Run_B,bollinger_expansion_breakout,32,72,22,0.41,1.55,3b03c95d325136a2
C24_291,Run_B,bollinger_expansion_breakout,33,73,23,0.42,1.6,277af8ce2d361f98
C24_292,Run_B,bollinger_expansion_breakout,34,74,24,0.43,1.65,4f17da7ad9de93c7
C24_293,Run_B,bollinger_expansion_breakout,35,75,25,0.44,1.7,23c73a201e449389
C24_294,Run_B,bollinger_expansion_breakout,15,76,26,0.45,1.75,e0bd163f84efa3ab
C24_295,Run_B,bollinger_expansion_breakout,16,77,27,0.46,1.8,ed62a4b00597b2ee
C24_296,Run_B,bollinger_expansion_breakout,17,78,28,0.47,1.85,31415f891382879a
C24_297,Run_B,bollinger_expansion_breakout,18,79,29,0.48,1.9,f46e473ac0f34785
C24_298,Run_B,bollinger_expansion_breakout,19,80,30,0.49,1.95,a2ec2535b864e75d
C24_299,Run_B,bollinger_expansion_breakout,20,81,31,0.5,2.0,4413ab17870cccb5
C24_300,Run_B,bollinger_expansion_breakout,21,82,32,0.51,0.8,7bc7c344b5353310
C24_301,Run_B,bollinger_expansion_breakout,22,83,33,0.52,0.85,eb7a4b6f0f28aeee
C24_302,Run_B,bollinger_expansion_breakout,23,84,34,0.53,0.9,311c91909d0c3ca0
C24_303,Run_B,bollinger_expansion_breakout,24,85,35,0.54,0.95,92366ab050f8bc2f
C24_304,Run_B,bollinger_expansion_breakout,25,70,20,0.55,1.0,65096beb401bb623
C24_305,Run_B,bollinger_expansion_breakout,26,71,21,0.56,1.05,19dd4f7d0011f638
C24_306,Run_B,bollinger_expansion_breakout,27,72,22,0.57,1.1,66d5df7957798b98
C24_307,Run_B,bollinger_expansion_breakout,28,73,23,0.58,1.15,b778797b6b2ed0dc
C24_308,Run_B,bollinger_expansion_breakout,29,74,24,0.59,1.2,3f266321a65ac388
C24_309,Run_B,bollinger_expansion_breakout,30,75,25,0.6,1.25,245aade77cbac541
C24_310,Run_B,bollinger_expansion_breakout,31,76,26,0.3,1.3,165d584fea38368d
C24_311,Run_B,bollinger_expansion_breakout,32,77,27,0.31,1.35,f8332a188bd653dc
C24_312,Run_B,bollinger_expansion_breakout,33,78,28,0.32,1.4,c0b3481791766f63
C24_313,Run_B,bollinger_expansion_breakout,34,79,29,0.33,1.45,10033d2253746f4c
C24_314,Run_B,bollinger_expansion_breakout,35,80,30,0.34,1.5,7c7b998176e66184
C24_315,Run_B,bollinger_expansion_breakout,15,81,31,0.35,1.55,2b4a1c4db4b3a92e
C24_316,Run_B,bollinger_expansion_breakout,16,82,32,0.36,1.6,859c0d9108178104
C24_317,Run_B,bollinger_expansion_breakout,17,83,33,0.37,1.65,c7bb953f0ba018d5
C24_318,Run_B,bollinger_expansion_breakout,18,84,34,0.38,1.7,508c160c83d29c39
C24_319,Run_B,bollinger_expansion_breakout,19,85,35,0.39,1.75,a95c73c7f44c9c98
C24_320,Run_B,bollinger_expansion_breakout,20,70,20,0.4,1.8,7a716da28b46f6a8
C24_321,Run_B,bollinger_expansion_breakout,21,71,21,0.41,1.85,fd197d08ef94e89f
C24_322,Run_B,bollinger_expansion_breakout,22,72,22,0.42,1.9,793445d69ee1a19b
C24_323,Run_B,bollinger_expansion_breakout,23,73,23,0.43,1.95,8b2405cca0a8d6f0
C24_324,Run_B,bollinger_expansion_breakout,24,74,24,0.44,2.0,a9eebb83247a4a57
C24_325,Run_B,bollinger_expansion_breakout,25,75,25,0.45,0.8,98ea1ac55fa311fd
C24_326,Run_B,bollinger_expansion_breakout,26,76,26,0.46,0.85,299d3a54c15f4f00
C24_327,Run_B,bollinger_expansion_breakout,27,77,27,0.47,0.9,017a2f961c3f84ab
C24_328,Run_B,bollinger_expansion_breakout,28,78,28,0.48,0.95,a155b63e78927541
C24_329,Run_B,bollinger_expansion_breakout,29,79,29,0.49,1.0,be03aee2dc0e70ac
C24_330,Run_B,bollinger_expansion_breakout,30,80,30,0.5,1.05,069946a3117e5495
C24_331,Run_B,bollinger_expansion_breakout,31,81,31,0.51,1.1,135680dbc7ccbf57
C24_332,Run_B,bollinger_expansion_breakout,32,82,32,0.52,1.15,08b802c2ad39c313
C24_333,Run_B,bollinger_expansion_breakout,33,83,33,0.53,1.2,86224e1205e92df4
C24_334,Run_B,bollinger_expansion_breakout,34,84,34,0.54,1.25,d28ccf15dd9b02cd
C24_335,Run_B,bollinger_expansion_breakout,35,85,35,0.55,1.3,0abcd256b3b388b4
C24_336,Run_B,bollinger_expansion_breakout,15,70,20,0.56,1.35,ce9f1f7fa7ccf85b
C24_337,Run_B,bollinger_expansion_breakout,16,71,21,0.57,1.4,f0c2dba9dcce6a67
C24_338,Run_B,bollinger_expansion_breakout,17,72,22,0.58,1.45,f3a43e1a4ad0d846
C24_339,Run_B,bollinger_expansion_breakout,18,73,23,0.59,1.5,dc15e92b24c89cac
C24_340,Run_B,bollinger_expansion_breakout,19,74,24,0.6,1.55,15bed4dd482a2f22
C24_341,Run_B,bollinger_expansion_breakout,20,75,25,0.3,1.6,3ce1b4925f381144
C24_342,Run_B,bollinger_expansion_breakout,21,76,26,0.31,1.65,af027c2cad48c69c
C24_343,Run_B,bollinger_expansion_breakout,22,77,27,0.32,1.7,abefbd0581003001
C24_344,Run_B,bollinger_expansion_breakout,23,78,28,0.33,1.75,32ef553d86412c5a
C24_345,Run_B,bollinger_expansion_breakout,24,79,29,0.34,1.8,d8b303f9a1c11878
C24_346,Run_B,bollinger_expansion_breakout,25,80,30,0.35,1.85,3bd512a5c65881e3
C24_347,Run_B,bollinger_expansion_breakout,26,81,31,0.36,1.9,dfb3d3a7138fbe44
C24_348,Run_B,bollinger_expansion_breakout,27,82,32,0.37,1.95,3d43cf737369844a
C24_349,Run_B,bollinger_expansion_breakout,28,83,33,0.38,2.0,1c0e9c6c93ec0937
C24_350,Run_B,bollinger_expansion_breakout,29,84,34,0.39,0.8,164f2a0b6b696fff
C24_351,Run_B,bollinger_expansion_breakout,30,85,35,0.4,0.85,01880f09d3e80edd
C24_352,Run_B,bollinger_expansion_breakout,31,70,20,0.41,0.9,47db2e8c255939ec
C24_353,Run_B,bollinger_expansion_breakout,32,71,21,0.42,0.95,6dedafa275c8af7d
C24_354,Run_B,bollinger_expansion_breakout,33,72,22,0.43,1.0,0e4c0773522ad14a
C24_355,Run_B,bollinger_expansion_breakout,34,73,23,0.44,1.05,ed3a37ac13080d2b
C24_356,Run_B,bollinger_expansion_breakout,35,74,24,0.45,1.1,da6d096bafa77c52
C24_357,Run_B,bollinger_expansion_breakout,15,75,25,0.46,1.15,61b323f7369ff824
C24_358,Run_B,bollinger_expansion_breakout,16,76,26,0.47,1.2,7b9c0b61eb0e316e
C24_359,Run_B,bollinger_expansion_breakout,17,77,27,0.48,1.25,dd3ed8b59c5fff86
C24_360,Run_B,bollinger_expansion_breakout,18,78,28,0.49,1.3,22505a4f30b47058
C24_361,Run_B,bollinger_expansion_breakout,19,79,29,0.5,1.35,70f0442c8c53a421
C24_362,Run_B,bollinger_expansion_breakout,20,80,30,0.51,1.4,379d37b1b8768ae6
C24_363,Run_B,bollinger_expansion_breakout,21,81,31,0.52,1.45,99753cb2e5b887ce
C24_364,Run_B,bollinger_expansion_breakout,22,82,32,0.53,1.5,d906d1cebc83e40b
C24_365,Run_B,bollinger_expansion_breakout,23,83,33,0.54,1.55,59591a03f0fd49db
C24_366,Run_B,bollinger_expansion_breakout,24,84,34,0.55,1.6,22715a229920998a
C24_367,Run_B,bollinger_expansion_breakout,25,85,35,0.56,1.65,cc26f05611d2d62b
C24_368,Run_B,bollinger_expansion_breakout,26,70,20,0.57,1.7,6b3782dd80bf435a
C24_369,Run_B,bollinger_expansion_breakout,27,71,21,0.58,1.75,4a9614e6e7eaeb18
C24_370,Run_B,bollinger_expansion_breakout,28,72,22,0.59,1.8,faf3a3759417b158
C24_371,Run_B,bollinger_expansion_breakout,29,73,23,0.6,1.85,27d2747d554766ef
C24_372,Run_B,bollinger_expansion_breakout,30,74,24,0.3,1.9,28ab0b4942b1fc74
C24_373,Run_B,bollinger_expansion_breakout,31,75,25,0.31,1.95,ce77a4a5d8efab48
C24_374,Run_B,bollinger_expansion_breakout,32,76,26,0.32,2.0,0926461ca2abc778
C24_375,Run_B,bollinger_expansion_breakout,33,77,27,0.33,0.8,66dacf75ad9bb750
C24_376,Run_B,bollinger_expansion_breakout,34,78,28,0.34,0.85,a4ca6f1f66cb6f94
C24_377,Run_B,bollinger_expansion_breakout,35,79,29,0.35,0.9,0a623fe42d4ebe8b
C24_378,Run_B,bollinger_expansion_breakout,15,80,30,0.36,0.95,3c9e532fbdd9249b
C24_379,Run_B,bollinger_expansion_breakout,16,81,31,0.37,1.0,f1aafc854cbc0456
C24_380,Run_B,bollinger_expansion_breakout,17,82,32,0.38,1.05,aeb9863795feba9f
C24_381,Run_B,bollinger_expansion_breakout,18,83,33,0.39,1.1,f29306784514c140
C24_382,Run_B,bollinger_expansion_breakout,19,84,34,0.4,1.15,80e861b16dbe4baa
C24_383,Run_B,bollinger_expansion_breakout,20,85,35,0.41,1.2,951eb5832daf1f77
C24_384,Run_B,bollinger_expansion_breakout,21,70,20,0.42,1.25,d7a243d40a0dd334
C24_385,Run_B,bollinger_expansion_breakout,22,71,21,0.43,1.3,02085395e54cded1
C24_386,Run_B,bollinger_expansion_breakout,23,72,22,0.44,1.35,32cc966959fa0d94
C24_387,Run_B,bollinger_expansion_breakout,24,73,23,0.45,1.4,79cbbc826eb7662a
C24_388,Run_B,bollinger_expansion_breakout,25,74,24,0.46,1.45,09ab6217304b78a3
C24_389,Run_B,bollinger_expansion_breakout,26,75,25,0.47,1.5,91e703d558f2ac6d
C24_390,Run_B,bollinger_expansion_breakout,27,76,26,0.48,1.55,ee9afc83a6805741
C24_391,Run_B,bollinger_expansion_breakout,28,77,27,0.49,1.6,cd7f4ddc50594fa4
C24_392,Run_B,bollinger_expansion_breakout,29,78,28,0.5,1.65,e58a9a42b2022a2f
C24_393,Run_B,bollinger_expansion_breakout,30,79,29,0.51,1.7,d9e2affd33328bb6
C24_394,Run_B,bollinger_expansion_breakout,31,80,30,0.52,1.75,eae25f23608ff040
C24_395,Run_B,bollinger_expansion_breakout,32,81,31,0.53,1.8,232103738dab3c88
C24_396,Run_B,bollinger_expansion_breakout,33,82,32,0.54,1.85,8b94df109bc69faa
C24_397,Run_B,bollinger_expansion_breakout,34,83,33,0.55,1.9,86f93c5eea01c262
C24_398,Run_B,bollinger_expansion_breakout,35,84,34,0.56,1.95,7e7fb46dcc217351
C24_399,Run_B,bollinger_expansion_breakout,15,85,35,0.57,2.0,9ca63959fa38465f
C24_400,Run_B,bollinger_expansion_breakout,16,70,20,0.58,0.8,f135b7ff2663c0c8
C24_401,Run_B,bollinger_expansion_breakout,17,71,21,0.59,0.85,8b021cd3ecb8cdc7
C24_402,Run_B,bollinger_expansion_breakout,18,72,22,0.6,0.9,079690b365efb008
C24_403,Run_B,bollinger_expansion_breakout,19,73,23,0.3,0.95,bc87ecb1368ad391
C24_404,Run_B,bollinger_expansion_breakout,20,74,24,0.31,1.0,a71d06a76b0bead1
C24_405,Run_B,bollinger_expansion_breakout,21,75,25,0.32,1.05,64528483fb2006d0
C24_406,Run_B,bollinger_expansion_breakout,22,76,26,0.33,1.1,b3dadca5c83b81bf
C24_407,Run_B,bollinger_expansion_breakout,23,77,27,0.34,1.15,cfc98541acad35a1
C24_408,Run_B,bollinger_expansion_breakout,24,78,28,0.35,1.2,f1f559d80816b373
C24_409,Run_B,bollinger_expansion_breakout,25,79,29,0.36,1.25,0655c9dd3a672a9a
C24_410,Run_B,bollinger_expansion_breakout,26,80,30,0.37,1.3,aa04ab1f859a43a6
C24_411,Run_B,bollinger_expansion_breakout,27,81,31,0.38,1.35,d9b7cc8518ccf700
C24_412,Run_B,bollinger_expansion_breakout,28,82,32,0.39,1.4,00596a37c3d77fb9
C24_413,Run_B,bollinger_expansion_breakout,29,83,33,0.4,1.45,0b5870b1a57f8a5b
C24_414,Run_B,bollinger_expansion_breakout,30,84,34,0.41,1.5,f77aa8a9d1dd9899
C24_415,Run_B,bollinger_expansion_breakout,31,85,35,0.42,1.55,ae9539130eb4876b
C24_416,Run_B,bollinger_expansion_breakout,32,70,20,0.43,1.6,ab85addb8da96a02
C24_417,Run_B,bollinger_expansion_breakout,33,71,21,0.44,1.65,69a28d992285378e
C24_418,Run_B,bollinger_expansion_breakout,34,72,22,0.45,1.7,3de5461c25589976
C24_419,Run_B,bollinger_expansion_breakout,35,73,23,0.46,1.75,3ee0a1e687727455
C24_420,Run_B,bollinger_expansion_breakout,15,74,24,0.47,1.8,3b89d6baf7f2af95
C24_421,Run_B,bollinger_expansion_breakout,16,75,25,0.48,1.85,de74b411129146d3
C24_422,Run_B,bollinger_expansion_breakout,17,76,26,0.49,1.9,057c3b66b134343f
C24_423,Run_B,bollinger_expansion_breakout,18,77,27,0.5,1.95,98104b1e7df25546
C24_424,Run_B,bollinger_expansion_breakout,19,78,28,0.51,2.0,fc7881aef8091650
C24_425,Run_B,bollinger_expansion_breakout,20,79,29,0.52,0.8,4cba6b680162abea
C24_426,Run_B,bollinger_expansion_breakout,21,80,30,0.53,0.85,7c170c5fd05b1917
C24_427,Run_B,bollinger_expansion_breakout,22,81,31,0.54,0.9,7a599258064e868e
C24_428,Run_B,bollinger_expansion_breakout,23,82,32,0.55,0.95,2bf54342703a82a0
C24_429,Run_B,bollinger_expansion_breakout,24,83,33,0.56,1.0,25fc671ba9f622fd
C24_430,Run_B,bollinger_expansion_breakout,25,84,34,0.57,1.05,98c9881e622204a5
C24_431,Run_B,bollinger_expansion_breakout,26,85,35,0.58,1.1,9e5e5f4ae3f2a8cd
C24_432,Run_B,bollinger_expansion_breakout,27,70,20,0.59,1.15,9f1c8dffa7c64393
C24_433,Run_B,bollinger_expansion_breakout,28,71,21,0.6,1.2,7d9b00abfc65d6c9
C24_434,Run_B,bollinger_expansion_breakout,29,72,22,0.3,1.25,f734b924688700b6
C24_435,Run_B,bollinger_expansion_breakout,30,73,23,0.31,1.3,bfa2c21fccb60b8c
C24_436,Run_B,bollinger_expansion_breakout,31,74,24,0.32,1.35,d2daef645a8ab871
C24_437,Run_B,bollinger_expansion_breakout,32,75,25,0.33,1.4,4eee0b037d442ebc
C24_438,Run_B,bollinger_expansion_breakout,33,76,26,0.34,1.45,953e43342efa57c2
C24_439,Run_B,bollinger_expansion_breakout,34,77,27,0.35,1.5,282034830592709a
C24_440,Run_B,bollinger_expansion_breakout,35,78,28,0.36,1.55,0cb9a25d47a1831c
C24_441,Run_B,bollinger_expansion_breakout,15,79,29,0.37,1.6,ec35d95af72f99e2
C24_442,Run_B,bollinger_expansion_breakout,16,80,30,0.38,1.65,1cb9b4b1035ff0c1
C24_443,Run_B,bollinger_expansion_breakout,17,81,31,0.39,1.7,31f012e8535e5744
C24_444,Run_B,bollinger_expansion_breakout,18,82,32,0.4,1.75,ed0f2e0134f2109c
C24_445,Run_B,bollinger_expansion_breakout,19,83,33,0.41,1.8,3a33dc8997887c7a
C24_446,Run_B,bollinger_expansion_breakout,20,84,34,0.42,1.85,f18b29369149da68
C24_447,Run_B,bollinger_expansion_breakout,21,85,35,0.43,1.9,5c0f5ef91723e050
C24_448,Run_B,bollinger_expansion_breakout,22,70,20,0.44,1.95,c223dc6b57f75496
C24_449,Run_B,bollinger_expansion_breakout,23,71,21,0.45,2.0,fe73f5ac405e77cb
C24_450,Run_B,bollinger_expansion_breakout,24,72,22,0.46,0.8,55826e96d2873161
C24_451,Run_B,bollinger_expansion_breakout,25,73,23,0.47,0.85,de3ca09b68f6cbeb
C24_452,Run_B,bollinger_expansion_breakout,26,74,24,0.48,0.9,76aaf73251058c1b
C24_453,Run_B,bollinger_expansion_breakout,27,75,25,0.49,0.95,557910a6ff8cc350
C24_454,Run_B,bollinger_expansion_breakout,28,76,26,0.5,1.0,7540982b5cb9dad7
C24_455,Run_B,bollinger_expansion_breakout,29,77,27,0.51,1.05,8fa6ae5259e6cabe
C24_456,Run_B,bollinger_expansion_breakout,30,78,28,0.52,1.1,af3e1e2744547573
C24_457,Run_B,bollinger_expansion_breakout,31,79,29,0.53,1.15,3b7b7ba6175d0525
C24_458,Run_B,bollinger_expansion_breakout,32,80,30,0.54,1.2,de9f87f7fd09be12
C24_459,Run_B,bollinger_expansion_breakout,33,81,31,0.55,1.25,1030c27397fb2d94
C24_460,Run_B,bollinger_expansion_breakout,34,82,32,0.56,1.3,2a752ba89581e3e5
C24_461,Run_B,bollinger_expansion_breakout,35,83,33,0.57,1.35,ce91034c7928d90f
C24_462,Run_B,bollinger_expansion_breakout,15,84,34,0.58,1.4,3248cfdad5d9e7ae
C24_463,Run_B,bollinger_expansion_breakout,16,85,35,0.59,1.45,6489b84327061e45
C24_464,Run_B,bollinger_expansion_breakout,17,70,20,0.6,1.5,ddab4a96643b62bf
C24_465,Run_B,bollinger_expansion_breakout,18,71,21,0.3,1.55,dd4256ab086e0351
C24_466,Run_B,bollinger_expansion_breakout,19,72,22,0.31,1.6,ceb50b6594be0979
C24_467,Run_B,bollinger_expansion_breakout,20,73,23,0.32,1.65,209ba295b8680347
C24_468,Run_B,bollinger_expansion_breakout,21,74,24,0.33,1.7,9761aae60ff9b7cf
C24_469,Run_B,bollinger_expansion_breakout,22,75,25,0.34,1.75,04021690f11d75d0
C24_470,Run_B,bollinger_expansion_breakout,23,76,26,0.35,1.8,395b790fc77dd024
C24_471,Run_B,bollinger_expansion_breakout,24,77,27,0.36,1.85,53da2af48fbd1e81
C24_472,Run_B,bollinger_expansion_breakout,25,78,28,0.37,1.9,10f3045396e43eee
C24_473,Run_B,bollinger_expansion_breakout,26,79,29,0.38,1.95,f47d395a3b35a32a
C24_474,Run_B,bollinger_expansion_breakout,27,80,30,0.39,2.0,081407b5652ceac1
C24_475,Run_B,bollinger_expansion_breakout,28,81,31,0.4,0.8,76a99f717d09557e
C24_476,Run_B,bollinger_expansion_breakout,29,82,32,0.41,0.85,2267d6f6b022f1cb
C24_477,Run_B,bollinger_expansion_breakout,30,83,33,0.42,0.9,ec780117d8d97260
C24_478,Run_B,bollinger_expansion_breakout,31,84,34,0.43,0.95,fe16aaad50c68942
C24_479,Run_B,bollinger_expansion_breakout,32,85,35,0.44,1.0,443057a1a9dc5723
C24_480,Run_B,bollinger_expansion_breakout,33,70,20,0.45,1.05,c009c33496cf3ddf
C24_481,Run_B,bollinger_expansion_breakout,34,71,21,0.46,1.1,fe1c44519efd3cf4
C24_482,Run_B,bollinger_expansion_breakout,35,72,22,0.47,1.15,b7b57a5d54493d75
C24_483,Run_B,bollinger_expansion_breakout,15,73,23,0.48,1.2,83d4ff7f64a9c2f7
C24_484,Run_B,bollinger_expansion_breakout,16,74,24,0.49,1.25,70c17ce0bb3016e8
C24_485,Run_B,bollinger_expansion_breakout,17,75,25,0.5,1.3,a9cf1dfc6eaf4358
C24_486,Run_B,bollinger_expansion_breakout,18,76,26,0.51,1.35,ef409727cc2671cb
C24_487,Run_B,bollinger_expansion_breakout,19,77,27,0.52,1.4,a3a5e1c533a6f5c5
C24_488,Run_B,bollinger_expansion_breakout,20,78,28,0.53,1.45,bca0a8a618d66bb1
C24_489,Run_B,bollinger_expansion_breakout,21,79,29,0.54,1.5,620c805ff5b4c994
C24_490,Run_B,bollinger_expansion_breakout,22,80,30,0.55,1.55,dd336f083b0ac9d0
C24_491,Run_B,bollinger_expansion_breakout,23,81,31,0.56,1.6,5123217d3adb052c
C24_492,Run_B,bollinger_expansion_breakout,24,82,32,0.57,1.65,202aa0a73e566b29
C24_493,Run_B,bollinger_expansion_breakout,25,83,33,0.58,1.7,b6d76b62f41044a4
C24_494,Run_B,bollinger_expansion_breakout,26,84,34,0.59,1.75,2f18b18a58b569c6
C24_495,Run_B,bollinger_expansion_breakout,27,85,35,0.6,1.8,8275ff10065e69b5
C24_496,Run_B,bollinger_expansion_breakout,28,70,20,0.3,1.85,9f60df9e52e41388
C24_497,Run_B,bollinger_expansion_breakout,29,71,21,0.31,1.9,2b74e75d12c30bce
C24_498,Run_B,bollinger_expansion_breakout,30,72,22,0.32,1.95,ca2dd0ff402d8035
C24_499,Run_B,bollinger_expansion_breakout,31,73,23,0.33,2.0,7f03219bc04afe3a
C24_500,Run_B,bollinger_expansion_breakout,32,74,24,0.34,0.8,06768d8e6acef259
C24_501,Run_B,bollinger_expansion_breakout,33,75,25,0.35,0.85,91c7da26a8c0805c
C24_502,Run_B,bollinger_expansion_breakout,34,76,26,0.36,0.9,3da8a7770d3cac6b
C24_503,Run_B,bollinger_expansion_breakout,35,77,27,0.37,0.95,d118dd3005e56a48
C24_504,Run_B,bollinger_expansion_breakout,15,78,28,0.38,1.0,87fecf5b187819c9
C24_505,Run_B,bollinger_expansion_breakout,16,79,29,0.39,1.05,e7b30bf007bb8ebf
C24_506,Run_B,bollinger_expansion_breakout,17,80,30,0.4,1.1,8bb91c2a6b95a415
C24_507,Run_B,bollinger_expansion_breakout,18,81,31,0.41,1.15,44652caf9d8f491d
C24_508,Run_B,bollinger_expansion_breakout,19,82,32,0.42,1.2,4e17aa0af6014757
C24_509,Run_B,bollinger_expansion_breakout,20,83,33,0.43,1.25,375067795f6559bd
C24_510,Run_B,bollinger_expansion_breakout,21,84,34,0.44,1.3,33adefadef2d4930
C24_511,Run_B,bollinger_expansion_breakout,22,85,35,0.45,1.35,4031f46e9294e160
C24_512,Run_B,bollinger_expansion_breakout,23,70,20,0.46,1.4,5ff09772697d7f7f
C24_513,Run_B,bollinger_expansion_breakout,24,71,21,0.47,1.45,40a8a35808a18918
C24_514,Run_B,bollinger_expansion_breakout,25,72,22,0.48,1.5,5329eb0e2b11ca47
C24_515,Run_B,bollinger_expansion_breakout,26,73,23,0.49,1.55,82288713fc81e393
C24_516,Run_B,bollinger_expansion_breakout,27,74,24,0.5,1.6,45c062412dc2fde3
C24_517,Run_B,bollinger_expansion_breakout,28,75,25,0.51,1.65,958b3d5048196258
C24_518,Run_B,bollinger_expansion_breakout,29,76,26,0.52,1.7,1ea7b5e98947a319
C24_519,Run_B,bollinger_expansion_breakout,30,77,27,0.53,1.75,5b16201049a868a9
C24_520,Run_B,bollinger_expansion_breakout,31,78,28,0.54,1.8,8bbe5eb0af349873
C24_521,Run_B,bollinger_expansion_breakout,32,79,29,0.55,1.85,35c66caede8bca91
C24_522,Run_B,bollinger_expansion_breakout,33,80,30,0.56,1.9,6d70e2eec683c4ed
C24_523,Run_B,bollinger_expansion_breakout,34,81,31,0.57,1.95,8bb8d7db7b90c1fc
C24_524,Run_B,bollinger_expansion_breakout,35,82,32,0.58,2.0,bdf6dce97a7e3dfb
C24_525,Run_B,bollinger_expansion_breakout,15,83,33,0.59,0.8,bcbe29a98d580cea
C24_526,Run_B,bollinger_expansion_breakout,16,84,34,0.6,0.85,ad531ffb3085fdd9
C24_527,Run_B,bollinger_expansion_breakout,17,85,35,0.3,0.9,3415460d69fb2a58
C24_528,Run_B,bollinger_expansion_breakout,18,70,20,0.31,0.95,65312bb557e06827
C24_529,Run_B,bollinger_expansion_breakout,19,71,21,0.32,1.0,5f72a903d9fc6d22
C24_530,Run_B,bollinger_expansion_breakout,20,72,22,0.33,1.05,4a3bc1c60c2bafc3
C24_531,Run_B,bollinger_expansion_breakout,21,73,23,0.34,1.1,36260eb87842226f
C24_532,Run_B,bollinger_expansion_breakout,22,74,24,0.35,1.15,6cfd299b64676a25
C24_533,Run_B,bollinger_expansion_breakout,23,75,25,0.36,1.2,2b3806033ecc44ee
C24_534,Run_B,bollinger_expansion_breakout,24,76,26,0.37,1.25,5911c62d51f9c093
C24_535,Run_B,bollinger_expansion_breakout,25,77,27,0.38,1.3,de34895cda869ced
C24_536,Run_B,bollinger_expansion_breakout,26,78,28,0.39,1.35,07aa755e6ada5ec9
C24_537,Run_B,bollinger_expansion_breakout,27,79,29,0.4,1.4,ab4c9815d5e662c6
C24_538,Run_B,bollinger_expansion_breakout,28,80,30,0.41,1.45,c5a4b08216223d59
C24_539,Run_B,bollinger_expansion_breakout,29,81,31,0.42,1.5,101da977be343ea6
C24_540,Run_B,bollinger_expansion_breakout,30,82,32,0.43,1.55,a8bac0f7a2aa8e1e
C24_541,Run_B,bollinger_expansion_breakout,31,83,33,0.44,1.6,c8d74453e36a2a11
C24_542,Run_B,bollinger_expansion_breakout,32,84,34,0.45,1.65,3683fab4dd36a766
C24_543,Run_B,bollinger_expansion_breakout,33,85,35,0.46,1.7,6ab8a36ae7edb18d
C24_544,Run_B,bollinger_expansion_breakout,34,70,20,0.47,1.75,cffc6399ba3c3450
C24_545,Run_B,bollinger_expansion_breakout,35,71,21,0.48,1.8,6af9fde090753bb2
C24_546,Run_B,bollinger_expansion_breakout,15,72,22,0.49,1.85,7a99cfc927918194
C24_547,Run_B,bollinger_expansion_breakout,16,73,23,0.5,1.9,127da0b3101de5eb
C24_548,Run_B,bollinger_expansion_breakout,17,74,24,0.51,1.95,9534b869c760792a
C24_549,Run_B,bollinger_expansion_breakout,18,75,25,0.52,2.0,6e1a44725200ad92
C24_550,Run_B,bollinger_expansion_breakout,19,76,26,0.53,0.8,6f67e6ceaa19e46e
C24_551,Run_B,bollinger_expansion_breakout,20,77,27,0.54,0.85,c2ce217e092cd00a
C24_552,Run_B,bollinger_expansion_breakout,21,78,28,0.55,0.9,88b70bcfe5ece057
C24_553,Run_B,bollinger_expansion_breakout,22,79,29,0.56,0.95,194661586d7c96d0
C24_554,Run_B,bollinger_expansion_breakout,23,80,30,0.57,1.0,39f7f9096e60bd33
C24_555,Run_B,bollinger_expansion_breakout,24,81,31,0.58,1.05,bcd75b4d9b0c588d
C24_556,Run_B,bollinger_expansion_breakout,25,82,32,0.59,1.1,05dd81e779d41734
C24_557,Run_B,bollinger_expansion_breakout,26,83,33,0.6,1.15,466c5fab842780ff
C24_558,Run_B,bollinger_expansion_breakout,27,84,34,0.3,1.2,0c85ede0b9c07aaf
C24_559,Run_B,bollinger_expansion_breakout,28,85,35,0.31,1.25,c7373617e4400005
C24_560,Run_B,bollinger_expansion_breakout,29,70,20,0.32,1.3,0fc9ca3e2e7ff78e
C24_561,Run_B,bollinger_expansion_breakout,30,71,21,0.33,1.35,7a609a092f8b2d73
C24_562,Run_B,bollinger_expansion_breakout,31,72,22,0.34,1.4,0b18247421f1d8fa
C24_563,Run_B,bollinger_expansion_breakout,32,73,23,0.35,1.45,68e9adbbb570bf85
C24_564,Run_B,bollinger_expansion_breakout,33,74,24,0.36,1.5,94545e54fe55922a
C24_565,Run_B,bollinger_expansion_breakout,34,75,25,0.37,1.55,e12b69076a563db3
C24_566,Run_B,bollinger_expansion_breakout,35,76,26,0.38,1.6,f4a346e841047424
C24_567,Run_B,bollinger_expansion_breakout,15,77,27,0.39,1.65,113ede48e0f450b3
C24_568,Run_B,bollinger_expansion_breakout,16,78,28,0.4,1.7,e8d6c0370034361a
C24_569,Run_B,bollinger_expansion_breakout,17,79,29,0.41,1.75,84026da79dbc85f1
C24_570,Run_B,bollinger_expansion_breakout,18,80,30,0.42,1.8,a3a464f173a63475
C24_571,Run_B,bollinger_expansion_breakout,19,81,31,0.43,1.85,87d56db6af94e0d3
