candidate_id,candidate_hash,family,min_expected_R,min_projected_net_R,max_cost_to_risk,session_mode,skip_same_candle,source_mode,min_hold_candles,registered_status
P34_0482,208db46443e29bbb,low_r_filtered,1.8,1.15,,LONDON_NY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0483,b1ca1440c59aed66,session_aware,,1.3,,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0484,96c7d56bfdd9b3c5,off_hours_stricter_r,1.0,1.3,,LONDON_ONLY,True,NO_FUNDING_REVERSAL,,REGISTERED
P34_0485,72dd7fe68fa444f5,same_candle_hardened,1.1,1.3,0.1,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0486,ddc3ac7efba3753d,cand0190_relative,1.2,,0.1,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0487,de0f859292e986f5,high_pf_low_frequency,1.35,,0.1,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0488,bd209d3c31338f8c,stress_hardened,1.5,,0.1,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0489,4d0f35cd30ee1926,balanced_activity,1.8,0.7,0.1,LONDON_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0490,720cade8e0cd044e,cost_to_atr_gate,,0.7,0.15,NY_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0491,866d53027357a558,projected_net_r_gate,1.0,0.7,0.15,NY_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0492,3b4c1bf861d88d77,low_r_filtered,1.1,0.9,0.15,NY_ONLY,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0493,d5768ff87293b0a6,session_aware,1.2,0.9,0.15,NY_ONLY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0494,2bc0c8ebf4eb930a,off_hours_stricter_r,1.35,0.9,0.15,NY_ONLY,False,BB_ONLY,2.0,REGISTERED
P34_0495,9926702c7e3d139c,same_candle_hardened,1.5,1.0,0.2,NY_ONLY,True,BB_ONLY,2.0,REGISTERED
P34_0496,dc97873a951f57bd,cand0190_relative,1.8,1.0,0.2,NY_ONLY,False,BB_ONLY,2.0,REGISTERED
P34_0497,7ce2cd73d316a463,high_pf_low_frequency,,1.0,0.2,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_0498,2a949b2cded33662,stress_hardened,1.0,1.15,0.2,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_0499,501a9c7281a09c37,balanced_activity,1.1,1.15,0.2,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_0500,c7bbf02924c40276,cost_to_atr_gate,1.2,1.15,0.3,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_0501,5f750ccb8d67138f,projected_net_r_gate,1.35,1.3,0.3,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_0502,dfb0838d37290f67,low_r_filtered,1.5,1.3,0.3,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_0503,68eaf63e1d9094d8,session_aware,1.8,1.3,0.3,OFF_HOURS_STRICT_R,False,BB_ONLY,2.0,REGISTERED
P34_0504,810f178693e1ba53,off_hours_stricter_r,,,0.3,ALL,False,BB_ONLY,2.0,REGISTERED
P34_0505,4510d9a21b5604e5,same_candle_hardened,1.0,,0.45,ALL,False,BB_ONLY,2.0,REGISTERED
P34_0506,67c2a1467a5b981a,cand0190_relative,1.1,,0.45,ALL,True,BB_ONLY,2.0,REGISTERED
P34_0507,30fb0751864f3582,high_pf_low_frequency,1.2,0.7,0.45,ALL,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0508,64b68d31e7ce21d7,stress_hardened,1.35,0.7,0.45,ALL,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0509,e6cda3495f687bea,balanced_activity,1.5,0.7,0.45,ALL,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0510,85d42252b7ffb945,cost_to_atr_gate,1.8,0.9,,ALL,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0511,344e919b58e83a8e,projected_net_r_gate,,0.9,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0512,b40de573871f27b9,low_r_filtered,1.0,0.9,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0513,dc911c950fe494cc,session_aware,1.1,1.0,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0514,8d617121a1e7d1b7,off_hours_stricter_r,1.2,1.0,,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0515,feeaa0b5c849b373,same_candle_hardened,1.35,1.0,0.1,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0516,f854cfe5cc3feb5e,cand0190_relative,1.5,1.15,0.1,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0517,9fc941b846d318cf,high_pf_low_frequency,1.8,1.15,0.1,NO_OFF_HOURS,True,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0518,f9f335db3b8136c3,stress_hardened,,1.15,0.1,LONDON_NY,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0519,90253753e1c85d42,balanced_activity,1.0,1.3,0.1,LONDON_NY,False,LOW_ACTIVITY_ONLY,4.0,REGISTERED
P34_0520,4eda6d8e3f5a8f37,cost_to_atr_gate,1.1,1.3,0.15,LONDON_NY,False,ALL,4.0,REGISTERED
P34_0521,181c0e033fb129bc,projected_net_r_gate,1.2,1.3,0.15,LONDON_NY,False,ALL,4.0,REGISTERED
P34_0522,48a8b94870a9128e,low_r_filtered,1.35,,0.15,LONDON_NY,False,ALL,4.0,REGISTERED
P34_0523,6585d4345719269f,session_aware,1.5,,0.15,LONDON_NY,False,ALL,4.0,REGISTERED
P34_0524,eb6496e14771d2ed,off_hours_stricter_r,1.8,,0.15,LONDON_NY,False,ALL,4.0,REGISTERED
P34_0525,d66f151567df9b14,same_candle_hardened,,0.7,0.2,LONDON_ONLY,False,ALL,4.0,REGISTERED
P34_0526,e1bbb145f8b86d1d,cand0190_relative,1.0,0.7,0.2,LONDON_ONLY,False,ALL,4.0,REGISTERED
P34_0527,9fdde69245e45b6f,high_pf_low_frequency,1.1,0.7,0.2,LONDON_ONLY,False,ALL,6.0,REGISTERED
P34_0528,9ee7ca063edfedb4,stress_hardened,1.2,0.9,0.2,LONDON_ONLY,True,ALL,6.0,REGISTERED
P34_0529,983a3cc58fffb6c8,balanced_activity,1.35,0.9,0.2,LONDON_ONLY,False,ALL,6.0,REGISTERED
P34_0530,e68341169961d474,cost_to_atr_gate,1.5,0.9,0.3,LONDON_ONLY,False,ALL,6.0,REGISTERED
P34_0531,af1c9b60a6623c29,projected_net_r_gate,1.8,1.0,0.3,LONDON_ONLY,False,ALL,6.0,REGISTERED
P34_0532,cf771909206294d9,low_r_filtered,,1.0,0.3,NY_ONLY,False,ALL,6.0,REGISTERED
P34_0533,402f0e16a7c9df40,session_aware,1.0,1.0,0.3,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0534,8551ec9bf9428862,off_hours_stricter_r,1.1,1.15,0.3,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0535,2f48fe13749d2ee4,same_candle_hardened,1.2,1.15,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0536,26084944f9269760,cand0190_relative,1.35,1.15,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0537,1f7cc38e9c38d7cd,high_pf_low_frequency,1.5,1.3,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0538,fe4c559598a30aaa,stress_hardened,1.8,1.3,0.45,NY_ONLY,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0539,9d49fa68ecaaf186,balanced_activity,,1.3,0.45,OFF_HOURS_STRICT_R,True,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0540,1aa8a5e41e364c09,cost_to_atr_gate,1.0,,,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0541,b1fa0456bf233da5,projected_net_r_gate,1.1,,,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0542,5f3cf5627229ac8a,low_r_filtered,1.2,,,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0543,6ac6e6c83ded1b21,session_aware,1.35,0.7,,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0544,7facd80db68ea176,off_hours_stricter_r,1.5,0.7,,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0545,3f55e9a6abd60335,same_candle_hardened,1.8,0.7,0.1,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,,REGISTERED
P34_0546,b21fc4796a729dda,cand0190_relative,,0.9,0.1,ALL,False,BB_ONLY,,REGISTERED
P34_0547,5d23fecf8ee44262,high_pf_low_frequency,1.0,0.9,0.1,ALL,False,BB_ONLY,,REGISTERED
P34_0548,35b4f33abde69fe7,stress_hardened,1.1,0.9,0.1,ALL,False,BB_ONLY,,REGISTERED
P34_0549,4a4a58aea1e26b3e,balanced_activity,1.2,1.0,0.1,ALL,False,BB_ONLY,,REGISTERED
P34_0550,a2034a2574eab488,cost_to_atr_gate,1.35,1.0,0.15,ALL,True,BB_ONLY,,REGISTERED
P34_0551,c1172d9538d2e01f,projected_net_r_gate,1.5,1.0,0.15,ALL,False,BB_ONLY,,REGISTERED
P34_0552,e67108f0f1f38f93,low_r_filtered,1.8,1.15,0.15,ALL,False,BB_ONLY,,REGISTERED
P34_0553,32b1dcb5001afff1,session_aware,,1.15,0.15,NO_OFF_HOURS,False,BB_ONLY,,REGISTERED
P34_0554,553faaa07b67d8f2,off_hours_stricter_r,1.0,1.15,0.15,NO_OFF_HOURS,False,BB_ONLY,,REGISTERED
P34_0555,5d8602098ac13c7d,same_candle_hardened,1.1,1.3,0.2,NO_OFF_HOURS,False,BB_ONLY,,REGISTERED
P34_0556,21ada79de6990451,cand0190_relative,1.2,1.3,0.2,NO_OFF_HOURS,False,BB_ONLY,,REGISTERED
P34_0557,fcb25cefdbf16baa,high_pf_low_frequency,1.35,1.3,0.2,NO_OFF_HOURS,False,BB_ONLY,,REGISTERED
P34_0558,ed140e5e8e68a3f0,stress_hardened,1.5,,0.2,NO_OFF_HOURS,False,BB_ONLY,,REGISTERED
P34_0559,f11a01006edce39b,balanced_activity,1.8,,0.2,NO_OFF_HOURS,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0560,a1528afa17387a31,cost_to_atr_gate,,,0.3,LONDON_NY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0561,1cfa1b61940a935a,projected_net_r_gate,1.0,0.7,0.3,LONDON_NY,True,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0562,1f1287ee686d3833,low_r_filtered,1.1,0.7,0.3,LONDON_NY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0563,5ba825f8a1032b63,session_aware,1.2,0.7,0.3,LONDON_NY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0564,d4bf4a9d08f8c87c,off_hours_stricter_r,1.35,0.9,0.3,LONDON_NY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0565,db4c06394f4acc51,same_candle_hardened,1.5,0.9,0.45,LONDON_NY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0566,6ea03a1083833061,cand0190_relative,1.8,0.9,0.45,LONDON_NY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0567,8243d3e83e9b08f7,high_pf_low_frequency,,1.0,0.45,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0568,05395a372f260bbc,stress_hardened,1.0,1.0,0.45,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0569,625d1fcdb6cf2143,balanced_activity,1.1,1.0,0.45,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0570,46167a2daf1c4032,cost_to_atr_gate,1.2,1.15,,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0571,6decdb4323d19c5e,projected_net_r_gate,1.35,1.15,,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,2.0,REGISTERED
P34_0572,cc22b1532f743800,low_r_filtered,1.5,1.15,,LONDON_ONLY,True,ALL,2.0,REGISTERED
P34_0573,1aa6fc7e71bd968c,session_aware,1.8,1.3,,LONDON_ONLY,False,ALL,2.0,REGISTERED
P34_0574,e40953c5b4545965,off_hours_stricter_r,,1.3,,NY_ONLY,False,ALL,2.0,REGISTERED
P34_0575,b9ce1c4a284d7778,same_candle_hardened,1.0,1.3,0.1,NY_ONLY,False,ALL,2.0,REGISTERED
P34_0576,fc1972d0cb7c5d1b,cand0190_relative,1.1,,0.1,NY_ONLY,False,ALL,2.0,REGISTERED
P34_0577,4075a2d6427ce6de,high_pf_low_frequency,1.2,,0.1,NY_ONLY,False,ALL,2.0,REGISTERED
P34_0578,56cd97b3142644c6,stress_hardened,1.35,,0.1,NY_ONLY,False,ALL,4.0,REGISTERED
P34_0579,375269b7a7c144f9,balanced_activity,1.5,0.7,0.1,NY_ONLY,False,ALL,4.0,REGISTERED
P34_0580,af5dbb79883c7501,cost_to_atr_gate,1.8,0.7,0.15,NY_ONLY,False,ALL,4.0,REGISTERED
P34_0581,83105edd7fa5ce52,projected_net_r_gate,,0.7,0.15,OFF_HOURS_STRICT_R,False,ALL,4.0,REGISTERED
P34_0582,e541d40fe1293bde,low_r_filtered,1.0,0.9,0.15,OFF_HOURS_STRICT_R,False,ALL,4.0,REGISTERED
P34_0583,8d53f8d2ae5f309a,session_aware,1.1,0.9,0.15,OFF_HOURS_STRICT_R,True,ALL,4.0,REGISTERED
P34_0584,15a667bb0c1d0c13,off_hours_stricter_r,1.2,0.9,0.15,OFF_HOURS_STRICT_R,False,ALL,4.0,REGISTERED
P34_0585,f690d4329bd0997f,same_candle_hardened,1.35,1.0,0.2,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0586,58e1079ec7263f51,cand0190_relative,1.5,1.0,0.2,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0587,606f7686527ccaf8,high_pf_low_frequency,1.8,1.0,0.2,OFF_HOURS_STRICT_R,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0588,53385ebb604611e2,stress_hardened,,1.15,0.2,ALL,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0589,d62a419ca2eb433a,balanced_activity,1.0,1.15,0.2,ALL,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0590,c46582f4f61a730e,cost_to_atr_gate,1.1,1.15,0.3,ALL,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0591,d97d0220caec0286,projected_net_r_gate,1.2,1.3,0.3,ALL,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0592,56827e347f71ac8f,low_r_filtered,1.35,1.3,0.3,ALL,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0593,390bc42bc153db64,session_aware,1.5,1.3,0.3,ALL,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0594,247adb4a9f582844,off_hours_stricter_r,1.8,,0.3,ALL,True,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0595,2988d40d8b51bbfc,same_candle_hardened,,,0.45,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0596,cfc4aa5b4cd7923a,cand0190_relative,1.0,,0.45,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0597,f0b62b2f25cb8559,high_pf_low_frequency,1.1,0.7,0.45,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,6.0,REGISTERED
P34_0598,92114824455136f2,stress_hardened,1.2,0.7,0.45,NO_OFF_HOURS,False,BB_ONLY,6.0,REGISTERED
P34_0599,0404ef708a27d6e5,balanced_activity,1.35,0.7,0.45,NO_OFF_HOURS,False,BB_ONLY,6.0,REGISTERED
P34_0600,c3010ca0f7292b01,cost_to_atr_gate,1.5,0.9,,NO_OFF_HOURS,False,BB_ONLY,6.0,REGISTERED
P34_0601,bcb959f6b167c246,projected_net_r_gate,1.8,0.9,,NO_OFF_HOURS,False,BB_ONLY,6.0,REGISTERED
P34_0602,58ae340a70887608,low_r_filtered,,0.9,,LONDON_NY,False,BB_ONLY,6.0,REGISTERED
P34_0603,eb532ed21c45ce8f,session_aware,1.0,1.0,,LONDON_NY,False,BB_ONLY,6.0,REGISTERED
P34_0604,a3bcdae39a9c50f1,off_hours_stricter_r,1.1,1.0,,LONDON_NY,False,BB_ONLY,6.0,REGISTERED
P34_0605,66f9711fd4968034,same_candle_hardened,1.2,1.0,0.1,LONDON_NY,True,BB_ONLY,6.0,REGISTERED
P34_0606,d21b1ea4cfeaa579,cand0190_relative,1.35,1.15,0.1,LONDON_NY,False,BB_ONLY,6.0,REGISTERED
P34_0607,dc9e07d352447fb8,high_pf_low_frequency,1.5,1.15,0.1,LONDON_NY,False,BB_ONLY,6.0,REGISTERED
P34_0608,cc84fb2bb3e42713,stress_hardened,1.8,1.15,0.1,LONDON_NY,False,BB_ONLY,6.0,REGISTERED
P34_0609,e6b83d669ee4ca42,balanced_activity,,1.3,0.1,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED
P34_0610,919404b5fcf9f50a,cost_to_atr_gate,1.0,1.3,0.15,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED
P34_0611,d64ee9f65af12c5b,projected_net_r_gate,1.1,1.3,0.15,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0612,a724c4964dccac7c,low_r_filtered,1.2,,0.15,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0613,182d004853ae1a45,session_aware,1.35,,0.15,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0614,c18a928706047ee3,off_hours_stricter_r,1.5,,0.15,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0615,9a7fa272b5aaaa1c,same_candle_hardened,1.8,0.7,0.2,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0616,a0446830373c4f53,cand0190_relative,,0.7,0.2,NY_ONLY,True,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0617,be141004a35d74e6,high_pf_low_frequency,1.0,0.7,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0618,4cc0c6a0a4825040,stress_hardened,1.1,0.9,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0619,0df60b227b587fd4,balanced_activity,1.2,0.9,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0620,73697b2c88476b5e,cost_to_atr_gate,1.35,0.9,0.3,NY_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0621,f3db511203b0d131,projected_net_r_gate,1.5,1.0,0.3,NY_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0622,9cabd405f2ace787,low_r_filtered,1.8,1.0,0.3,NY_ONLY,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0623,26d637b696e6d7e5,session_aware,,1.0,0.3,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,,REGISTERED
P34_0624,56ae11ae06381755,off_hours_stricter_r,1.0,1.15,0.3,OFF_HOURS_STRICT_R,False,ALL,,REGISTERED
P34_0625,4057dd80fdb4aee9,same_candle_hardened,1.1,1.15,0.45,OFF_HOURS_STRICT_R,False,ALL,,REGISTERED
P34_0626,190410908cd4df32,cand0190_relative,1.2,1.15,0.45,OFF_HOURS_STRICT_R,False,ALL,,REGISTERED
P34_0627,d9ee2efd4c70c293,high_pf_low_frequency,1.35,1.3,0.45,OFF_HOURS_STRICT_R,True,ALL,,REGISTERED
P34_0628,1bfb69bd3fd15ffa,stress_hardened,1.5,1.3,0.45,OFF_HOURS_STRICT_R,False,ALL,,REGISTERED
P34_0629,6aa05653aa1ab8a1,balanced_activity,1.8,1.3,0.45,OFF_HOURS_STRICT_R,False,ALL,2.0,REGISTERED
P34_0630,404eeff4bac64ba1,cost_to_atr_gate,,,,ALL,False,ALL,2.0,REGISTERED
P34_0631,d5dbba4f122d6dc6,projected_net_r_gate,1.0,,,ALL,False,ALL,2.0,REGISTERED
P34_0632,6b87f64802f87e54,low_r_filtered,1.1,,,ALL,False,ALL,2.0,REGISTERED
P34_0633,0cb1d80d524776f6,session_aware,1.2,0.7,,ALL,False,ALL,2.0,REGISTERED
P34_0634,82f4a1190a0813e7,off_hours_stricter_r,1.35,0.7,,ALL,False,ALL,2.0,REGISTERED
P34_0635,2ba5c8e200a4b138,same_candle_hardened,1.5,0.7,0.1,ALL,False,ALL,2.0,REGISTERED
P34_0636,87b93faad6df0c2e,cand0190_relative,1.8,0.9,0.1,ALL,False,ALL,2.0,REGISTERED
P34_0637,1aedda3cf34f67a0,high_pf_low_frequency,,0.9,0.1,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0638,6d80bf36b23baeba,stress_hardened,1.0,0.9,0.1,NO_OFF_HOURS,True,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0639,f5d60a2dd8e75939,balanced_activity,1.1,1.0,0.1,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0640,0fc7ab29e9a3fcb7,cost_to_atr_gate,1.2,1.0,0.15,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0641,4a4d3bb9250a81cd,projected_net_r_gate,1.35,1.0,0.15,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0642,d728c965e4600afd,low_r_filtered,1.5,1.15,0.15,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0643,b14d4b091f1271bd,session_aware,1.8,1.15,0.15,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0644,bbb1fcab42b4e8db,off_hours_stricter_r,,1.15,0.15,LONDON_NY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0645,6cc03d4ca63b626b,same_candle_hardened,1.0,1.3,0.2,LONDON_NY,False,NO_FUNDING_REVERSAL,2.0,REGISTERED
P34_0646,5f8b097071cf007e,cand0190_relative,1.1,1.3,0.2,LONDON_NY,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0647,1d25f6eaee4582aa,high_pf_low_frequency,1.2,1.3,0.2,LONDON_NY,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0648,49a142b77b729a0f,stress_hardened,1.35,,0.2,LONDON_NY,False,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0649,9c8c5cf399c189f7,balanced_activity,1.5,,0.2,LONDON_NY,True,NO_FUNDING_REVERSAL,4.0,REGISTERED
P34_0650,669644f2a084d2a8,cost_to_atr_gate,1.8,,0.3,LONDON_NY,False,BB_ONLY,4.0,REGISTERED
P34_0651,d98e7520f95f645f,projected_net_r_gate,,0.7,0.3,LONDON_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0652,683e7e63afb65047,low_r_filtered,1.0,0.7,0.3,LONDON_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0653,d778c58626e0d8bf,session_aware,1.1,0.7,0.3,LONDON_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0654,b711619f0b10c94c,off_hours_stricter_r,1.2,0.9,0.3,LONDON_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0655,dde0429d2ba804bb,same_candle_hardened,1.35,0.9,0.45,LONDON_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0656,6fbbda9195148724,cand0190_relative,1.5,0.9,0.45,LONDON_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0657,5fc1b06a59d87ac4,high_pf_low_frequency,1.8,1.0,0.45,LONDON_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0658,97a7dafce62f0601,stress_hardened,,1.0,0.45,NY_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0659,e57c83230d6bdfb0,balanced_activity,1.0,1.0,0.45,NY_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0660,c5089f73f250ea8d,cost_to_atr_gate,1.1,1.15,,NY_ONLY,True,BB_ONLY,4.0,REGISTERED
P34_0661,f39935bd0b60d296,projected_net_r_gate,1.2,1.15,,NY_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0662,6d192d2763e9a456,low_r_filtered,1.35,1.15,,NY_ONLY,False,BB_ONLY,4.0,REGISTERED
P34_0663,9b3bb1442cda1f64,session_aware,1.5,1.3,,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0664,aad738125ddaee59,off_hours_stricter_r,1.8,1.3,,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0665,8266117c63b26c83,same_candle_hardened,,1.3,0.1,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0666,5bfe6f7e1d0fde25,cand0190_relative,1.0,,0.1,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0667,b4e2bbf4ea2f1352,high_pf_low_frequency,1.1,,0.1,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0668,bdf5f7bb63ac72ef,stress_hardened,1.2,,0.1,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0669,05627f61450f3349,balanced_activity,1.35,0.7,0.1,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0670,fec3d6246da28653,cost_to_atr_gate,1.5,0.7,0.15,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0671,536c4e04e40bade9,projected_net_r_gate,1.8,0.7,0.15,OFF_HOURS_STRICT_R,True,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0672,6e1332afbdd2cc14,low_r_filtered,,0.9,0.15,ALL,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0673,cdb9b29fbbbe52f0,session_aware,1.0,0.9,0.15,ALL,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0674,bbf938fe0b5cbae7,off_hours_stricter_r,1.1,0.9,0.15,ALL,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0675,a29e6bee20b3deed,same_candle_hardened,1.2,1.0,0.2,ALL,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED
P34_0676,112d5e3a492acaea,cand0190_relative,1.35,1.0,0.2,ALL,False,ALL,6.0,REGISTERED
P34_0677,cbbea65a819a996d,high_pf_low_frequency,1.5,1.0,0.2,ALL,False,ALL,6.0,REGISTERED
P34_0678,688fe1308ea6f738,stress_hardened,1.8,1.15,0.2,ALL,False,ALL,6.0,REGISTERED
