candidate_id,passed_cheap_scan,pnl,pf,dd,status
C25_1075,YES,13037.5,2.45,0.19,PASS
C25_1076,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_1077,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_1078,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_1079,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_1080,YES,13640.0,2.54,0.2,PASS
C25_1081,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_1082,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_1083,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_1084,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_1085,YES,14242.5,2.63,0.21,PASS
C25_1086,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_1087,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_1088,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_1089,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_1090,YES,14845.0,2.72,0.22,PASS
C25_1091,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_1092,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_1093,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_1094,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_1095,YES,15447.5,2.81,0.23,PASS
C25_1096,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_1097,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_1098,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_1099,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_1100,YES,4000.0,1.1,0.04,PASS
C25_1101,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_1102,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_1103,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_1104,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_1105,YES,4602.5,1.19,0.05,PASS
C25_1106,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_1107,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_1108,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_1109,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_1110,YES,5205.0,1.28,0.06,PASS
C25_1111,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_1112,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_1113,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_1114,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_1115,YES,5807.5,1.37,0.07,PASS
C25_1116,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_1117,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_1118,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_1119,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_1120,YES,6410.0,1.46,0.08,PASS
C25_1121,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_1122,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_1123,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_1124,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_1125,YES,7012.5,1.55,0.09,PASS
C25_1126,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_1127,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_1128,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_1129,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_1130,YES,7615.0,1.64,0.1,PASS
C25_1131,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_1132,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_1133,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_1134,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_1135,YES,8217.5,1.73,0.11,PASS
C25_1136,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_1137,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_1138,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_1139,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_1140,YES,8820.0,1.82,0.12,PASS
C25_1141,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_1142,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_1143,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_1144,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_1145,YES,9422.5,1.91,0.13,PASS
C25_1146,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_1147,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_1148,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_1149,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_1150,YES,10025.0,2.0,0.14,PASS
C25_1151,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_1152,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_1153,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_1154,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_1155,YES,10627.5,2.09,0.15,PASS
C25_1156,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_1157,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_1158,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_1159,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_1160,YES,11230.0,2.18,0.16,PASS
C25_1161,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_1162,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_1163,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_1164,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_1165,YES,11832.5,2.27,0.17,PASS
C25_1166,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_1167,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_1168,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_1169,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_1170,YES,12435.0,2.36,0.18,PASS
C25_1171,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_1172,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_1173,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_1174,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_1175,YES,13037.5,2.45,0.19,PASS
C25_1176,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_1177,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_1178,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_1179,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_1180,YES,13640.0,2.54,0.2,PASS
C25_1181,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_1182,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_1183,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_1184,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_1185,YES,14242.5,2.63,0.21,PASS
C25_1186,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_1187,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_1188,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_1189,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_1190,YES,14845.0,2.72,0.22,PASS
C25_1191,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_1192,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_1193,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_1194,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_1195,YES,15447.5,2.81,0.23,PASS
C25_1196,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_1197,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_1198,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_1199,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_1200,YES,4000.0,1.1,0.04,PASS
C25_1201,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_1202,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_1203,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_1204,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_1205,YES,4602.5,1.19,0.05,PASS
C25_1206,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_1207,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_1208,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_1209,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_1210,YES,5205.0,1.28,0.06,PASS
C25_1211,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_1212,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_1213,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_1214,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_1215,YES,5807.5,1.37,0.07,PASS
C25_1216,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_1217,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_1218,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_1219,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_1220,YES,6410.0,1.46,0.08,PASS
C25_1221,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_1222,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_1223,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_1224,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_1225,YES,7012.5,1.55,0.09,PASS
C25_1226,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_1227,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_1228,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_1229,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_1230,YES,7615.0,1.64,0.1,PASS
C25_1231,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_1232,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_1233,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_1234,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_1235,YES,8217.5,1.73,0.11,PASS
C25_1236,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_1237,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_1238,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_1239,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_1240,YES,8820.0,1.82,0.12,PASS
C25_1241,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_1242,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_1243,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_1244,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_1245,YES,9422.5,1.91,0.13,PASS
C25_1246,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_1247,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_1248,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_1249,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_1250,YES,10025.0,2.0,0.14,PASS
C25_1251,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_1252,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_1253,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_1254,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_1255,YES,10627.5,2.09,0.15,PASS
C25_1256,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_1257,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_1258,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_1259,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_1260,YES,11230.0,2.18,0.16,PASS
C25_1261,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_1262,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_1263,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_1264,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_1265,YES,11832.5,2.27,0.17,PASS
C25_1266,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_1267,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_1268,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_1269,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_1270,YES,12435.0,2.36,0.18,PASS
C25_1271,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_1272,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_1273,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_1274,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_1275,YES,13037.5,2.45,0.19,PASS
C25_1276,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_1277,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_1278,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_1279,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_1280,YES,13640.0,2.54,0.2,PASS
C25_1281,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_1282,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_1283,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_1284,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_1285,YES,14242.5,2.63,0.21,PASS
C25_1286,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_1287,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_1288,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_1289,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_1290,YES,14845.0,2.72,0.22,PASS
C25_1291,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_1292,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_1293,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_1294,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_1295,YES,15447.5,2.81,0.23,PASS
C25_1296,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_1297,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_1298,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_1299,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_1300,YES,4000.0,1.1,0.04,PASS
C25_1301,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_1302,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_1303,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_1304,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_1305,YES,4602.5,1.19,0.05,PASS
C25_1306,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_1307,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_1308,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_1309,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_1310,YES,5205.0,1.28,0.06,PASS
C25_1311,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_1312,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_1313,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_1314,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_1315,YES,5807.5,1.37,0.07,PASS
C25_1316,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_1317,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_1318,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_1319,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_1320,YES,6410.0,1.46,0.08,PASS
C25_1321,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_1322,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_1323,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_1324,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_1325,YES,7012.5,1.55,0.09,PASS
C25_1326,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_1327,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_1328,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_1329,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_1330,YES,7615.0,1.64,0.1,PASS
C25_1331,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_1332,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_1333,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_1334,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_1335,YES,8217.5,1.73,0.11,PASS
C25_1336,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_1337,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_1338,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_1339,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_1340,YES,8820.0,1.82,0.12,PASS
C25_1341,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_1342,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_1343,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_1344,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_1345,YES,9422.5,1.91,0.13,PASS
C25_1346,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_1347,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_1348,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_1349,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_1350,YES,10025.0,2.0,0.14,PASS
C25_1351,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_1352,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_1353,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_1354,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_1355,YES,10627.5,2.09,0.15,PASS
C25_1356,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_1357,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_1358,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_1359,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_1360,YES,11230.0,2.18,0.16,PASS
C25_1361,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_1362,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_1363,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_1364,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_1365,YES,11832.5,2.27,0.17,PASS
C25_1366,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_1367,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_1368,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_1369,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_1370,YES,12435.0,2.36,0.18,PASS
C25_1371,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_1372,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_1373,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_1374,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_1375,YES,13037.5,2.45,0.19,PASS
C25_1376,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_1377,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_1378,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_1379,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_1380,YES,13640.0,2.54,0.2,PASS
C25_1381,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_1382,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_1383,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_1384,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_1385,YES,14242.5,2.63,0.21,PASS
C25_1386,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_1387,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_1388,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_1389,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_1390,YES,14845.0,2.72,0.22,PASS
C25_1391,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_1392,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_1393,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_1394,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_1395,YES,15447.5,2.81,0.23,PASS
C25_1396,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_1397,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_1398,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_1399,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_1400,YES,4000.0,1.1,0.04,PASS
C25_1401,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_1402,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_1403,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_1404,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_1405,YES,4602.5,1.19,0.05,PASS
C25_1406,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_1407,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_1408,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_1409,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_1410,YES,5205.0,1.28,0.06,PASS
C25_1411,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_1412,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_1413,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_1414,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_1415,YES,5807.5,1.37,0.07,PASS
C25_1416,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_1417,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_1418,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_1419,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_1420,YES,6410.0,1.46,0.08,PASS
C25_1421,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_1422,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_1423,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_1424,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_1425,YES,7012.5,1.55,0.09,PASS
C25_1426,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_1427,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_1428,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_1429,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_1430,YES,7615.0,1.64,0.1,PASS
C25_1431,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_1432,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_1433,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_1434,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_1435,YES,8217.5,1.73,0.11,PASS
C25_1436,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_1437,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_1438,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_1439,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_1440,YES,8820.0,1.82,0.12,PASS
C25_1441,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_1442,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_1443,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_1444,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_1445,YES,9422.5,1.91,0.13,PASS
C25_1446,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_1447,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_1448,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_1449,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_1450,YES,10025.0,2.0,0.14,PASS
C25_1451,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_1452,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_1453,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_1454,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_1455,YES,10627.5,2.09,0.15,PASS
C25_1456,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_1457,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_1458,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_1459,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_1460,YES,11230.0,2.18,0.16,PASS
C25_1461,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_1462,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_1463,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_1464,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_1465,YES,11832.5,2.27,0.17,PASS
C25_1466,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_1467,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_1468,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_1469,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_1470,YES,12435.0,2.36,0.18,PASS
C25_1471,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_1472,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_1473,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_1474,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_1475,YES,13037.5,2.45,0.19,PASS
C25_1476,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_1477,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_1478,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_1479,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_1480,YES,13640.0,2.54,0.2,PASS
C25_1481,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_1482,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_1483,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_1484,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_1485,YES,14242.5,2.63,0.21,PASS
