workspace,file_path,artifact_type,phase,candidate_logic_found,teacher_only_logic,live_safe_logic,missing_logic,useful_lower_timeframe_artifact,unique_vs_github_checkout
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase14_verification.py,source,phase14,funding;ATR;MFE;MAE,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase14_1_truth_lock_and_phase15_readiness_report.md,report_or_note,phase14_1,expected R;retest;VWAP;funding;ADX;ATR;MFE;MAE;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase14_1_runner.py,source,phase14_1,expected R;retest;VWAP;funding;ADX;ATR;MFE;MAE;5m,YES,NO,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase15_benchmark_metrics_breakthrough_report.md,report_or_note,phase15,funding;ATR;MFE;MAE,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase15_runner.py,source,phase15,retest;funding;ADX;ATR;MFE;MAE;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase15_verification.py,source,phase15,retest;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase16_measurable_benchmark_breakthrough_report.md,report_or_note,phase16,retest;VWAP;funding;ATR;MFE;MAE;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase16_runner.py,source,phase16,retest;VWAP;funding;ADX;ATR;MFE;MAE;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase16_verification.py,source,phase16,retest;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase16_1_verdict_repair_and_hybrid_v3_validation_report.md,report_or_note,phase16_1,retest;VWAP;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase16_1_runner.py,source,phase16_1,retest;VWAP;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase16_2_precision_entry_breakthrough_validation_report.md,report_or_note,phase16_2,Variant B;Variant C;retest;funding;ATR;15m;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase16_2_runner.py,source,phase16_2,Variant B;Variant C;retest;funding;ATR;15m;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase17_precision_fusion_breakthrough_report.md,report_or_note,phase17,Variant B;Variant C;expected R;funding;ATR;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase17_runner.py,source,phase17,Variant B;Variant C;C core;expected R;funding;ATR;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase17_realism.py,source,phase17,Variant B;Variant C;ATR;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase17_1_precision_fusion_breakthrough_report.md,report_or_note,phase17_1,Variant B;Variant C;B rescue;C core;retest;funding;ATR;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase17_1_runner.py,source,phase17_1,Variant B;Variant C;B rescue;C core;retest;funding;ATR;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase17_2_live_rule_lock_and_phase18_readiness_report.md,report_or_note,phase17_2,Variant B;Variant C;C core;retest;funding;ATR;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase17_2_runner.py,source,phase17_2,Variant B;Variant C;C core;retest;funding;ATR;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase17_2_realism.py,source,phase17_2,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase17_3_live_known_bc_fusion_audit_report.md,report_or_note,phase17_3,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;expected R;phase17_3;retest;funding;ATR;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase17_3_runner.py,source,phase17_3,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;expected R;phase17_3;retest;funding;ATR;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase17_3_realism.py,source,phase17_3,expected R;phase17_3,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase18_benchmark_expansion_negative_month_attack_report.md,report_or_note,phase18,Variant B;Variant C;Precision Fusion 1.2;C core;expected R;funding;ADX;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase18_runner.py,source,phase18,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;expected R;funding;ADX;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase18_realism.py,source,phase18,expected R,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase18_1_negative_zero_month_repair_and_high_pf_sleeve_report.md,report_or_note,phase18_1,Variant B;Variant C;Precision Fusion 1.2;C core;retest;VWAP;funding;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase18_1_runner.py,source,phase18_1,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;VWAP;funding;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase18_1_realism.py,source,phase18_1,expected R,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase19_precision_loss_removal_zero_rescue_high_pf_discovery_report.md,report_or_note,phase19,Variant B;Variant C;Precision Fusion 1.2;C core;retest;VWAP;funding;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase19_runner.py,source,phase19,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;VWAP;funding;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase19_realism.py,source,phase19,expected R,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase2_strategy_research_report.md,report_or_note,phase2,VWAP;funding;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase20_mechanism_first_100k_template_research_report.md,report_or_note,phase20,Variant B;Variant C;Precision Fusion 1.2;C core;retest;funding;ADX;ATR;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase20_runner.py,source,phase20,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;funding;ADX;ATR;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase20_realism.py,source,phase20,expected R,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase20_1_full_audit_and_proof_lock_report.md,report_or_note,phase20_1,Variant C;Precision Fusion 1.2;C core;expected R;retest;funding;ATR;MFE;MAE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase20_1_runner.py,source,phase20_1,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;expected R;retest;funding;ATR;MFE;MAE;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase20_1_realism.py,source,phase20_1,expected R,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_candidate_registry.csv,structured_artifact,phase21,retest;funding;ADX;ATR;MFE;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_candidate_results.csv,structured_artifact,phase21,retest;funding;ADX;ATR;MFE;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_mechanism_dataset.csv,structured_artifact,phase21,Variant C;B rescue;C core;retest;funding;MFE;MAE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_real_research_infrastructure_and_proof_search_report.md,report_or_note,phase21,Variant C;Precision Fusion 1.2;C core;funding;MFE;MAE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_stage_rejections.csv,structured_artifact,phase21,retest;funding;ADX;ATR;MFE;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase21_top_50_candidates.md,report_or_note,phase21,retest,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase21_registry.py,source,phase21,retest;VWAP;funding;ADX;ATR;MFE;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase21_runner.py,source,phase21,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;funding;ATR;MFE;MAE,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase21_realism.py,source,phase21,Precision Fusion 1.2;expected R;funding;MFE;MAE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_candidate_registry.csv,structured_artifact,phase22,retest;ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_candidate_results.csv,structured_artifact,phase22,ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_loss_bucket_report.csv,structured_artifact,phase22,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_mechanism_dataset.csv,structured_artifact,phase22,Variant C;B rescue;C core;retest;funding;MFE;MAE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_real_10k_research_and_multi_asset_validation_report.md,report_or_note,phase22,Precision Fusion 1.2;retest;funding;ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_registry_manifest.json,structured_artifact,phase22,retest;VWAP;funding;ADX;ATR,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_stage_rejections.csv,structured_artifact,phase22,retest;ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase22_registry.py,source,phase22,retest;VWAP;funding;ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase22_runner.py,source,phase22,Variant B;Variant C;Precision Fusion 1.2;B rescue;C core;retest;VWAP;funding;ADX;ATR;MFE;MAE,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase22_realism.py,source,phase22,Precision Fusion 1.2;funding;MFE;MAE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase22_1_reconciliation_and_proof_audit_report.md,report_or_note,phase22_1,Precision Fusion 1.2;funding;ADX;ATR;MFE;MAE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\scratch\phase22_1_metrics_audit.py,source,phase22_1,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\scratch\phase22_1_reconcile_buckets.py,source,phase22_1,funding;ADX;MAE,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_finalist_stress_results.csv,structured_artifact,phase23,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_loss_surgery_results.csv,structured_artifact,phase23,funding;ADX;ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_negative_month_repair_table.csv,structured_artifact,phase23,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_overlay_results.csv,structured_artifact,phase23,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_precision_fusion_micro_surgery_report.md,report_or_note,phase23,Variant C;Precision Fusion 1.2;expected R;retest;funding;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_winner_preservation_audit.csv,structured_artifact,phase23,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase23_runner.py,source,phase23,Variant B;Variant C;Precision Fusion 1.2;expected R;retest;funding;ADX;ATR;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase23_realism.py,source,phase23,Precision Fusion 1.2,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_audit_manifest.json,structured_artifact,phase23_1,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_behavioral_dedup_root_cause.csv,structured_artifact,phase23_1,ADX,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_behavioral_diversity_test.csv,structured_artifact,phase23_1,retest;funding;ADX;MFE,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_funding_extreme_skip_audit.csv,structured_artifact,phase23_1,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_negative_zero_month_impact.csv,structured_artifact,phase23_1,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_overlay_accounting.csv,structured_artifact,phase23_1,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_overlay_reconciliation_report.md,report_or_note,phase23_1,Precision Fusion 1.2;retest;funding;ADX;MFE,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_research_only_library.csv,structured_artifact,phase23_1,funding;MFE,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase23_1_weak_continuation_audit.csv,structured_artifact,phase23_1,MFE,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase23_1_runner.py,source,phase23_1,Variant B;Variant C;Precision Fusion 1.2;retest;funding;ADX;MFE,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase23_1_realism.py,source,phase23_1,Precision Fusion 1.2;funding,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_behavioral_unit_test_summary.csv,structured_artifact,phase24,ADX,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_controlled_registry.csv,structured_artifact,phase24,ADX,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_parameter_usage_audit.csv,structured_artifact,phase24,VWAP;funding;ADX;ATR,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_parameter_wiring_and_behavioral_rebuild_report.md,report_or_note,phase24,Precision Fusion 1.2;retest;funding;ADX;ATR,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_wiring_change_log.csv,structured_artifact,phase24,retest;funding;ADX;ATR,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_1_behavioral_count_reconciliation.csv,structured_artifact,phase24_1,ADX,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_1_engine_repair_reconciliation_report.md,report_or_note,phase24_1,Precision Fusion 1.2;retest;funding;ADX;ATR,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_1_filter_vs_signal_generation_audit.csv,structured_artifact,phase24_1,retest;funding;ADX;ATR,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase24_1_parameter_wiring_verification.csv,structured_artifact,phase24_1,retest;funding;ADX;ATR,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase24_1_runner.py,source,phase24_1,Precision Fusion 1.2;retest;funding;ADX;ATR,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase24_1_realism.py,source,phase24_1,Precision Fusion 1.2,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_candidate_registry.csv,structured_artifact,phase25,retest;VWAP;funding;ADX;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_negative_month_repair_table.csv,structured_artifact,phase25,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_portfolio_integration_results.csv,structured_artifact,phase25,Precision Fusion 1.2;retest,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_precision_fusion_7_router_report.csv,structured_artifact,phase25,Precision Fusion 1.2;retest;VWAP,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_repaired_engine_elite_discovery_report.md,report_or_note,phase25,retest;VWAP;funding,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase25_runner.py,source,phase25,Precision Fusion 1.2;retest;VWAP;funding;ADX;ATR;15m;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_added_trade_audit.csv,structured_artifact,phase25_1,retest;VWAP;ADX;ATR,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_entry_exit_rule_serialization.md,report_or_note,phase25_1,Precision Fusion 1.2;retest;VWAP;funding;ATR;15m;5m,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_full_15_stress_audit.csv,structured_artifact,phase25_1,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_negative_month_repair_audit.csv,structured_artifact,phase25_1,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_precision_fusion_7_acceptance_audit_report.md,report_or_note,phase25_1,Precision Fusion 1.2;VWAP,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_trade_count_reconciliation.csv,structured_artifact,phase25_1,Precision Fusion 1.2,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_truth_lock_comparison.csv,structured_artifact,phase25_1,Precision Fusion 1.2,NO,ANALYSIS_ONLY,exact PF1.2 executable router,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase25_1_zero_month_rescue_audit.csv,structured_artifact,phase25_1,retest;VWAP,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase25_1_runner.py,source,phase25_1,Precision Fusion 1.2;retest;VWAP;funding;ADX;ATR;15m;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_added_trade_keep_refine_remove_table.csv,structured_artifact,phase26,retest;VWAP;funding,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_audit_manifest.json,structured_artifact,phase26,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_benchmark_weakness_map.md,report_or_note,phase26,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_candidate_registry.csv,structured_artifact,phase26,ADX,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_dual_benchmark_dna_and_pf8_discovery_report.md,report_or_note,phase26,funding;ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_dual_benchmark_metrics_matrix.csv,structured_artifact,phase26,ATR,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_live_rule_serialization.md,report_or_note,phase26,funding;ATR;15m;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_losing_trade_dna.csv,structured_artifact,phase26,retest;funding;MFE;MAE,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_pf70_added_trade_quality_audit.csv,structured_artifact,phase26,retest;VWAP,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_pf8_candidate_hypothesis_library.csv,structured_artifact,phase26,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_precision_fusion_8_router_report.md,report_or_note,phase26,funding,NO,ANALYSIS_ONLY,,NO,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_rule_comparison_matrix.csv,structured_artifact,phase26,VWAP;ATR;5m,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_strategy_dna_extraction.md,report_or_note,phase26,Precision Fusion 1.2;retest;VWAP,NO,ANALYSIS_ONLY,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\reports\phase26_winning_trade_dna.csv,structured_artifact,phase26,VWAP;ATR;MFE;MAE,NO,ANALYSIS_ONLY,,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\src\research\phase26_runner.py,source,phase26,Precision Fusion 1.2;retest;VWAP;funding;ADX;ATR;MFE;MAE;15m;5m,YES,NO,exact PF1.2 executable router,YES,NO
antigravity,C:\Users\HP\.gemini\antigravity\scratch\binance_futures_backtest\tests\test_phase26_realism.py,source,phase26,ATR,NO,ANALYSIS_ONLY,,NO,NO
