candidate_id,trades,pnl,pf,dd,status
C24_396,346,17078.0,2.64,0.242,REJECTED_UNDER_PF
C24_397,347,17108.5,2.655,0.244,CHEAP_SCAN_PASSED
C24_398,348,17139.0,2.67,0.246,CHEAP_SCAN_PASSED
C24_399,349,17169.5,2.685,0.248,REJECTED_UNDER_PF
C24_400,150,17200.0,1.2,0.05,CHEAP_SCAN_PASSED
C24_401,151,17230.5,1.215,0.052,CHEAP_SCAN_PASSED
C24_402,152,17261.0,1.23,0.054,REJECTED_UNDER_PF
C24_403,153,17291.5,1.245,0.056,CHEAP_SCAN_PASSED
C24_404,154,17322.0,1.26,0.058,CHEAP_SCAN_PASSED
C24_405,155,17352.5,1.275,0.06,REJECTED_UNDER_PF
C24_406,156,17383.0,1.29,0.062,CHEAP_SCAN_PASSED
C24_407,157,17413.5,1.305,0.064,CHEAP_SCAN_PASSED
C24_408,158,17444.0,1.32,0.066,REJECTED_UNDER_PF
C24_409,159,17474.5,1.335,0.068,CHEAP_SCAN_PASSED
C24_410,160,17505.0,1.35,0.07,CHEAP_SCAN_PASSED
C24_411,161,17535.5,1.365,0.072,REJECTED_UNDER_PF
C24_412,162,17566.0,1.38,0.074,CHEAP_SCAN_PASSED
C24_413,163,17596.5,1.395,0.076,CHEAP_SCAN_PASSED
C24_414,164,17627.0,1.41,0.078,REJECTED_UNDER_PF
C24_415,165,17657.5,1.425,0.08,CHEAP_SCAN_PASSED
C24_416,166,17688.0,1.44,0.082,CHEAP_SCAN_PASSED
C24_417,167,17718.5,1.455,0.084,REJECTED_UNDER_PF
C24_418,168,17749.0,1.47,0.086,CHEAP_SCAN_PASSED
C24_419,169,17779.5,1.485,0.088,CHEAP_SCAN_PASSED
C24_420,170,17810.0,1.5,0.09,REJECTED_UNDER_PF
C24_421,171,17840.5,1.515,0.092,CHEAP_SCAN_PASSED
C24_422,172,17871.0,1.53,0.094,CHEAP_SCAN_PASSED
C24_423,173,17901.5,1.545,0.096,REJECTED_UNDER_PF
C24_424,174,17932.0,1.56,0.098,CHEAP_SCAN_PASSED
C24_425,175,17962.5,1.575,0.1,CHEAP_SCAN_PASSED
C24_426,176,17993.0,1.59,0.102,REJECTED_UNDER_PF
C24_427,177,18023.5,1.605,0.104,CHEAP_SCAN_PASSED
C24_428,178,18054.0,1.62,0.106,CHEAP_SCAN_PASSED
C24_429,179,18084.5,1.635,0.108,REJECTED_UNDER_PF
C24_430,180,18115.0,1.65,0.11,CHEAP_SCAN_PASSED
C24_431,181,18145.5,1.665,0.112,CHEAP_SCAN_PASSED
C24_432,182,18176.0,1.68,0.114,REJECTED_UNDER_PF
C24_433,183,18206.5,1.695,0.116,CHEAP_SCAN_PASSED
C24_434,184,18237.0,1.71,0.118,CHEAP_SCAN_PASSED
C24_435,185,18267.5,1.725,0.12,REJECTED_UNDER_PF
C24_436,186,18298.0,1.74,0.122,CHEAP_SCAN_PASSED
C24_437,187,18328.5,1.755,0.124,CHEAP_SCAN_PASSED
C24_438,188,18359.0,1.77,0.126,REJECTED_UNDER_PF
C24_439,189,18389.5,1.785,0.128,CHEAP_SCAN_PASSED
C24_440,190,18420.0,1.8,0.13,CHEAP_SCAN_PASSED
C24_441,191,18450.5,1.815,0.132,REJECTED_UNDER_PF
C24_442,192,18481.0,1.83,0.134,CHEAP_SCAN_PASSED
C24_443,193,18511.5,1.845,0.136,CHEAP_SCAN_PASSED
C24_444,194,18542.0,1.86,0.138,REJECTED_UNDER_PF
C24_445,195,18572.5,1.875,0.14,CHEAP_SCAN_PASSED
C24_446,196,18603.0,1.89,0.142,CHEAP_SCAN_PASSED
C24_447,197,18633.5,1.905,0.144,REJECTED_UNDER_PF
C24_448,198,18664.0,1.92,0.146,CHEAP_SCAN_PASSED
C24_449,199,18694.5,1.935,0.148,CHEAP_SCAN_PASSED
C24_450,200,18725.0,1.95,0.15,REJECTED_UNDER_PF
C24_451,201,18755.5,1.965,0.152,CHEAP_SCAN_PASSED
C24_452,202,18786.0,1.98,0.154,CHEAP_SCAN_PASSED
C24_453,203,18816.5,1.995,0.156,REJECTED_UNDER_PF
C24_454,204,18847.0,2.01,0.158,CHEAP_SCAN_PASSED
C24_455,205,18877.5,2.025,0.16,CHEAP_SCAN_PASSED
C24_456,206,18908.0,2.04,0.162,REJECTED_UNDER_PF
C24_457,207,18938.5,2.055,0.164,CHEAP_SCAN_PASSED
C24_458,208,18969.0,2.07,0.166,CHEAP_SCAN_PASSED
C24_459,209,18999.5,2.085,0.168,REJECTED_UNDER_PF
C24_460,210,19030.0,2.1,0.17,CHEAP_SCAN_PASSED
C24_461,211,19060.5,2.115,0.172,CHEAP_SCAN_PASSED
C24_462,212,19091.0,2.13,0.174,REJECTED_UNDER_PF
C24_463,213,19121.5,2.145,0.176,CHEAP_SCAN_PASSED
C24_464,214,19152.0,2.16,0.178,CHEAP_SCAN_PASSED
C24_465,215,19182.5,2.175,0.18,REJECTED_UNDER_PF
C24_466,216,19213.0,2.19,0.182,CHEAP_SCAN_PASSED
C24_467,217,19243.5,2.205,0.184,CHEAP_SCAN_PASSED
C24_468,218,19274.0,2.22,0.186,REJECTED_UNDER_PF
C24_469,219,19304.5,2.235,0.188,CHEAP_SCAN_PASSED
C24_470,220,19335.0,2.25,0.19,CHEAP_SCAN_PASSED
C24_471,221,19365.5,2.265,0.192,REJECTED_UNDER_PF
C24_472,222,19396.0,2.28,0.194,CHEAP_SCAN_PASSED
C24_473,223,19426.5,2.295,0.196,CHEAP_SCAN_PASSED
C24_474,224,19457.0,2.31,0.198,REJECTED_UNDER_PF
C24_475,225,19487.5,2.325,0.2,CHEAP_SCAN_PASSED
C24_476,226,19518.0,2.34,0.202,CHEAP_SCAN_PASSED
C24_477,227,19548.5,2.355,0.204,REJECTED_UNDER_PF
C24_478,228,19579.0,2.37,0.206,CHEAP_SCAN_PASSED
C24_479,229,19609.5,2.385,0.208,CHEAP_SCAN_PASSED
C24_480,230,19640.0,2.4,0.21,REJECTED_UNDER_PF
C24_481,231,19670.5,2.415,0.212,CHEAP_SCAN_PASSED
C24_482,232,19701.0,2.43,0.214,CHEAP_SCAN_PASSED
C24_483,233,19731.5,2.445,0.216,REJECTED_UNDER_PF
C24_484,234,19762.0,2.46,0.218,CHEAP_SCAN_PASSED
C24_485,235,19792.5,2.475,0.22,CHEAP_SCAN_PASSED
C24_486,236,19823.0,2.49,0.222,REJECTED_UNDER_PF
C24_487,237,19853.5,2.505,0.224,CHEAP_SCAN_PASSED
C24_488,238,19884.0,2.52,0.226,CHEAP_SCAN_PASSED
C24_489,239,19914.5,2.535,0.228,REJECTED_UNDER_PF
C24_490,240,19945.0,2.55,0.23,CHEAP_SCAN_PASSED
C24_491,241,19975.5,2.565,0.232,CHEAP_SCAN_PASSED
C24_492,242,20006.0,2.58,0.234,REJECTED_UNDER_PF
C24_493,243,20036.5,2.595,0.236,CHEAP_SCAN_PASSED
C24_494,244,20067.0,2.61,0.238,CHEAP_SCAN_PASSED
C24_495,245,20097.5,2.625,0.24,REJECTED_UNDER_PF
C24_496,246,20128.0,2.64,0.242,CHEAP_SCAN_PASSED
C24_497,247,20158.5,2.655,0.244,CHEAP_SCAN_PASSED
C24_498,248,20189.0,2.67,0.246,REJECTED_UNDER_PF
C24_499,249,20219.5,2.685,0.248,CHEAP_SCAN_PASSED
C24_500,250,5000.0,1.2,0.05,CHEAP_SCAN_PASSED
C24_501,251,5030.5,1.215,0.052,REJECTED_UNDER_PF
C24_502,252,5061.0,1.23,0.054,CHEAP_SCAN_PASSED
C24_503,253,5091.5,1.245,0.056,CHEAP_SCAN_PASSED
C24_504,254,5122.0,1.26,0.058,REJECTED_UNDER_PF
C24_505,255,5152.5,1.275,0.06,CHEAP_SCAN_PASSED
C24_506,256,5183.0,1.29,0.062,CHEAP_SCAN_PASSED
C24_507,257,5213.5,1.305,0.064,REJECTED_UNDER_PF
C24_508,258,5244.0,1.32,0.066,CHEAP_SCAN_PASSED
C24_509,259,5274.5,1.335,0.068,CHEAP_SCAN_PASSED
C24_510,260,5305.0,1.35,0.07,REJECTED_UNDER_PF
C24_511,261,5335.5,1.365,0.072,CHEAP_SCAN_PASSED
C24_512,262,5366.0,1.38,0.074,CHEAP_SCAN_PASSED
C24_513,263,5396.5,1.395,0.076,REJECTED_UNDER_PF
C24_514,264,5427.0,1.41,0.078,CHEAP_SCAN_PASSED
C24_515,265,5457.5,1.425,0.08,CHEAP_SCAN_PASSED
C24_516,266,5488.0,1.44,0.082,REJECTED_UNDER_PF
C24_517,267,5518.5,1.455,0.084,CHEAP_SCAN_PASSED
C24_518,268,5549.0,1.47,0.086,CHEAP_SCAN_PASSED
C24_519,269,5579.5,1.485,0.088,REJECTED_UNDER_PF
C24_520,270,5610.0,1.5,0.09,CHEAP_SCAN_PASSED
C24_521,271,5640.5,1.515,0.092,CHEAP_SCAN_PASSED
C24_522,272,5671.0,1.53,0.094,REJECTED_UNDER_PF
C24_523,273,5701.5,1.545,0.096,CHEAP_SCAN_PASSED
C24_524,274,5732.0,1.56,0.098,CHEAP_SCAN_PASSED
C24_525,275,5762.5,1.575,0.1,REJECTED_UNDER_PF
C24_526,276,5793.0,1.59,0.102,CHEAP_SCAN_PASSED
C24_527,277,5823.5,1.605,0.104,CHEAP_SCAN_PASSED
C24_528,278,5854.0,1.62,0.106,REJECTED_UNDER_PF
C24_529,279,5884.5,1.635,0.108,CHEAP_SCAN_PASSED
C24_530,280,5915.0,1.65,0.11,CHEAP_SCAN_PASSED
C24_531,281,5945.5,1.665,0.112,REJECTED_UNDER_PF
C24_532,282,5976.0,1.68,0.114,CHEAP_SCAN_PASSED
C24_533,283,6006.5,1.695,0.116,CHEAP_SCAN_PASSED
C24_534,284,6037.0,1.71,0.118,REJECTED_UNDER_PF
C24_535,285,6067.5,1.725,0.12,CHEAP_SCAN_PASSED
C24_536,286,6098.0,1.74,0.122,CHEAP_SCAN_PASSED
C24_537,287,6128.5,1.755,0.124,REJECTED_UNDER_PF
C24_538,288,6159.0,1.77,0.126,CHEAP_SCAN_PASSED
C24_539,289,6189.5,1.785,0.128,CHEAP_SCAN_PASSED
C24_540,290,6220.0,1.8,0.13,REJECTED_UNDER_PF
C24_541,291,6250.5,1.815,0.132,CHEAP_SCAN_PASSED
C24_542,292,6281.0,1.83,0.134,CHEAP_SCAN_PASSED
C24_543,293,6311.5,1.845,0.136,REJECTED_UNDER_PF
C24_544,294,6342.0,1.86,0.138,CHEAP_SCAN_PASSED
C24_545,295,6372.5,1.875,0.14,CHEAP_SCAN_PASSED
C24_546,296,6403.0,1.89,0.142,REJECTED_UNDER_PF
C24_547,297,6433.5,1.905,0.144,CHEAP_SCAN_PASSED
C24_548,298,6464.0,1.92,0.146,CHEAP_SCAN_PASSED
C24_549,299,6494.5,1.935,0.148,REJECTED_UNDER_PF
C24_550,300,6525.0,1.95,0.15,CHEAP_SCAN_PASSED
C24_551,301,6555.5,1.965,0.152,CHEAP_SCAN_PASSED
C24_552,302,6586.0,1.98,0.154,REJECTED_UNDER_PF
C24_553,303,6616.5,1.995,0.156,CHEAP_SCAN_PASSED
C24_554,304,6647.0,2.01,0.158,CHEAP_SCAN_PASSED
C24_555,305,6677.5,2.025,0.16,REJECTED_UNDER_PF
C24_556,306,6708.0,2.04,0.162,CHEAP_SCAN_PASSED
C24_557,307,6738.5,2.055,0.164,CHEAP_SCAN_PASSED
C24_558,308,6769.0,2.07,0.166,REJECTED_UNDER_PF
C24_559,309,6799.5,2.085,0.168,CHEAP_SCAN_PASSED
C24_560,310,6830.0,2.1,0.17,CHEAP_SCAN_PASSED
C24_561,311,6860.5,2.115,0.172,REJECTED_UNDER_PF
C24_562,312,6891.0,2.13,0.174,CHEAP_SCAN_PASSED
C24_563,313,6921.5,2.145,0.176,CHEAP_SCAN_PASSED
C24_564,314,6952.0,2.16,0.178,REJECTED_UNDER_PF
C24_565,315,6982.5,2.175,0.18,CHEAP_SCAN_PASSED
C24_566,316,7013.0,2.19,0.182,CHEAP_SCAN_PASSED
C24_567,317,7043.5,2.205,0.184,REJECTED_UNDER_PF
C24_568,318,7074.0,2.22,0.186,CHEAP_SCAN_PASSED
C24_569,319,7104.5,2.235,0.188,CHEAP_SCAN_PASSED
C24_570,320,7135.0,2.25,0.19,REJECTED_UNDER_PF
C24_571,321,7165.5,2.265,0.192,CHEAP_SCAN_PASSED
C24_572,322,7196.0,2.28,0.194,CHEAP_SCAN_PASSED
C24_573,323,7226.5,2.295,0.196,REJECTED_UNDER_PF
C24_574,324,7257.0,2.31,0.198,CHEAP_SCAN_PASSED
C24_575,325,7287.5,2.325,0.2,CHEAP_SCAN_PASSED
C24_576,326,7318.0,2.34,0.202,REJECTED_UNDER_PF
C24_577,327,7348.5,2.355,0.204,CHEAP_SCAN_PASSED
C24_578,328,7379.0,2.37,0.206,CHEAP_SCAN_PASSED
C24_579,329,7409.5,2.385,0.208,REJECTED_UNDER_PF
C24_580,330,7440.0,2.4,0.21,CHEAP_SCAN_PASSED
C24_581,331,7470.5,2.415,0.212,CHEAP_SCAN_PASSED
C24_582,332,7501.0,2.43,0.214,REJECTED_UNDER_PF
C24_583,333,7531.5,2.445,0.216,CHEAP_SCAN_PASSED
C24_584,334,7562.0,2.46,0.218,CHEAP_SCAN_PASSED
C24_585,335,7592.5,2.475,0.22,REJECTED_UNDER_PF
C24_586,336,7623.0,2.49,0.222,CHEAP_SCAN_PASSED
C24_587,337,7653.5,2.505,0.224,CHEAP_SCAN_PASSED
C24_588,338,7684.0,2.52,0.226,REJECTED_UNDER_PF
C24_589,339,7714.5,2.535,0.228,CHEAP_SCAN_PASSED
C24_590,340,7745.0,2.55,0.23,CHEAP_SCAN_PASSED
C24_591,341,7775.5,2.565,0.232,REJECTED_UNDER_PF
C24_592,342,7806.0,2.58,0.234,CHEAP_SCAN_PASSED
C24_593,343,7836.5,2.595,0.236,CHEAP_SCAN_PASSED
C24_594,344,7867.0,2.61,0.238,REJECTED_UNDER_PF
C24_595,345,7897.5,2.625,0.24,CHEAP_SCAN_PASSED
C24_596,346,7928.0,2.64,0.242,CHEAP_SCAN_PASSED
C24_597,347,7958.5,2.655,0.244,REJECTED_UNDER_PF
C24_598,348,7989.0,2.67,0.246,CHEAP_SCAN_PASSED
C24_599,349,8019.5,2.685,0.248,CHEAP_SCAN_PASSED
C24_600,150,8050.0,1.2,0.05,REJECTED_UNDER_PF
C24_601,151,8080.5,1.215,0.052,CHEAP_SCAN_PASSED
C24_602,152,8111.0,1.23,0.054,CHEAP_SCAN_PASSED
C24_603,153,8141.5,1.245,0.056,REJECTED_UNDER_PF
C24_604,154,8172.0,1.26,0.058,CHEAP_SCAN_PASSED
C24_605,155,8202.5,1.275,0.06,CHEAP_SCAN_PASSED
C24_606,156,8233.0,1.29,0.062,REJECTED_UNDER_PF
C24_607,157,8263.5,1.305,0.064,CHEAP_SCAN_PASSED
C24_608,158,8294.0,1.32,0.066,CHEAP_SCAN_PASSED
C24_609,159,8324.5,1.335,0.068,REJECTED_UNDER_PF
C24_610,160,8355.0,1.35,0.07,CHEAP_SCAN_PASSED
C24_611,161,8385.5,1.365,0.072,CHEAP_SCAN_PASSED
C24_612,162,8416.0,1.38,0.074,REJECTED_UNDER_PF
C24_613,163,8446.5,1.395,0.076,CHEAP_SCAN_PASSED
C24_614,164,8477.0,1.41,0.078,CHEAP_SCAN_PASSED
C24_615,165,8507.5,1.425,0.08,REJECTED_UNDER_PF
C24_616,166,8538.0,1.44,0.082,CHEAP_SCAN_PASSED
C24_617,167,8568.5,1.455,0.084,CHEAP_SCAN_PASSED
C24_618,168,8599.0,1.47,0.086,REJECTED_UNDER_PF
C24_619,169,8629.5,1.485,0.088,CHEAP_SCAN_PASSED
C24_620,170,8660.0,1.5,0.09,CHEAP_SCAN_PASSED
C24_621,171,8690.5,1.515,0.092,REJECTED_UNDER_PF
C24_622,172,8721.0,1.53,0.094,CHEAP_SCAN_PASSED
C24_623,173,8751.5,1.545,0.096,CHEAP_SCAN_PASSED
C24_624,174,8782.0,1.56,0.098,REJECTED_UNDER_PF
C24_625,175,8812.5,1.575,0.1,CHEAP_SCAN_PASSED
C24_626,176,8843.0,1.59,0.102,CHEAP_SCAN_PASSED
C24_627,177,8873.5,1.605,0.104,REJECTED_UNDER_PF
C24_628,178,8904.0,1.62,0.106,CHEAP_SCAN_PASSED
C24_629,179,8934.5,1.635,0.108,CHEAP_SCAN_PASSED
C24_630,180,8965.0,1.65,0.11,REJECTED_UNDER_PF
C24_631,181,8995.5,1.665,0.112,CHEAP_SCAN_PASSED
C24_632,182,9026.0,1.68,0.114,CHEAP_SCAN_PASSED
C24_633,183,9056.5,1.695,0.116,REJECTED_UNDER_PF
C24_634,184,9087.0,1.71,0.118,CHEAP_SCAN_PASSED
C24_635,185,9117.5,1.725,0.12,CHEAP_SCAN_PASSED
C24_636,186,9148.0,1.74,0.122,REJECTED_UNDER_PF
C24_637,187,9178.5,1.755,0.124,CHEAP_SCAN_PASSED
C24_638,188,9209.0,1.77,0.126,CHEAP_SCAN_PASSED
C24_639,189,9239.5,1.785,0.128,REJECTED_UNDER_PF
C24_640,190,9270.0,1.8,0.13,CHEAP_SCAN_PASSED
C24_641,191,9300.5,1.815,0.132,CHEAP_SCAN_PASSED
C24_642,192,9331.0,1.83,0.134,REJECTED_UNDER_PF
C24_643,193,9361.5,1.845,0.136,CHEAP_SCAN_PASSED
C24_644,194,9392.0,1.86,0.138,CHEAP_SCAN_PASSED
C24_645,195,9422.5,1.875,0.14,REJECTED_UNDER_PF
C24_646,196,9453.0,1.89,0.142,CHEAP_SCAN_PASSED
C24_647,197,9483.5,1.905,0.144,CHEAP_SCAN_PASSED
C24_648,198,9514.0,1.92,0.146,REJECTED_UNDER_PF
C24_649,199,9544.5,1.935,0.148,CHEAP_SCAN_PASSED
C24_650,200,9575.0,1.95,0.15,CHEAP_SCAN_PASSED
C24_651,201,9605.5,1.965,0.152,REJECTED_UNDER_PF
C24_652,202,9636.0,1.98,0.154,CHEAP_SCAN_PASSED
C24_653,203,9666.5,1.995,0.156,CHEAP_SCAN_PASSED
C24_654,204,9697.0,2.01,0.158,REJECTED_UNDER_PF
C24_655,205,9727.5,2.025,0.16,CHEAP_SCAN_PASSED
C24_656,206,9758.0,2.04,0.162,CHEAP_SCAN_PASSED
C24_657,207,9788.5,2.055,0.164,REJECTED_UNDER_PF
C24_658,208,9819.0,2.07,0.166,CHEAP_SCAN_PASSED
C24_659,209,9849.5,2.085,0.168,CHEAP_SCAN_PASSED
C24_660,210,9880.0,2.1,0.17,REJECTED_UNDER_PF
C24_661,211,9910.5,2.115,0.172,CHEAP_SCAN_PASSED
C24_662,212,9941.0,2.13,0.174,CHEAP_SCAN_PASSED
C24_663,213,9971.5,2.145,0.176,REJECTED_UNDER_PF
C24_664,214,10002.0,2.16,0.178,CHEAP_SCAN_PASSED
C24_665,215,10032.5,2.175,0.18,CHEAP_SCAN_PASSED
C24_666,216,10063.0,2.19,0.182,REJECTED_UNDER_PF
C24_667,217,10093.5,2.205,0.184,CHEAP_SCAN_PASSED
C24_668,218,10124.0,2.22,0.186,CHEAP_SCAN_PASSED
C24_669,219,10154.5,2.235,0.188,REJECTED_UNDER_PF
C24_670,220,10185.0,2.25,0.19,CHEAP_SCAN_PASSED
C24_671,221,10215.5,2.265,0.192,CHEAP_SCAN_PASSED
C24_672,222,10246.0,2.28,0.194,REJECTED_UNDER_PF
C24_673,223,10276.5,2.295,0.196,CHEAP_SCAN_PASSED
C24_674,224,10307.0,2.31,0.198,CHEAP_SCAN_PASSED
C24_675,225,10337.5,2.325,0.2,REJECTED_UNDER_PF
C24_676,226,10368.0,2.34,0.202,CHEAP_SCAN_PASSED
C24_677,227,10398.5,2.355,0.204,CHEAP_SCAN_PASSED
C24_678,228,10429.0,2.37,0.206,REJECTED_UNDER_PF
C24_679,229,10459.5,2.385,0.208,CHEAP_SCAN_PASSED
C24_680,230,10490.0,2.4,0.21,CHEAP_SCAN_PASSED
C24_681,231,10520.5,2.415,0.212,REJECTED_UNDER_PF
C24_682,232,10551.0,2.43,0.214,CHEAP_SCAN_PASSED
C24_683,233,10581.5,2.445,0.216,CHEAP_SCAN_PASSED
C24_684,234,10612.0,2.46,0.218,REJECTED_UNDER_PF
C24_685,235,10642.5,2.475,0.22,CHEAP_SCAN_PASSED
C24_686,236,10673.0,2.49,0.222,CHEAP_SCAN_PASSED
C24_687,237,10703.5,2.505,0.224,REJECTED_UNDER_PF
C24_688,238,10734.0,2.52,0.226,CHEAP_SCAN_PASSED
C24_689,239,10764.5,2.535,0.228,CHEAP_SCAN_PASSED
C24_690,240,10795.0,2.55,0.23,REJECTED_UNDER_PF
C24_691,241,10825.5,2.565,0.232,CHEAP_SCAN_PASSED
C24_692,242,10856.0,2.58,0.234,CHEAP_SCAN_PASSED
C24_693,243,10886.5,2.595,0.236,REJECTED_UNDER_PF
C24_694,244,10917.0,2.61,0.238,CHEAP_SCAN_PASSED
C24_695,245,10947.5,2.625,0.24,CHEAP_SCAN_PASSED
C24_696,246,10978.0,2.64,0.242,REJECTED_UNDER_PF
C24_697,247,11008.5,2.655,0.244,CHEAP_SCAN_PASSED
C24_698,248,11039.0,2.67,0.246,CHEAP_SCAN_PASSED
C24_699,249,11069.5,2.685,0.248,REJECTED_UNDER_PF
C24_700,250,11100.0,1.2,0.05,CHEAP_SCAN_PASSED
C24_701,251,11130.5,1.215,0.052,CHEAP_SCAN_PASSED
C24_702,252,11161.0,1.23,0.054,REJECTED_UNDER_PF
C24_703,253,11191.5,1.245,0.056,CHEAP_SCAN_PASSED
C24_704,254,11222.0,1.26,0.058,CHEAP_SCAN_PASSED
C24_705,255,11252.5,1.275,0.06,REJECTED_UNDER_PF
C24_706,256,11283.0,1.29,0.062,CHEAP_SCAN_PASSED
C24_707,257,11313.5,1.305,0.064,CHEAP_SCAN_PASSED
C24_708,258,11344.0,1.32,0.066,REJECTED_UNDER_PF
C24_709,259,11374.5,1.335,0.068,CHEAP_SCAN_PASSED
C24_710,260,11405.0,1.35,0.07,CHEAP_SCAN_PASSED
C24_711,261,11435.5,1.365,0.072,REJECTED_UNDER_PF
C24_712,262,11466.0,1.38,0.074,CHEAP_SCAN_PASSED
C24_713,263,11496.5,1.395,0.076,CHEAP_SCAN_PASSED
C24_714,264,11527.0,1.41,0.078,REJECTED_UNDER_PF
C24_715,265,11557.5,1.425,0.08,CHEAP_SCAN_PASSED
C24_716,266,11588.0,1.44,0.082,CHEAP_SCAN_PASSED
C24_717,267,11618.5,1.455,0.084,REJECTED_UNDER_PF
C24_718,268,11649.0,1.47,0.086,CHEAP_SCAN_PASSED
C24_719,269,11679.5,1.485,0.088,CHEAP_SCAN_PASSED
C24_720,270,11710.0,1.5,0.09,REJECTED_UNDER_PF
C24_721,271,11740.5,1.515,0.092,CHEAP_SCAN_PASSED
C24_722,272,11771.0,1.53,0.094,CHEAP_SCAN_PASSED
C24_723,273,11801.5,1.545,0.096,REJECTED_UNDER_PF
C24_724,274,11832.0,1.56,0.098,CHEAP_SCAN_PASSED
C24_725,275,11862.5,1.575,0.1,CHEAP_SCAN_PASSED
C24_726,276,11893.0,1.59,0.102,REJECTED_UNDER_PF
C24_727,277,11923.5,1.605,0.104,CHEAP_SCAN_PASSED
C24_728,278,11954.0,1.62,0.106,CHEAP_SCAN_PASSED
C24_729,279,11984.5,1.635,0.108,REJECTED_UNDER_PF
C24_730,280,12015.0,1.65,0.11,CHEAP_SCAN_PASSED
C24_731,281,12045.5,1.665,0.112,CHEAP_SCAN_PASSED
C24_732,282,12076.0,1.68,0.114,REJECTED_UNDER_PF
C24_733,283,12106.5,1.695,0.116,CHEAP_SCAN_PASSED
C24_734,284,12137.0,1.71,0.118,CHEAP_SCAN_PASSED
C24_735,285,12167.5,1.725,0.12,REJECTED_UNDER_PF
C24_736,286,12198.0,1.74,0.122,CHEAP_SCAN_PASSED
C24_737,287,12228.5,1.755,0.124,CHEAP_SCAN_PASSED
C24_738,288,12259.0,1.77,0.126,REJECTED_UNDER_PF
C24_739,289,12289.5,1.785,0.128,CHEAP_SCAN_PASSED
C24_740,290,12320.0,1.8,0.13,CHEAP_SCAN_PASSED
C24_741,291,12350.5,1.815,0.132,REJECTED_UNDER_PF
C24_742,292,12381.0,1.83,0.134,CHEAP_SCAN_PASSED
C24_743,293,12411.5,1.845,0.136,CHEAP_SCAN_PASSED
C24_744,294,12442.0,1.86,0.138,REJECTED_UNDER_PF
C24_745,295,12472.5,1.875,0.14,CHEAP_SCAN_PASSED
C24_746,296,12503.0,1.89,0.142,CHEAP_SCAN_PASSED
C24_747,297,12533.5,1.905,0.144,REJECTED_UNDER_PF
C24_748,298,12564.0,1.92,0.146,CHEAP_SCAN_PASSED
C24_749,299,12594.5,1.935,0.148,CHEAP_SCAN_PASSED
C24_750,300,12625.0,1.95,0.15,REJECTED_UNDER_PF
