candidate_id,idea_id,template_type,parameters,no_lookahead_audit_status,execution_status,metric_status
CAND_0255,IDEA_015,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0256,IDEA_001,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0257,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0258,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0259,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0260,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0261,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0262,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0263,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0264,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0265,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0266,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0267,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0268,IDEA_013,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0269,IDEA_014,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0270,IDEA_015,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 2.5, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0271,IDEA_001,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0272,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0273,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0274,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0275,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0276,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0277,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0278,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0279,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0280,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0281,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0282,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0283,IDEA_013,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0284,IDEA_014,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0285,IDEA_015,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0286,IDEA_001,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0287,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0288,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0289,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0290,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0291,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0292,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0293,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0294,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0295,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0296,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0297,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.0, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0298,IDEA_013,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0299,IDEA_014,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0300,IDEA_015,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0301,IDEA_001,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0302,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0303,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0304,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0305,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0306,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0307,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0308,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0309,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0310,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0311,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0312,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0313,IDEA_013,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0314,IDEA_014,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0315,IDEA_015,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 20, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0316,IDEA_001,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0317,IDEA_002,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0318,IDEA_003,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0319,IDEA_004,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0320,IDEA_005,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0321,IDEA_006,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 75, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0322,IDEA_007,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 20, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0323,IDEA_008,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 25, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0324,IDEA_009,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""rsi_overbought"": 80, ""rsi_oversold"": 30, ""adx_thresh"": 25, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0325,IDEA_010,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.8, ""rsi_overbought"": 70, ""rsi_oversold"": 20, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0326,IDEA_011,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.8, ""rsi_overbought"": 70, ""rsi_oversold"": 25, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
CAND_0327,IDEA_012,bollinger_expansion_breakout,"{""template_type"": ""bollinger_expansion_breakout"", ""trend_filter"": null, ""regime_filter_mode"": ""no_filter"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.8, ""rsi_overbought"": 70, ""rsi_oversold"": 30, ""adx_thresh"": 15, ""timeframe"": ""1h""}",PASSED,REGISTERED,PENDING
