candidate_id,status,pnl,pf,dd
C26_0435,REJECTED_UNDER_PF,7800.0,1.825,0.12
C26_0436,REJECTED_UNDER_PF,7880.0,1.84,0.122
C26_0437,REJECTED_UNDER_PF,7960.0,1.855,0.124
C26_0438,REJECTED_UNDER_PF,8040.0,1.87,0.126
C26_0439,REJECTED_UNDER_PF,8120.0,1.885,0.128
C26_0440,REJECTED_UNDER_PF,8200.0,1.9,0.13
C26_0441,REJECTED_UNDER_PF,8280.0,1.915,0.132
C26_0442,REJECTED_UNDER_PF,8360.0,1.93,0.134
C26_0443,REJECTED_UNDER_PF,8440.0,1.945,0.136
C26_0444,PASS,8520.0,1.96,0.138
C26_0445,REJECTED_UNDER_PF,8600.0,1.975,0.14
C26_0446,REJECTED_UNDER_PF,8680.0,1.99,0.142
C26_0447,REJECTED_UNDER_PF,8760.0,2.005,0.144
C26_0448,REJECTED_UNDER_PF,8840.0,2.02,0.146
C26_0449,REJECTED_UNDER_PF,8920.0,2.035,0.148
C26_0450,REJECTED_UNDER_PF,9000.0,2.05,0.15
C26_0451,REJECTED_UNDER_PF,9080.0,2.065,0.152
C26_0452,REJECTED_UNDER_PF,9160.0,2.08,0.154
C26_0453,REJECTED_UNDER_PF,9240.0,2.095,0.156
C26_0454,REJECTED_UNDER_PF,9320.0,2.11,0.158
C26_0455,REJECTED_UNDER_PF,9400.0,2.125,0.16
C26_0456,PASS,9480.0,2.14,0.162
C26_0457,REJECTED_UNDER_PF,9560.0,2.155,0.164
C26_0458,REJECTED_UNDER_PF,9640.0,2.17,0.166
C26_0459,REJECTED_UNDER_PF,9720.0,2.185,0.168
C26_0460,REJECTED_UNDER_PF,9800.0,2.2,0.17
C26_0461,REJECTED_UNDER_PF,9880.0,2.215,0.172
C26_0462,REJECTED_UNDER_PF,9960.0,2.23,0.174
C26_0463,REJECTED_UNDER_PF,10040.0,2.245,0.176
C26_0464,REJECTED_UNDER_PF,10120.0,2.26,0.178
C26_0465,REJECTED_UNDER_PF,10200.0,2.275,0.18
C26_0466,REJECTED_UNDER_PF,10280.0,2.29,0.182
C26_0467,REJECTED_UNDER_PF,10360.0,2.305,0.184
C26_0468,PASS,10440.0,2.32,0.186
C26_0469,REJECTED_UNDER_PF,10520.0,2.335,0.188
C26_0470,REJECTED_UNDER_PF,10600.0,2.35,0.19
C26_0471,REJECTED_UNDER_PF,10680.0,2.365,0.192
C26_0472,REJECTED_UNDER_PF,10760.0,2.38,0.194
C26_0473,REJECTED_UNDER_PF,10840.0,2.395,0.196
C26_0474,REJECTED_UNDER_PF,10920.0,2.41,0.198
C26_0475,REJECTED_UNDER_PF,11000.0,2.425,0.2
C26_0476,REJECTED_UNDER_PF,11080.0,2.44,0.202
C26_0477,REJECTED_UNDER_PF,11160.0,2.455,0.204
C26_0478,REJECTED_UNDER_PF,11240.0,2.47,0.206
C26_0479,REJECTED_UNDER_PF,11320.0,2.485,0.208
C26_0480,PASS,11400.0,2.5,0.21
C26_0481,REJECTED_UNDER_PF,11480.0,2.515,0.212
C26_0482,REJECTED_UNDER_PF,11560.0,2.53,0.214
C26_0483,REJECTED_UNDER_PF,11640.0,2.545,0.216
C26_0484,REJECTED_UNDER_PF,11720.0,2.56,0.218
C26_0485,REJECTED_UNDER_PF,11800.0,2.575,0.22
C26_0486,REJECTED_UNDER_PF,11880.0,2.59,0.222
C26_0487,REJECTED_UNDER_PF,11960.0,2.605,0.224
C26_0488,REJECTED_UNDER_PF,12040.0,2.62,0.226
C26_0489,REJECTED_UNDER_PF,12120.0,2.635,0.228
C26_0490,REJECTED_UNDER_PF,12200.0,2.65,0.23
C26_0491,REJECTED_UNDER_PF,12280.0,2.665,0.232
C26_0492,PASS,12360.0,2.68,0.234
C26_0493,REJECTED_UNDER_PF,12440.0,2.695,0.236
C26_0494,REJECTED_UNDER_PF,12520.0,2.71,0.238
C26_0495,REJECTED_UNDER_PF,12600.0,2.725,0.24
C26_0496,REJECTED_UNDER_PF,12680.0,2.74,0.242
C26_0497,REJECTED_UNDER_PF,12760.0,2.755,0.244
C26_0498,REJECTED_UNDER_PF,12840.0,2.77,0.246
C26_0499,REJECTED_UNDER_PF,12920.0,2.785,0.248
C26_0500,REJECTED_UNDER_PF,5000.0,1.3,0.05
C26_0501,REJECTED_UNDER_PF,5080.0,1.315,0.052
C26_0502,REJECTED_UNDER_PF,5160.0,1.33,0.054
C26_0503,REJECTED_UNDER_PF,5240.0,1.345,0.056
C26_0504,PASS,5320.0,1.36,0.058
C26_0505,REJECTED_UNDER_PF,5400.0,1.375,0.06
C26_0506,REJECTED_UNDER_PF,5480.0,1.39,0.062
C26_0507,REJECTED_UNDER_PF,5560.0,1.405,0.064
C26_0508,REJECTED_UNDER_PF,5640.0,1.42,0.066
C26_0509,REJECTED_UNDER_PF,5720.0,1.435,0.068
C26_0510,REJECTED_UNDER_PF,5800.0,1.45,0.07
C26_0511,REJECTED_UNDER_PF,5880.0,1.465,0.072
C26_0512,REJECTED_UNDER_PF,5960.0,1.48,0.074
C26_0513,REJECTED_UNDER_PF,6040.0,1.495,0.076
C26_0514,REJECTED_UNDER_PF,6120.0,1.51,0.078
C26_0515,REJECTED_UNDER_PF,6200.0,1.525,0.08
C26_0516,PASS,6280.0,1.54,0.082
C26_0517,REJECTED_UNDER_PF,6360.0,1.555,0.084
C26_0518,REJECTED_UNDER_PF,6440.0,1.57,0.086
C26_0519,REJECTED_UNDER_PF,6520.0,1.585,0.088
C26_0520,REJECTED_UNDER_PF,6600.0,1.6,0.09
C26_0521,REJECTED_UNDER_PF,6680.0,1.615,0.092
C26_0522,REJECTED_UNDER_PF,6760.0,1.63,0.094
C26_0523,REJECTED_UNDER_PF,6840.0,1.645,0.096
C26_0524,REJECTED_UNDER_PF,6920.0,1.66,0.098
C26_0525,REJECTED_UNDER_PF,7000.0,1.675,0.1
C26_0526,REJECTED_UNDER_PF,7080.0,1.69,0.102
C26_0527,REJECTED_UNDER_PF,7160.0,1.705,0.104
C26_0528,PASS,7240.0,1.72,0.106
C26_0529,REJECTED_UNDER_PF,7320.0,1.735,0.108
C26_0530,REJECTED_UNDER_PF,7400.0,1.75,0.11
C26_0531,REJECTED_UNDER_PF,7480.0,1.765,0.112
C26_0532,REJECTED_UNDER_PF,7560.0,1.78,0.114
C26_0533,REJECTED_UNDER_PF,7640.0,1.795,0.116
C26_0534,REJECTED_UNDER_PF,7720.0,1.81,0.118
C26_0535,REJECTED_UNDER_PF,7800.0,1.825,0.12
C26_0536,REJECTED_UNDER_PF,7880.0,1.84,0.122
C26_0537,REJECTED_UNDER_PF,7960.0,1.855,0.124
C26_0538,REJECTED_UNDER_PF,8040.0,1.87,0.126
C26_0539,REJECTED_UNDER_PF,8120.0,1.885,0.128
C26_0540,PASS,8200.0,1.9,0.13
C26_0541,REJECTED_UNDER_PF,8280.0,1.915,0.132
C26_0542,REJECTED_UNDER_PF,8360.0,1.93,0.134
C26_0543,REJECTED_UNDER_PF,8440.0,1.945,0.136
C26_0544,REJECTED_UNDER_PF,8520.0,1.96,0.138
C26_0545,REJECTED_UNDER_PF,8600.0,1.975,0.14
C26_0546,REJECTED_UNDER_PF,8680.0,1.99,0.142
C26_0547,REJECTED_UNDER_PF,8760.0,2.005,0.144
C26_0548,REJECTED_UNDER_PF,8840.0,2.02,0.146
C26_0549,REJECTED_UNDER_PF,8920.0,2.035,0.148
C26_0550,REJECTED_UNDER_PF,9000.0,2.05,0.15
C26_0551,REJECTED_UNDER_PF,9080.0,2.065,0.152
C26_0552,PASS,9160.0,2.08,0.154
C26_0553,REJECTED_UNDER_PF,9240.0,2.095,0.156
C26_0554,REJECTED_UNDER_PF,9320.0,2.11,0.158
C26_0555,REJECTED_UNDER_PF,9400.0,2.125,0.16
C26_0556,REJECTED_UNDER_PF,9480.0,2.14,0.162
C26_0557,REJECTED_UNDER_PF,9560.0,2.155,0.164
C26_0558,REJECTED_UNDER_PF,9640.0,2.17,0.166
C26_0559,REJECTED_UNDER_PF,9720.0,2.185,0.168
C26_0560,REJECTED_UNDER_PF,9800.0,2.2,0.17
C26_0561,REJECTED_UNDER_PF,9880.0,2.215,0.172
C26_0562,REJECTED_UNDER_PF,9960.0,2.23,0.174
C26_0563,REJECTED_UNDER_PF,10040.0,2.245,0.176
C26_0564,PASS,10120.0,2.26,0.178
C26_0565,REJECTED_UNDER_PF,10200.0,2.275,0.18
C26_0566,REJECTED_UNDER_PF,10280.0,2.29,0.182
C26_0567,REJECTED_UNDER_PF,10360.0,2.305,0.184
C26_0568,REJECTED_UNDER_PF,10440.0,2.32,0.186
C26_0569,REJECTED_UNDER_PF,10520.0,2.335,0.188
C26_0570,REJECTED_UNDER_PF,10600.0,2.35,0.19
C26_0571,REJECTED_UNDER_PF,10680.0,2.365,0.192
C26_0572,REJECTED_UNDER_PF,10760.0,2.38,0.194
C26_0573,REJECTED_UNDER_PF,10840.0,2.395,0.196
C26_0574,REJECTED_UNDER_PF,10920.0,2.41,0.198
C26_0575,REJECTED_UNDER_PF,11000.0,2.425,0.2
C26_0576,PASS,11080.0,2.44,0.202
C26_0577,REJECTED_UNDER_PF,11160.0,2.455,0.204
C26_0578,REJECTED_UNDER_PF,11240.0,2.47,0.206
C26_0579,REJECTED_UNDER_PF,11320.0,2.485,0.208
C26_0580,REJECTED_UNDER_PF,11400.0,2.5,0.21
C26_0581,REJECTED_UNDER_PF,11480.0,2.515,0.212
C26_0582,REJECTED_UNDER_PF,11560.0,2.53,0.214
C26_0583,REJECTED_UNDER_PF,11640.0,2.545,0.216
C26_0584,REJECTED_UNDER_PF,11720.0,2.56,0.218
C26_0585,REJECTED_UNDER_PF,11800.0,2.575,0.22
C26_0586,REJECTED_UNDER_PF,11880.0,2.59,0.222
C26_0587,REJECTED_UNDER_PF,11960.0,2.605,0.224
C26_0588,PASS,12040.0,2.62,0.226
C26_0589,REJECTED_UNDER_PF,12120.0,2.635,0.228
C26_0590,REJECTED_UNDER_PF,12200.0,2.65,0.23
C26_0591,REJECTED_UNDER_PF,12280.0,2.665,0.232
C26_0592,REJECTED_UNDER_PF,12360.0,2.68,0.234
C26_0593,REJECTED_UNDER_PF,12440.0,2.695,0.236
C26_0594,REJECTED_UNDER_PF,12520.0,2.71,0.238
C26_0595,REJECTED_UNDER_PF,12600.0,2.725,0.24
C26_0596,REJECTED_UNDER_PF,12680.0,2.74,0.242
C26_0597,REJECTED_UNDER_PF,12760.0,2.755,0.244
C26_0598,REJECTED_UNDER_PF,12840.0,2.77,0.246
C26_0599,REJECTED_UNDER_PF,12920.0,2.785,0.248
C26_0600,PASS,5000.0,1.3,0.05
C26_0601,REJECTED_UNDER_PF,5080.0,1.315,0.052
C26_0602,REJECTED_UNDER_PF,5160.0,1.33,0.054
C26_0603,REJECTED_UNDER_PF,5240.0,1.345,0.056
C26_0604,REJECTED_UNDER_PF,5320.0,1.36,0.058
C26_0605,REJECTED_UNDER_PF,5400.0,1.375,0.06
C26_0606,REJECTED_UNDER_PF,5480.0,1.39,0.062
C26_0607,REJECTED_UNDER_PF,5560.0,1.405,0.064
C26_0608,REJECTED_UNDER_PF,5640.0,1.42,0.066
C26_0609,REJECTED_UNDER_PF,5720.0,1.435,0.068
C26_0610,REJECTED_UNDER_PF,5800.0,1.45,0.07
C26_0611,REJECTED_UNDER_PF,5880.0,1.465,0.072
C26_0612,PASS,5960.0,1.48,0.074
C26_0613,REJECTED_UNDER_PF,6040.0,1.495,0.076
C26_0614,REJECTED_UNDER_PF,6120.0,1.51,0.078
C26_0615,REJECTED_UNDER_PF,6200.0,1.525,0.08
C26_0616,REJECTED_UNDER_PF,6280.0,1.54,0.082
C26_0617,REJECTED_UNDER_PF,6360.0,1.555,0.084
C26_0618,REJECTED_UNDER_PF,6440.0,1.57,0.086
C26_0619,REJECTED_UNDER_PF,6520.0,1.585,0.088
C26_0620,REJECTED_UNDER_PF,6600.0,1.6,0.09
C26_0621,REJECTED_UNDER_PF,6680.0,1.615,0.092
C26_0622,REJECTED_UNDER_PF,6760.0,1.63,0.094
C26_0623,REJECTED_UNDER_PF,6840.0,1.645,0.096
C26_0624,PASS,6920.0,1.66,0.098
C26_0625,REJECTED_UNDER_PF,7000.0,1.675,0.1
C26_0626,REJECTED_UNDER_PF,7080.0,1.69,0.102
C26_0627,REJECTED_UNDER_PF,7160.0,1.705,0.104
C26_0628,REJECTED_UNDER_PF,7240.0,1.72,0.106
C26_0629,REJECTED_UNDER_PF,7320.0,1.735,0.108
C26_0630,REJECTED_UNDER_PF,7400.0,1.75,0.11
C26_0631,REJECTED_UNDER_PF,7480.0,1.765,0.112
C26_0632,REJECTED_UNDER_PF,7560.0,1.78,0.114
C26_0633,REJECTED_UNDER_PF,7640.0,1.795,0.116
C26_0634,REJECTED_UNDER_PF,7720.0,1.81,0.118
C26_0635,REJECTED_UNDER_PF,7800.0,1.825,0.12
C26_0636,PASS,7880.0,1.84,0.122
C26_0637,REJECTED_UNDER_PF,7960.0,1.855,0.124
C26_0638,REJECTED_UNDER_PF,8040.0,1.87,0.126
C26_0639,REJECTED_UNDER_PF,8120.0,1.885,0.128
C26_0640,REJECTED_UNDER_PF,8200.0,1.9,0.13
C26_0641,REJECTED_UNDER_PF,8280.0,1.915,0.132
C26_0642,REJECTED_UNDER_PF,8360.0,1.93,0.134
C26_0643,REJECTED_UNDER_PF,8440.0,1.945,0.136
C26_0644,REJECTED_UNDER_PF,8520.0,1.96,0.138
C26_0645,REJECTED_UNDER_PF,8600.0,1.975,0.14
C26_0646,REJECTED_UNDER_PF,8680.0,1.99,0.142
C26_0647,REJECTED_UNDER_PF,8760.0,2.005,0.144
C26_0648,PASS,8840.0,2.02,0.146
C26_0649,REJECTED_UNDER_PF,8920.0,2.035,0.148
C26_0650,REJECTED_UNDER_PF,9000.0,2.05,0.15
C26_0651,REJECTED_UNDER_PF,9080.0,2.065,0.152
C26_0652,REJECTED_UNDER_PF,9160.0,2.08,0.154
C26_0653,REJECTED_UNDER_PF,9240.0,2.095,0.156
C26_0654,REJECTED_UNDER_PF,9320.0,2.11,0.158
C26_0655,REJECTED_UNDER_PF,9400.0,2.125,0.16
C26_0656,REJECTED_UNDER_PF,9480.0,2.14,0.162
C26_0657,REJECTED_UNDER_PF,9560.0,2.155,0.164
C26_0658,REJECTED_UNDER_PF,9640.0,2.17,0.166
C26_0659,REJECTED_UNDER_PF,9720.0,2.185,0.168
C26_0660,PASS,9800.0,2.2,0.17
C26_0661,REJECTED_UNDER_PF,9880.0,2.215,0.172
C26_0662,REJECTED_UNDER_PF,9960.0,2.23,0.174
C26_0663,REJECTED_UNDER_PF,10040.0,2.245,0.176
C26_0664,REJECTED_UNDER_PF,10120.0,2.26,0.178
C26_0665,REJECTED_UNDER_PF,10200.0,2.275,0.18
C26_0666,REJECTED_UNDER_PF,10280.0,2.29,0.182
C26_0667,REJECTED_UNDER_PF,10360.0,2.305,0.184
C26_0668,REJECTED_UNDER_PF,10440.0,2.32,0.186
C26_0669,REJECTED_UNDER_PF,10520.0,2.335,0.188
C26_0670,REJECTED_UNDER_PF,10600.0,2.35,0.19
C26_0671,REJECTED_UNDER_PF,10680.0,2.365,0.192
C26_0672,PASS,10760.0,2.38,0.194
C26_0673,REJECTED_UNDER_PF,10840.0,2.395,0.196
C26_0674,REJECTED_UNDER_PF,10920.0,2.41,0.198
C26_0675,REJECTED_UNDER_PF,11000.0,2.425,0.2
C26_0676,REJECTED_UNDER_PF,11080.0,2.44,0.202
C26_0677,REJECTED_UNDER_PF,11160.0,2.455,0.204
C26_0678,REJECTED_UNDER_PF,11240.0,2.47,0.206
C26_0679,REJECTED_UNDER_PF,11320.0,2.485,0.208
C26_0680,REJECTED_UNDER_PF,11400.0,2.5,0.21
C26_0681,REJECTED_UNDER_PF,11480.0,2.515,0.212
C26_0682,REJECTED_UNDER_PF,11560.0,2.53,0.214
C26_0683,REJECTED_UNDER_PF,11640.0,2.545,0.216
C26_0684,PASS,11720.0,2.56,0.218
C26_0685,REJECTED_UNDER_PF,11800.0,2.575,0.22
C26_0686,REJECTED_UNDER_PF,11880.0,2.59,0.222
C26_0687,REJECTED_UNDER_PF,11960.0,2.605,0.224
C26_0688,REJECTED_UNDER_PF,12040.0,2.62,0.226
C26_0689,REJECTED_UNDER_PF,12120.0,2.635,0.228
C26_0690,REJECTED_UNDER_PF,12200.0,2.65,0.23
C26_0691,REJECTED_UNDER_PF,12280.0,2.665,0.232
C26_0692,REJECTED_UNDER_PF,12360.0,2.68,0.234
C26_0693,REJECTED_UNDER_PF,12440.0,2.695,0.236
C26_0694,REJECTED_UNDER_PF,12520.0,2.71,0.238
C26_0695,REJECTED_UNDER_PF,12600.0,2.725,0.24
C26_0696,PASS,12680.0,2.74,0.242
C26_0697,REJECTED_UNDER_PF,12760.0,2.755,0.244
C26_0698,REJECTED_UNDER_PF,12840.0,2.77,0.246
C26_0699,REJECTED_UNDER_PF,12920.0,2.785,0.248
C26_0700,REJECTED_UNDER_PF,5000.0,1.3,0.05
C26_0701,REJECTED_UNDER_PF,5080.0,1.315,0.052
C26_0702,REJECTED_UNDER_PF,5160.0,1.33,0.054
C26_0703,REJECTED_UNDER_PF,5240.0,1.345,0.056
C26_0704,REJECTED_UNDER_PF,5320.0,1.36,0.058
C26_0705,REJECTED_UNDER_PF,5400.0,1.375,0.06
C26_0706,REJECTED_UNDER_PF,5480.0,1.39,0.062
C26_0707,REJECTED_UNDER_PF,5560.0,1.405,0.064
C26_0708,PASS,5640.0,1.42,0.066
C26_0709,REJECTED_UNDER_PF,5720.0,1.435,0.068
C26_0710,REJECTED_UNDER_PF,5800.0,1.45,0.07
C26_0711,REJECTED_UNDER_PF,5880.0,1.465,0.072
C26_0712,REJECTED_UNDER_PF,5960.0,1.48,0.074
C26_0713,REJECTED_UNDER_PF,6040.0,1.495,0.076
C26_0714,REJECTED_UNDER_PF,6120.0,1.51,0.078
C26_0715,REJECTED_UNDER_PF,6200.0,1.525,0.08
C26_0716,REJECTED_UNDER_PF,6280.0,1.54,0.082
C26_0717,REJECTED_UNDER_PF,6360.0,1.555,0.084
C26_0718,REJECTED_UNDER_PF,6440.0,1.57,0.086
C26_0719,REJECTED_UNDER_PF,6520.0,1.585,0.088
C26_0720,PASS,6600.0,1.6,0.09
C26_0721,REJECTED_UNDER_PF,6680.0,1.615,0.092
C26_0722,REJECTED_UNDER_PF,6760.0,1.63,0.094
C26_0723,REJECTED_UNDER_PF,6840.0,1.645,0.096
C26_0724,REJECTED_UNDER_PF,6920.0,1.66,0.098
C26_0725,REJECTED_UNDER_PF,7000.0,1.675,0.1
C26_0726,REJECTED_UNDER_PF,7080.0,1.69,0.102
C26_0727,REJECTED_UNDER_PF,7160.0,1.705,0.104
C26_0728,REJECTED_UNDER_PF,7240.0,1.72,0.106
C26_0729,REJECTED_UNDER_PF,7320.0,1.735,0.108
C26_0730,REJECTED_UNDER_PF,7400.0,1.75,0.11
C26_0731,REJECTED_UNDER_PF,7480.0,1.765,0.112
C26_0732,PASS,7560.0,1.78,0.114
C26_0733,REJECTED_UNDER_PF,7640.0,1.795,0.116
C26_0734,REJECTED_UNDER_PF,7720.0,1.81,0.118
C26_0735,REJECTED_UNDER_PF,7800.0,1.825,0.12
C26_0736,REJECTED_UNDER_PF,7880.0,1.84,0.122
C26_0737,REJECTED_UNDER_PF,7960.0,1.855,0.124
C26_0738,REJECTED_UNDER_PF,8040.0,1.87,0.126
C26_0739,REJECTED_UNDER_PF,8120.0,1.885,0.128
C26_0740,REJECTED_UNDER_PF,8200.0,1.9,0.13
C26_0741,REJECTED_UNDER_PF,8280.0,1.915,0.132
C26_0742,REJECTED_UNDER_PF,8360.0,1.93,0.134
C26_0743,REJECTED_UNDER_PF,8440.0,1.945,0.136
C26_0744,PASS,8520.0,1.96,0.138
C26_0745,REJECTED_UNDER_PF,8600.0,1.975,0.14
C26_0746,REJECTED_UNDER_PF,8680.0,1.99,0.142
C26_0747,REJECTED_UNDER_PF,8760.0,2.005,0.144
C26_0748,REJECTED_UNDER_PF,8840.0,2.02,0.146
C26_0749,REJECTED_UNDER_PF,8920.0,2.035,0.148
C26_0750,REJECTED_UNDER_PF,9000.0,2.05,0.15
C26_0751,REJECTED_UNDER_PF,9080.0,2.065,0.152
C26_0752,REJECTED_UNDER_PF,9160.0,2.08,0.154
C26_0753,REJECTED_UNDER_PF,9240.0,2.095,0.156
C26_0754,REJECTED_UNDER_PF,9320.0,2.11,0.158
C26_0755,REJECTED_UNDER_PF,9400.0,2.125,0.16
C26_0756,PASS,9480.0,2.14,0.162
C26_0757,REJECTED_UNDER_PF,9560.0,2.155,0.164
C26_0758,REJECTED_UNDER_PF,9640.0,2.17,0.166
C26_0759,REJECTED_UNDER_PF,9720.0,2.185,0.168
C26_0760,REJECTED_UNDER_PF,9800.0,2.2,0.17
C26_0761,REJECTED_UNDER_PF,9880.0,2.215,0.172
C26_0762,REJECTED_UNDER_PF,9960.0,2.23,0.174
C26_0763,REJECTED_UNDER_PF,10040.0,2.245,0.176
C26_0764,REJECTED_UNDER_PF,10120.0,2.26,0.178
C26_0765,REJECTED_UNDER_PF,10200.0,2.275,0.18
C26_0766,REJECTED_UNDER_PF,10280.0,2.29,0.182
C26_0767,REJECTED_UNDER_PF,10360.0,2.305,0.184
C26_0768,PASS,10440.0,2.32,0.186
C26_0769,REJECTED_UNDER_PF,10520.0,2.335,0.188
C26_0770,REJECTED_UNDER_PF,10600.0,2.35,0.19
C26_0771,REJECTED_UNDER_PF,10680.0,2.365,0.192
C26_0772,REJECTED_UNDER_PF,10760.0,2.38,0.194
C26_0773,REJECTED_UNDER_PF,10840.0,2.395,0.196
C26_0774,REJECTED_UNDER_PF,10920.0,2.41,0.198
C26_0775,REJECTED_UNDER_PF,11000.0,2.425,0.2
C26_0776,REJECTED_UNDER_PF,11080.0,2.44,0.202
C26_0777,REJECTED_UNDER_PF,11160.0,2.455,0.204
C26_0778,REJECTED_UNDER_PF,11240.0,2.47,0.206
C26_0779,REJECTED_UNDER_PF,11320.0,2.485,0.208
C26_0780,PASS,11400.0,2.5,0.21
C26_0781,REJECTED_UNDER_PF,11480.0,2.515,0.212
C26_0782,REJECTED_UNDER_PF,11560.0,2.53,0.214
C26_0783,REJECTED_UNDER_PF,11640.0,2.545,0.216
C26_0784,REJECTED_UNDER_PF,11720.0,2.56,0.218
C26_0785,REJECTED_UNDER_PF,11800.0,2.575,0.22
C26_0786,REJECTED_UNDER_PF,11880.0,2.59,0.222
C26_0787,REJECTED_UNDER_PF,11960.0,2.605,0.224
C26_0788,REJECTED_UNDER_PF,12040.0,2.62,0.226
C26_0789,REJECTED_UNDER_PF,12120.0,2.635,0.228
C26_0790,REJECTED_UNDER_PF,12200.0,2.65,0.23
C26_0791,REJECTED_UNDER_PF,12280.0,2.665,0.232
C26_0792,PASS,12360.0,2.68,0.234
C26_0793,REJECTED_UNDER_PF,12440.0,2.695,0.236
C26_0794,REJECTED_UNDER_PF,12520.0,2.71,0.238
C26_0795,REJECTED_UNDER_PF,12600.0,2.725,0.24
C26_0796,REJECTED_UNDER_PF,12680.0,2.74,0.242
C26_0797,REJECTED_UNDER_PF,12760.0,2.755,0.244
C26_0798,REJECTED_UNDER_PF,12840.0,2.77,0.246
C26_0799,REJECTED_UNDER_PF,12920.0,2.785,0.248
C26_0800,REJECTED_UNDER_PF,5000.0,1.3,0.05
C26_0801,REJECTED_UNDER_PF,5080.0,1.315,0.052
C26_0802,REJECTED_UNDER_PF,5160.0,1.33,0.054
C26_0803,REJECTED_UNDER_PF,5240.0,1.345,0.056
C26_0804,PASS,5320.0,1.36,0.058
C26_0805,REJECTED_UNDER_PF,5400.0,1.375,0.06
C26_0806,REJECTED_UNDER_PF,5480.0,1.39,0.062
C26_0807,REJECTED_UNDER_PF,5560.0,1.405,0.064
C26_0808,REJECTED_UNDER_PF,5640.0,1.42,0.066
C26_0809,REJECTED_UNDER_PF,5720.0,1.435,0.068
C26_0810,REJECTED_UNDER_PF,5800.0,1.45,0.07
C26_0811,REJECTED_UNDER_PF,5880.0,1.465,0.072
C26_0812,REJECTED_UNDER_PF,5960.0,1.48,0.074
C26_0813,REJECTED_UNDER_PF,6040.0,1.495,0.076
C26_0814,REJECTED_UNDER_PF,6120.0,1.51,0.078
C26_0815,REJECTED_UNDER_PF,6200.0,1.525,0.08
C26_0816,PASS,6280.0,1.54,0.082
C26_0817,REJECTED_UNDER_PF,6360.0,1.555,0.084
C26_0818,REJECTED_UNDER_PF,6440.0,1.57,0.086
C26_0819,REJECTED_UNDER_PF,6520.0,1.585,0.088
C26_0820,REJECTED_UNDER_PF,6600.0,1.6,0.09
C26_0821,REJECTED_UNDER_PF,6680.0,1.615,0.092
C26_0822,REJECTED_UNDER_PF,6760.0,1.63,0.094
C26_0823,REJECTED_UNDER_PF,6840.0,1.645,0.096
C26_0824,REJECTED_UNDER_PF,6920.0,1.66,0.098
C26_0825,REJECTED_UNDER_PF,7000.0,1.675,0.1
C26_0826,REJECTED_UNDER_PF,7080.0,1.69,0.102
C26_0827,REJECTED_UNDER_PF,7160.0,1.705,0.104
C26_0828,PASS,7240.0,1.72,0.106
C26_0829,REJECTED_UNDER_PF,7320.0,1.735,0.108
C26_0830,REJECTED_UNDER_PF,7400.0,1.75,0.11
C26_0831,REJECTED_UNDER_PF,7480.0,1.765,0.112
C26_0832,REJECTED_UNDER_PF,7560.0,1.78,0.114
C26_0833,REJECTED_UNDER_PF,7640.0,1.795,0.116
C26_0834,REJECTED_UNDER_PF,7720.0,1.81,0.118
C26_0835,REJECTED_UNDER_PF,7800.0,1.825,0.12
C26_0836,REJECTED_UNDER_PF,7880.0,1.84,0.122
C26_0837,REJECTED_UNDER_PF,7960.0,1.855,0.124
C26_0838,REJECTED_UNDER_PF,8040.0,1.87,0.126
C26_0839,REJECTED_UNDER_PF,8120.0,1.885,0.128
C26_0840,PASS,8200.0,1.9,0.13
C26_0841,REJECTED_UNDER_PF,8280.0,1.915,0.132
C26_0842,REJECTED_UNDER_PF,8360.0,1.93,0.134
C26_0843,REJECTED_UNDER_PF,8440.0,1.945,0.136
C26_0844,REJECTED_UNDER_PF,8520.0,1.96,0.138
C26_0845,REJECTED_UNDER_PF,8600.0,1.975,0.14
C26_0846,REJECTED_UNDER_PF,8680.0,1.99,0.142
C26_0847,REJECTED_UNDER_PF,8760.0,2.005,0.144
C26_0848,REJECTED_UNDER_PF,8840.0,2.02,0.146
C26_0849,REJECTED_UNDER_PF,8920.0,2.035,0.148
C26_0850,REJECTED_UNDER_PF,9000.0,2.05,0.15
C26_0851,REJECTED_UNDER_PF,9080.0,2.065,0.152
C26_0852,PASS,9160.0,2.08,0.154
C26_0853,REJECTED_UNDER_PF,9240.0,2.095,0.156
C26_0854,REJECTED_UNDER_PF,9320.0,2.11,0.158
C26_0855,REJECTED_UNDER_PF,9400.0,2.125,0.16
C26_0856,REJECTED_UNDER_PF,9480.0,2.14,0.162
C26_0857,REJECTED_UNDER_PF,9560.0,2.155,0.164
C26_0858,REJECTED_UNDER_PF,9640.0,2.17,0.166
C26_0859,REJECTED_UNDER_PF,9720.0,2.185,0.168
C26_0860,REJECTED_UNDER_PF,9800.0,2.2,0.17
C26_0861,REJECTED_UNDER_PF,9880.0,2.215,0.172
C26_0862,REJECTED_UNDER_PF,9960.0,2.23,0.174
C26_0863,REJECTED_UNDER_PF,10040.0,2.245,0.176
C26_0864,PASS,10120.0,2.26,0.178
C26_0865,REJECTED_UNDER_PF,10200.0,2.275,0.18
C26_0866,REJECTED_UNDER_PF,10280.0,2.29,0.182
C26_0867,REJECTED_UNDER_PF,10360.0,2.305,0.184
C26_0868,REJECTED_UNDER_PF,10440.0,2.32,0.186
