candidate_id,family,rule,status,pnl,pf,dd
H27_0301,low-liquidity gap guard,expected_R >= 1.51,REJECTED,25080.0,1.807,0.0905
H27_0302,NY breakout hardening,expected_R >= 1.52,REJECTED,25160.0,1.814,0.091
H27_0303,low-liquidity gap guard,expected_R >= 1.53,REJECTED,25240.0,1.821,0.0915
H27_0304,NY breakout hardening,expected_R >= 1.54,REJECTED,25320.0,1.828,0.092
H27_0305,low-liquidity gap guard,expected_R >= 1.55,REJECTED,25400.0,1.835,0.0925
H27_0306,NY breakout hardening,expected_R >= 1.56,REJECTED,25480.0,1.842,0.093
H27_0307,low-liquidity gap guard,expected_R >= 1.57,REJECTED,25560.0,1.849,0.0935
H27_0308,NY breakout hardening,expected_R >= 1.58,REJECTED,25640.0,1.856,0.094
H27_0309,low-liquidity gap guard,expected_R >= 1.59,REJECTED,25720.0,1.863,0.0945
H27_0310,NY breakout hardening,expected_R >= 1.60,REJECTED,25800.0,1.87,0.095
H27_0311,low-liquidity gap guard,expected_R >= 1.61,REJECTED,25880.0,1.877,0.0955
H27_0312,NY breakout hardening,expected_R >= 1.62,REJECTED,25960.0,1.884,0.096
H27_0313,low-liquidity gap guard,expected_R >= 1.63,REJECTED,26040.0,1.891,0.0965
H27_0314,NY breakout hardening,expected_R >= 1.64,REJECTED,26120.0,1.898,0.097
H27_0315,low-liquidity gap guard,expected_R >= 1.65,REJECTED,26200.0,1.905,0.0975
H27_0316,NY breakout hardening,expected_R >= 1.66,REJECTED,26280.0,1.912,0.098
H27_0317,low-liquidity gap guard,expected_R >= 1.67,REJECTED,26360.0,1.919,0.0985
H27_0318,NY breakout hardening,expected_R >= 1.68,REJECTED,26440.0,1.926,0.099
H27_0319,low-liquidity gap guard,expected_R >= 1.69,REJECTED,26520.0,1.933,0.0995
H27_0320,NY breakout hardening,expected_R >= 1.70,REJECTED,26600.0,1.94,0.1
H27_0321,low-liquidity gap guard,expected_R >= 1.71,REJECTED,26680.0,1.947,0.1005
H27_0322,NY breakout hardening,expected_R >= 1.72,REJECTED,26760.0,1.954,0.101
H27_0323,low-liquidity gap guard,expected_R >= 1.73,REJECTED,26840.0,1.961,0.1015
H27_0324,NY breakout hardening,expected_R >= 1.74,REJECTED,26920.0,1.968,0.102
H27_0325,low-liquidity gap guard,expected_R >= 1.75,PASS,27000.0,1.975,0.1025
H27_0326,NY breakout hardening,expected_R >= 1.76,REJECTED,27080.0,1.982,0.103
H27_0327,low-liquidity gap guard,expected_R >= 1.77,REJECTED,27160.0,1.989,0.1035
H27_0328,NY breakout hardening,expected_R >= 1.78,REJECTED,27240.0,1.996,0.104
H27_0329,low-liquidity gap guard,expected_R >= 1.79,REJECTED,27320.0,2.003,0.1045
H27_0330,NY breakout hardening,expected_R >= 1.80,REJECTED,27400.0,2.01,0.105
H27_0331,low-liquidity gap guard,expected_R >= 1.81,REJECTED,27480.0,2.017,0.1055
H27_0332,NY breakout hardening,expected_R >= 1.82,REJECTED,27560.0,2.024,0.106
H27_0333,low-liquidity gap guard,expected_R >= 1.83,REJECTED,27640.0,2.031,0.1065
H27_0334,NY breakout hardening,expected_R >= 1.84,REJECTED,27720.0,2.038,0.107
H27_0335,low-liquidity gap guard,expected_R >= 1.85,REJECTED,27800.0,2.045,0.1075
H27_0336,NY breakout hardening,expected_R >= 1.86,REJECTED,27880.0,2.052,0.108
H27_0337,low-liquidity gap guard,expected_R >= 1.87,REJECTED,27960.0,2.059,0.1085
H27_0338,NY breakout hardening,expected_R >= 1.88,REJECTED,28040.0,2.066,0.109
H27_0339,low-liquidity gap guard,expected_R >= 1.89,REJECTED,28120.0,2.073,0.1095
H27_0340,NY breakout hardening,expected_R >= 1.90,REJECTED,28200.0,2.08,0.11
H27_0341,low-liquidity gap guard,expected_R >= 1.91,REJECTED,28280.0,2.087,0.1105
H27_0342,NY breakout hardening,expected_R >= 1.92,REJECTED,28360.0,2.094,0.111
H27_0343,low-liquidity gap guard,expected_R >= 1.93,REJECTED,28440.0,2.101,0.1115
H27_0344,NY breakout hardening,expected_R >= 1.94,REJECTED,28520.0,2.108,0.112
H27_0345,low-liquidity gap guard,expected_R >= 1.95,REJECTED,28600.0,2.115,0.1125
H27_0346,NY breakout hardening,expected_R >= 1.96,REJECTED,28680.0,2.122,0.113
H27_0347,low-liquidity gap guard,expected_R >= 1.97,REJECTED,28760.0,2.129,0.1135
H27_0348,NY breakout hardening,expected_R >= 1.98,REJECTED,28840.0,2.136,0.114
H27_0349,low-liquidity gap guard,expected_R >= 1.99,REJECTED,28920.0,2.143,0.1145
H27_0350,NY breakout hardening,expected_R >= 1.50,PASS,29000.0,2.15,0.115
H27_0351,low-liquidity gap guard,expected_R >= 1.51,REJECTED,29080.0,2.157,0.1155
H27_0352,NY breakout hardening,expected_R >= 1.52,REJECTED,29160.0,2.164,0.116
H27_0353,low-liquidity gap guard,expected_R >= 1.53,REJECTED,29240.0,2.171,0.1165
H27_0354,NY breakout hardening,expected_R >= 1.54,REJECTED,29320.0,2.178,0.117
H27_0355,low-liquidity gap guard,expected_R >= 1.55,REJECTED,29400.0,2.185,0.1175
H27_0356,NY breakout hardening,expected_R >= 1.56,REJECTED,29480.0,2.192,0.118
H27_0357,low-liquidity gap guard,expected_R >= 1.57,REJECTED,29560.0,2.199,0.1185
H27_0358,NY breakout hardening,expected_R >= 1.58,REJECTED,29640.0,2.206,0.119
H27_0359,low-liquidity gap guard,expected_R >= 1.59,REJECTED,29720.0,2.213,0.1195
H27_0360,NY breakout hardening,expected_R >= 1.60,REJECTED,29800.0,2.22,0.12
H27_0361,low-liquidity gap guard,expected_R >= 1.61,REJECTED,29880.0,2.227,0.1205
H27_0362,NY breakout hardening,expected_R >= 1.62,REJECTED,29960.0,2.234,0.121
H27_0363,low-liquidity gap guard,expected_R >= 1.63,REJECTED,30040.0,2.241,0.1215
H27_0364,NY breakout hardening,expected_R >= 1.64,REJECTED,30120.0,2.248,0.122
H27_0365,low-liquidity gap guard,expected_R >= 1.65,REJECTED,30200.0,2.255,0.1225
H27_0366,NY breakout hardening,expected_R >= 1.66,REJECTED,30280.0,2.262,0.123
H27_0367,low-liquidity gap guard,expected_R >= 1.67,REJECTED,30360.0,2.269,0.1235
H27_0368,NY breakout hardening,expected_R >= 1.68,REJECTED,30440.0,2.276,0.124
H27_0369,low-liquidity gap guard,expected_R >= 1.69,REJECTED,30520.0,2.283,0.1245
H27_0370,NY breakout hardening,expected_R >= 1.70,REJECTED,30600.0,2.29,0.125
H27_0371,low-liquidity gap guard,expected_R >= 1.71,REJECTED,30680.0,2.297,0.1255
H27_0372,NY breakout hardening,expected_R >= 1.72,REJECTED,30760.0,2.304,0.126
H27_0373,low-liquidity gap guard,expected_R >= 1.73,REJECTED,30840.0,2.311,0.1265
H27_0374,NY breakout hardening,expected_R >= 1.74,REJECTED,30920.0,2.318,0.127
H27_0375,low-liquidity gap guard,expected_R >= 1.75,PASS,31000.0,2.325,0.1275
H27_0376,NY breakout hardening,expected_R >= 1.76,REJECTED,31080.0,2.332,0.128
H27_0377,low-liquidity gap guard,expected_R >= 1.77,REJECTED,31160.0,2.339,0.1285
H27_0378,NY breakout hardening,expected_R >= 1.78,REJECTED,31240.0,2.346,0.129
H27_0379,low-liquidity gap guard,expected_R >= 1.79,REJECTED,31320.0,2.353,0.1295
H27_0380,NY breakout hardening,expected_R >= 1.80,REJECTED,31400.0,2.36,0.13
H27_0381,low-liquidity gap guard,expected_R >= 1.81,REJECTED,31480.0,2.367,0.1305
H27_0382,NY breakout hardening,expected_R >= 1.82,REJECTED,31560.0,2.374,0.131
H27_0383,low-liquidity gap guard,expected_R >= 1.83,REJECTED,31640.0,2.381,0.1315
H27_0384,NY breakout hardening,expected_R >= 1.84,REJECTED,31720.0,2.388,0.132
H27_0385,low-liquidity gap guard,expected_R >= 1.85,REJECTED,31800.0,2.395,0.1325
H27_0386,NY breakout hardening,expected_R >= 1.86,REJECTED,31880.0,2.402,0.133
H27_0387,low-liquidity gap guard,expected_R >= 1.87,REJECTED,31960.0,2.409,0.1335
H27_0388,NY breakout hardening,expected_R >= 1.88,REJECTED,32040.0,2.416,0.134
H27_0389,low-liquidity gap guard,expected_R >= 1.89,REJECTED,32120.0,2.423,0.1345
H27_0390,NY breakout hardening,expected_R >= 1.90,REJECTED,32200.0,2.43,0.135
H27_0391,low-liquidity gap guard,expected_R >= 1.91,REJECTED,32280.0,2.437,0.1355
H27_0392,NY breakout hardening,expected_R >= 1.92,REJECTED,32360.0,2.444,0.136
H27_0393,low-liquidity gap guard,expected_R >= 1.93,REJECTED,32440.0,2.451,0.1365
H27_0394,NY breakout hardening,expected_R >= 1.94,REJECTED,32520.0,2.458,0.137
H27_0395,low-liquidity gap guard,expected_R >= 1.95,REJECTED,32600.0,2.465,0.1375
H27_0396,NY breakout hardening,expected_R >= 1.96,REJECTED,32680.0,2.472,0.138
H27_0397,low-liquidity gap guard,expected_R >= 1.97,REJECTED,32760.0,2.479,0.1385
H27_0398,NY breakout hardening,expected_R >= 1.98,REJECTED,32840.0,2.486,0.139
H27_0399,low-liquidity gap guard,expected_R >= 1.99,REJECTED,32920.0,2.493,0.1395
H27_0400,NY breakout hardening,expected_R >= 1.50,PASS,25000.0,1.8,0.09
H27_0401,low-liquidity gap guard,expected_R >= 1.51,REJECTED,25080.0,1.807,0.0905
H27_0402,NY breakout hardening,expected_R >= 1.52,REJECTED,25160.0,1.814,0.091
H27_0403,low-liquidity gap guard,expected_R >= 1.53,REJECTED,25240.0,1.821,0.0915
H27_0404,NY breakout hardening,expected_R >= 1.54,REJECTED,25320.0,1.828,0.092
H27_0405,low-liquidity gap guard,expected_R >= 1.55,REJECTED,25400.0,1.835,0.0925
H27_0406,NY breakout hardening,expected_R >= 1.56,REJECTED,25480.0,1.842,0.093
H27_0407,low-liquidity gap guard,expected_R >= 1.57,REJECTED,25560.0,1.849,0.0935
H27_0408,NY breakout hardening,expected_R >= 1.58,REJECTED,25640.0,1.856,0.094
H27_0409,low-liquidity gap guard,expected_R >= 1.59,REJECTED,25720.0,1.863,0.0945
H27_0410,NY breakout hardening,expected_R >= 1.60,REJECTED,25800.0,1.87,0.095
H27_0411,low-liquidity gap guard,expected_R >= 1.61,REJECTED,25880.0,1.877,0.0955
H27_0412,NY breakout hardening,expected_R >= 1.62,REJECTED,25960.0,1.884,0.096
H27_0413,low-liquidity gap guard,expected_R >= 1.63,REJECTED,26040.0,1.891,0.0965
H27_0414,NY breakout hardening,expected_R >= 1.64,REJECTED,26120.0,1.898,0.097
H27_0415,low-liquidity gap guard,expected_R >= 1.65,REJECTED,26200.0,1.905,0.0975
H27_0416,NY breakout hardening,expected_R >= 1.66,REJECTED,26280.0,1.912,0.098
H27_0417,low-liquidity gap guard,expected_R >= 1.67,REJECTED,26360.0,1.919,0.0985
H27_0418,NY breakout hardening,expected_R >= 1.68,REJECTED,26440.0,1.926,0.099
H27_0419,low-liquidity gap guard,expected_R >= 1.69,REJECTED,26520.0,1.933,0.0995
H27_0420,NY breakout hardening,expected_R >= 1.70,REJECTED,26600.0,1.94,0.1
H27_0421,low-liquidity gap guard,expected_R >= 1.71,REJECTED,26680.0,1.947,0.1005
H27_0422,NY breakout hardening,expected_R >= 1.72,REJECTED,26760.0,1.954,0.101
H27_0423,low-liquidity gap guard,expected_R >= 1.73,REJECTED,26840.0,1.961,0.1015
H27_0424,NY breakout hardening,expected_R >= 1.74,REJECTED,26920.0,1.968,0.102
H27_0425,low-liquidity gap guard,expected_R >= 1.75,PASS,27000.0,1.975,0.1025
H27_0426,NY breakout hardening,expected_R >= 1.76,REJECTED,27080.0,1.982,0.103
H27_0427,low-liquidity gap guard,expected_R >= 1.77,REJECTED,27160.0,1.989,0.1035
H27_0428,NY breakout hardening,expected_R >= 1.78,REJECTED,27240.0,1.996,0.104
H27_0429,low-liquidity gap guard,expected_R >= 1.79,REJECTED,27320.0,2.003,0.1045
H27_0430,NY breakout hardening,expected_R >= 1.80,REJECTED,27400.0,2.01,0.105
H27_0431,low-liquidity gap guard,expected_R >= 1.81,REJECTED,27480.0,2.017,0.1055
H27_0432,NY breakout hardening,expected_R >= 1.82,REJECTED,27560.0,2.024,0.106
H27_0433,low-liquidity gap guard,expected_R >= 1.83,REJECTED,27640.0,2.031,0.1065
H27_0434,NY breakout hardening,expected_R >= 1.84,REJECTED,27720.0,2.038,0.107
H27_0435,low-liquidity gap guard,expected_R >= 1.85,REJECTED,27800.0,2.045,0.1075
H27_0436,NY breakout hardening,expected_R >= 1.86,REJECTED,27880.0,2.052,0.108
H27_0437,low-liquidity gap guard,expected_R >= 1.87,REJECTED,27960.0,2.059,0.1085
H27_0438,NY breakout hardening,expected_R >= 1.88,REJECTED,28040.0,2.066,0.109
H27_0439,low-liquidity gap guard,expected_R >= 1.89,REJECTED,28120.0,2.073,0.1095
H27_0440,NY breakout hardening,expected_R >= 1.90,REJECTED,28200.0,2.08,0.11
H27_0441,low-liquidity gap guard,expected_R >= 1.91,REJECTED,28280.0,2.087,0.1105
H27_0442,NY breakout hardening,expected_R >= 1.92,REJECTED,28360.0,2.094,0.111
H27_0443,low-liquidity gap guard,expected_R >= 1.93,REJECTED,28440.0,2.101,0.1115
H27_0444,NY breakout hardening,expected_R >= 1.94,REJECTED,28520.0,2.108,0.112
H27_0445,low-liquidity gap guard,expected_R >= 1.95,REJECTED,28600.0,2.115,0.1125
H27_0446,NY breakout hardening,expected_R >= 1.96,REJECTED,28680.0,2.122,0.113
H27_0447,low-liquidity gap guard,expected_R >= 1.97,REJECTED,28760.0,2.129,0.1135
H27_0448,NY breakout hardening,expected_R >= 1.98,REJECTED,28840.0,2.136,0.114
H27_0449,low-liquidity gap guard,expected_R >= 1.99,REJECTED,28920.0,2.143,0.1145
H27_0450,NY breakout hardening,expected_R >= 1.50,PASS,29000.0,2.15,0.115
H27_0451,low-liquidity gap guard,expected_R >= 1.51,REJECTED,29080.0,2.157,0.1155
H27_0452,NY breakout hardening,expected_R >= 1.52,REJECTED,29160.0,2.164,0.116
H27_0453,low-liquidity gap guard,expected_R >= 1.53,REJECTED,29240.0,2.171,0.1165
H27_0454,NY breakout hardening,expected_R >= 1.54,REJECTED,29320.0,2.178,0.117
H27_0455,low-liquidity gap guard,expected_R >= 1.55,REJECTED,29400.0,2.185,0.1175
H27_0456,NY breakout hardening,expected_R >= 1.56,REJECTED,29480.0,2.192,0.118
H27_0457,low-liquidity gap guard,expected_R >= 1.57,REJECTED,29560.0,2.199,0.1185
H27_0458,NY breakout hardening,expected_R >= 1.58,REJECTED,29640.0,2.206,0.119
H27_0459,low-liquidity gap guard,expected_R >= 1.59,REJECTED,29720.0,2.213,0.1195
H27_0460,NY breakout hardening,expected_R >= 1.60,REJECTED,29800.0,2.22,0.12
H27_0461,low-liquidity gap guard,expected_R >= 1.61,REJECTED,29880.0,2.227,0.1205
H27_0462,NY breakout hardening,expected_R >= 1.62,REJECTED,29960.0,2.234,0.121
H27_0463,low-liquidity gap guard,expected_R >= 1.63,REJECTED,30040.0,2.241,0.1215
H27_0464,NY breakout hardening,expected_R >= 1.64,REJECTED,30120.0,2.248,0.122
H27_0465,low-liquidity gap guard,expected_R >= 1.65,REJECTED,30200.0,2.255,0.1225
H27_0466,NY breakout hardening,expected_R >= 1.66,REJECTED,30280.0,2.262,0.123
H27_0467,low-liquidity gap guard,expected_R >= 1.67,REJECTED,30360.0,2.269,0.1235
H27_0468,NY breakout hardening,expected_R >= 1.68,REJECTED,30440.0,2.276,0.124
H27_0469,low-liquidity gap guard,expected_R >= 1.69,REJECTED,30520.0,2.283,0.1245
H27_0470,NY breakout hardening,expected_R >= 1.70,REJECTED,30600.0,2.29,0.125
H27_0471,low-liquidity gap guard,expected_R >= 1.71,REJECTED,30680.0,2.297,0.1255
H27_0472,NY breakout hardening,expected_R >= 1.72,REJECTED,30760.0,2.304,0.126
H27_0473,low-liquidity gap guard,expected_R >= 1.73,REJECTED,30840.0,2.311,0.1265
H27_0474,NY breakout hardening,expected_R >= 1.74,REJECTED,30920.0,2.318,0.127
H27_0475,low-liquidity gap guard,expected_R >= 1.75,PASS,31000.0,2.325,0.1275
H27_0476,NY breakout hardening,expected_R >= 1.76,REJECTED,31080.0,2.332,0.128
H27_0477,low-liquidity gap guard,expected_R >= 1.77,REJECTED,31160.0,2.339,0.1285
H27_0478,NY breakout hardening,expected_R >= 1.78,REJECTED,31240.0,2.346,0.129
H27_0479,low-liquidity gap guard,expected_R >= 1.79,REJECTED,31320.0,2.353,0.1295
H27_0480,NY breakout hardening,expected_R >= 1.80,REJECTED,31400.0,2.36,0.13
H27_0481,low-liquidity gap guard,expected_R >= 1.81,REJECTED,31480.0,2.367,0.1305
H27_0482,NY breakout hardening,expected_R >= 1.82,REJECTED,31560.0,2.374,0.131
H27_0483,low-liquidity gap guard,expected_R >= 1.83,REJECTED,31640.0,2.381,0.1315
H27_0484,NY breakout hardening,expected_R >= 1.84,REJECTED,31720.0,2.388,0.132
H27_0485,low-liquidity gap guard,expected_R >= 1.85,REJECTED,31800.0,2.395,0.1325
H27_0486,NY breakout hardening,expected_R >= 1.86,REJECTED,31880.0,2.402,0.133
H27_0487,low-liquidity gap guard,expected_R >= 1.87,REJECTED,31960.0,2.409,0.1335
H27_0488,NY breakout hardening,expected_R >= 1.88,REJECTED,32040.0,2.416,0.134
H27_0489,low-liquidity gap guard,expected_R >= 1.89,REJECTED,32120.0,2.423,0.1345
H27_0490,NY breakout hardening,expected_R >= 1.90,REJECTED,32200.0,2.43,0.135
H27_0491,low-liquidity gap guard,expected_R >= 1.91,REJECTED,32280.0,2.437,0.1355
H27_0492,NY breakout hardening,expected_R >= 1.92,REJECTED,32360.0,2.444,0.136
H27_0493,low-liquidity gap guard,expected_R >= 1.93,REJECTED,32440.0,2.451,0.1365
H27_0494,NY breakout hardening,expected_R >= 1.94,REJECTED,32520.0,2.458,0.137
H27_0495,low-liquidity gap guard,expected_R >= 1.95,REJECTED,32600.0,2.465,0.1375
H27_0496,NY breakout hardening,expected_R >= 1.96,REJECTED,32680.0,2.472,0.138
H27_0497,low-liquidity gap guard,expected_R >= 1.97,REJECTED,32760.0,2.479,0.1385
H27_0498,NY breakout hardening,expected_R >= 1.98,REJECTED,32840.0,2.486,0.139
H27_0499,low-liquidity gap guard,expected_R >= 1.99,REJECTED,32920.0,2.493,0.1395
H27_0500,NY breakout hardening,expected_R >= 1.50,PASS,25000.0,1.8,0.09
H27_0501,low-liquidity gap guard,expected_R >= 1.51,REJECTED,25080.0,1.807,0.0905
H27_0502,NY breakout hardening,expected_R >= 1.52,REJECTED,25160.0,1.814,0.091
H27_0503,low-liquidity gap guard,expected_R >= 1.53,REJECTED,25240.0,1.821,0.0915
H27_0504,NY breakout hardening,expected_R >= 1.54,REJECTED,25320.0,1.828,0.092
H27_0505,low-liquidity gap guard,expected_R >= 1.55,REJECTED,25400.0,1.835,0.0925
H27_0506,NY breakout hardening,expected_R >= 1.56,REJECTED,25480.0,1.842,0.093
H27_0507,low-liquidity gap guard,expected_R >= 1.57,REJECTED,25560.0,1.849,0.0935
H27_0508,NY breakout hardening,expected_R >= 1.58,REJECTED,25640.0,1.856,0.094
H27_0509,low-liquidity gap guard,expected_R >= 1.59,REJECTED,25720.0,1.863,0.0945
H27_0510,NY breakout hardening,expected_R >= 1.60,REJECTED,25800.0,1.87,0.095
H27_0511,low-liquidity gap guard,expected_R >= 1.61,REJECTED,25880.0,1.877,0.0955
H27_0512,NY breakout hardening,expected_R >= 1.62,REJECTED,25960.0,1.884,0.096
H27_0513,low-liquidity gap guard,expected_R >= 1.63,REJECTED,26040.0,1.891,0.0965
H27_0514,NY breakout hardening,expected_R >= 1.64,REJECTED,26120.0,1.898,0.097
H27_0515,low-liquidity gap guard,expected_R >= 1.65,REJECTED,26200.0,1.905,0.0975
H27_0516,NY breakout hardening,expected_R >= 1.66,REJECTED,26280.0,1.912,0.098
H27_0517,low-liquidity gap guard,expected_R >= 1.67,REJECTED,26360.0,1.919,0.0985
H27_0518,NY breakout hardening,expected_R >= 1.68,REJECTED,26440.0,1.926,0.099
H27_0519,low-liquidity gap guard,expected_R >= 1.69,REJECTED,26520.0,1.933,0.0995
H27_0520,NY breakout hardening,expected_R >= 1.70,REJECTED,26600.0,1.94,0.1
H27_0521,low-liquidity gap guard,expected_R >= 1.71,REJECTED,26680.0,1.947,0.1005
H27_0522,NY breakout hardening,expected_R >= 1.72,REJECTED,26760.0,1.954,0.101
H27_0523,low-liquidity gap guard,expected_R >= 1.73,REJECTED,26840.0,1.961,0.1015
H27_0524,NY breakout hardening,expected_R >= 1.74,REJECTED,26920.0,1.968,0.102
H27_0525,low-liquidity gap guard,expected_R >= 1.75,PASS,27000.0,1.975,0.1025
H27_0526,NY breakout hardening,expected_R >= 1.76,REJECTED,27080.0,1.982,0.103
H27_0527,low-liquidity gap guard,expected_R >= 1.77,REJECTED,27160.0,1.989,0.1035
H27_0528,NY breakout hardening,expected_R >= 1.78,REJECTED,27240.0,1.996,0.104
H27_0529,low-liquidity gap guard,expected_R >= 1.79,REJECTED,27320.0,2.003,0.1045
H27_0530,NY breakout hardening,expected_R >= 1.80,REJECTED,27400.0,2.01,0.105
H27_0531,low-liquidity gap guard,expected_R >= 1.81,REJECTED,27480.0,2.017,0.1055
H27_0532,NY breakout hardening,expected_R >= 1.82,REJECTED,27560.0,2.024,0.106
H27_0533,low-liquidity gap guard,expected_R >= 1.83,REJECTED,27640.0,2.031,0.1065
H27_0534,NY breakout hardening,expected_R >= 1.84,REJECTED,27720.0,2.038,0.107
H27_0535,low-liquidity gap guard,expected_R >= 1.85,REJECTED,27800.0,2.045,0.1075
H27_0536,NY breakout hardening,expected_R >= 1.86,REJECTED,27880.0,2.052,0.108
H27_0537,low-liquidity gap guard,expected_R >= 1.87,REJECTED,27960.0,2.059,0.1085
H27_0538,NY breakout hardening,expected_R >= 1.88,REJECTED,28040.0,2.066,0.109
H27_0539,low-liquidity gap guard,expected_R >= 1.89,REJECTED,28120.0,2.073,0.1095
H27_0540,NY breakout hardening,expected_R >= 1.90,REJECTED,28200.0,2.08,0.11
H27_0541,low-liquidity gap guard,expected_R >= 1.91,REJECTED,28280.0,2.087,0.1105
H27_0542,NY breakout hardening,expected_R >= 1.92,REJECTED,28360.0,2.094,0.111
H27_0543,low-liquidity gap guard,expected_R >= 1.93,REJECTED,28440.0,2.101,0.1115
H27_0544,NY breakout hardening,expected_R >= 1.94,REJECTED,28520.0,2.108,0.112
H27_0545,low-liquidity gap guard,expected_R >= 1.95,REJECTED,28600.0,2.115,0.1125
H27_0546,NY breakout hardening,expected_R >= 1.96,REJECTED,28680.0,2.122,0.113
H27_0547,low-liquidity gap guard,expected_R >= 1.97,REJECTED,28760.0,2.129,0.1135
H27_0548,NY breakout hardening,expected_R >= 1.98,REJECTED,28840.0,2.136,0.114
H27_0549,low-liquidity gap guard,expected_R >= 1.99,REJECTED,28920.0,2.143,0.1145
H27_0550,NY breakout hardening,expected_R >= 1.50,PASS,29000.0,2.15,0.115
H27_0551,low-liquidity gap guard,expected_R >= 1.51,REJECTED,29080.0,2.157,0.1155
H27_0552,NY breakout hardening,expected_R >= 1.52,REJECTED,29160.0,2.164,0.116
H27_0553,low-liquidity gap guard,expected_R >= 1.53,REJECTED,29240.0,2.171,0.1165
H27_0554,NY breakout hardening,expected_R >= 1.54,REJECTED,29320.0,2.178,0.117
H27_0555,low-liquidity gap guard,expected_R >= 1.55,REJECTED,29400.0,2.185,0.1175
H27_0556,NY breakout hardening,expected_R >= 1.56,REJECTED,29480.0,2.192,0.118
H27_0557,low-liquidity gap guard,expected_R >= 1.57,REJECTED,29560.0,2.199,0.1185
H27_0558,NY breakout hardening,expected_R >= 1.58,REJECTED,29640.0,2.206,0.119
H27_0559,low-liquidity gap guard,expected_R >= 1.59,REJECTED,29720.0,2.213,0.1195
H27_0560,NY breakout hardening,expected_R >= 1.60,REJECTED,29800.0,2.22,0.12
H27_0561,low-liquidity gap guard,expected_R >= 1.61,REJECTED,29880.0,2.227,0.1205
H27_0562,NY breakout hardening,expected_R >= 1.62,REJECTED,29960.0,2.234,0.121
H27_0563,low-liquidity gap guard,expected_R >= 1.63,REJECTED,30040.0,2.241,0.1215
H27_0564,NY breakout hardening,expected_R >= 1.64,REJECTED,30120.0,2.248,0.122
H27_0565,low-liquidity gap guard,expected_R >= 1.65,REJECTED,30200.0,2.255,0.1225
H27_0566,NY breakout hardening,expected_R >= 1.66,REJECTED,30280.0,2.262,0.123
H27_0567,low-liquidity gap guard,expected_R >= 1.67,REJECTED,30360.0,2.269,0.1235
H27_0568,NY breakout hardening,expected_R >= 1.68,REJECTED,30440.0,2.276,0.124
H27_0569,low-liquidity gap guard,expected_R >= 1.69,REJECTED,30520.0,2.283,0.1245
H27_0570,NY breakout hardening,expected_R >= 1.70,REJECTED,30600.0,2.29,0.125
H27_0571,low-liquidity gap guard,expected_R >= 1.71,REJECTED,30680.0,2.297,0.1255
H27_0572,NY breakout hardening,expected_R >= 1.72,REJECTED,30760.0,2.304,0.126
H27_0573,low-liquidity gap guard,expected_R >= 1.73,REJECTED,30840.0,2.311,0.1265
H27_0574,NY breakout hardening,expected_R >= 1.74,REJECTED,30920.0,2.318,0.127
H27_0575,low-liquidity gap guard,expected_R >= 1.75,PASS,31000.0,2.325,0.1275
H27_0576,NY breakout hardening,expected_R >= 1.76,REJECTED,31080.0,2.332,0.128
H27_0577,low-liquidity gap guard,expected_R >= 1.77,REJECTED,31160.0,2.339,0.1285
H27_0578,NY breakout hardening,expected_R >= 1.78,REJECTED,31240.0,2.346,0.129
H27_0579,low-liquidity gap guard,expected_R >= 1.79,REJECTED,31320.0,2.353,0.1295
H27_0580,NY breakout hardening,expected_R >= 1.80,REJECTED,31400.0,2.36,0.13
H27_0581,low-liquidity gap guard,expected_R >= 1.81,REJECTED,31480.0,2.367,0.1305
H27_0582,NY breakout hardening,expected_R >= 1.82,REJECTED,31560.0,2.374,0.131
H27_0583,low-liquidity gap guard,expected_R >= 1.83,REJECTED,31640.0,2.381,0.1315
H27_0584,NY breakout hardening,expected_R >= 1.84,REJECTED,31720.0,2.388,0.132
H27_0585,low-liquidity gap guard,expected_R >= 1.85,REJECTED,31800.0,2.395,0.1325
H27_0586,NY breakout hardening,expected_R >= 1.86,REJECTED,31880.0,2.402,0.133
H27_0587,low-liquidity gap guard,expected_R >= 1.87,REJECTED,31960.0,2.409,0.1335
H27_0588,NY breakout hardening,expected_R >= 1.88,REJECTED,32040.0,2.416,0.134
H27_0589,low-liquidity gap guard,expected_R >= 1.89,REJECTED,32120.0,2.423,0.1345
H27_0590,NY breakout hardening,expected_R >= 1.90,REJECTED,32200.0,2.43,0.135
H27_0591,low-liquidity gap guard,expected_R >= 1.91,REJECTED,32280.0,2.437,0.1355
H27_0592,NY breakout hardening,expected_R >= 1.92,REJECTED,32360.0,2.444,0.136
H27_0593,low-liquidity gap guard,expected_R >= 1.93,REJECTED,32440.0,2.451,0.1365
H27_0594,NY breakout hardening,expected_R >= 1.94,REJECTED,32520.0,2.458,0.137
H27_0595,low-liquidity gap guard,expected_R >= 1.95,REJECTED,32600.0,2.465,0.1375
H27_0596,NY breakout hardening,expected_R >= 1.96,REJECTED,32680.0,2.472,0.138
H27_0597,low-liquidity gap guard,expected_R >= 1.97,REJECTED,32760.0,2.479,0.1385
H27_0598,NY breakout hardening,expected_R >= 1.98,REJECTED,32840.0,2.486,0.139
H27_0599,low-liquidity gap guard,expected_R >= 1.99,REJECTED,32920.0,2.493,0.1395
H27_0600,NY breakout hardening,expected_R >= 1.50,PASS,25000.0,1.8,0.09
H27_0601,low-liquidity gap guard,expected_R >= 1.51,REJECTED,25080.0,1.807,0.0905
