candidate_id,template_type,adx_thresh,expected_r_gate,parameter_hash
C26_0749,bollinger_expansion_breakout,24,1.99,db37c4133ec6cdcf
C26_0750,bollinger_expansion_breakout,25,1.5,f45044f3b42a6717
C26_0751,bollinger_expansion_breakout,26,1.51,c846ee1ba716ee2c
C26_0752,bollinger_expansion_breakout,27,1.52,9c03a0e380e77266
C26_0753,bollinger_expansion_breakout,28,1.53,db47de9f03e2bd46
C26_0754,bollinger_expansion_breakout,29,1.54,cc08f88e6070ee0a
C26_0755,bollinger_expansion_breakout,30,1.55,d8af5ebca507f20e
C26_0756,bollinger_expansion_breakout,31,1.56,7253a858a097a68a
C26_0757,bollinger_expansion_breakout,32,1.57,fa8eef9ef10d9095
C26_0758,bollinger_expansion_breakout,33,1.58,e7f4a548f4937ca4
C26_0759,bollinger_expansion_breakout,34,1.59,c3de1eabb0d8b37d
C26_0760,bollinger_expansion_breakout,15,1.6,7aa33871f49495c6
C26_0761,bollinger_expansion_breakout,16,1.61,f9a957c3f486d23f
C26_0762,bollinger_expansion_breakout,17,1.62,1fbb0ec665bb7a6e
C26_0763,bollinger_expansion_breakout,18,1.63,08bc0036ee714649
C26_0764,bollinger_expansion_breakout,19,1.64,dfb6c66639bf8377
C26_0765,bollinger_expansion_breakout,20,1.65,88e756761d140a4e
C26_0766,bollinger_expansion_breakout,21,1.66,b765a504c835e747
C26_0767,bollinger_expansion_breakout,22,1.67,d3df4969657ca3dc
C26_0768,bollinger_expansion_breakout,23,1.68,86fe8666e5fc8b88
C26_0769,bollinger_expansion_breakout,24,1.69,de635bdf2aa4f8da
C26_0770,bollinger_expansion_breakout,25,1.7,a5b92f9988338bf6
C26_0771,bollinger_expansion_breakout,26,1.71,30d7783c8be59cac
C26_0772,bollinger_expansion_breakout,27,1.72,c241023886bc3e85
C26_0773,bollinger_expansion_breakout,28,1.73,e8f902b94e03d3f1
C26_0774,bollinger_expansion_breakout,29,1.74,836dfcb74a59453c
C26_0775,bollinger_expansion_breakout,30,1.75,5d0a7c824eebef2b
C26_0776,bollinger_expansion_breakout,31,1.76,f6cf9ff80d4cb8e3
C26_0777,bollinger_expansion_breakout,32,1.77,874ef82388a240ec
C26_0778,bollinger_expansion_breakout,33,1.78,84f170d1815e1d21
C26_0779,bollinger_expansion_breakout,34,1.79,07d1aab72fda83ad
C26_0780,bollinger_expansion_breakout,15,1.8,e229147d8dd39fe3
C26_0781,bollinger_expansion_breakout,16,1.81,a483a6e679c048af
C26_0782,bollinger_expansion_breakout,17,1.82,82a1e0e48722a2dd
C26_0783,bollinger_expansion_breakout,18,1.83,8a825009e99f6915
C26_0784,bollinger_expansion_breakout,19,1.84,6e9df4f1c06141ff
C26_0785,bollinger_expansion_breakout,20,1.85,28b95cd6b101acdf
C26_0786,bollinger_expansion_breakout,21,1.86,4c4e8a3261e036cf
C26_0787,bollinger_expansion_breakout,22,1.87,2245c4f05e132aa1
C26_0788,bollinger_expansion_breakout,23,1.88,dc0decee062bdf49
C26_0789,bollinger_expansion_breakout,24,1.89,e743654e29cc24dd
C26_0790,bollinger_expansion_breakout,25,1.9,e4cd36f9cfc3a3c4
C26_0791,bollinger_expansion_breakout,26,1.91,f33bb79e799747ab
C26_0792,bollinger_expansion_breakout,27,1.92,0f9a8856b658e8ee
C26_0793,bollinger_expansion_breakout,28,1.93,80ea12ebf3af9f3f
C26_0794,bollinger_expansion_breakout,29,1.94,573561522e373411
C26_0795,bollinger_expansion_breakout,30,1.95,08ee68abbfa27b41
C26_0796,bollinger_expansion_breakout,31,1.96,6c9d3939be135234
C26_0797,bollinger_expansion_breakout,32,1.97,3a3f9b29648d1afb
C26_0798,bollinger_expansion_breakout,33,1.98,bf31730097a35088
C26_0799,bollinger_expansion_breakout,34,1.99,3323d7e38a8039d7
C26_0800,bollinger_expansion_breakout,15,1.5,856eb63567feeefa
C26_0801,bollinger_expansion_breakout,16,1.51,3a51018ff33af942
C26_0802,bollinger_expansion_breakout,17,1.52,a16cdd117f37b784
C26_0803,bollinger_expansion_breakout,18,1.53,ecd166d7afe0594f
C26_0804,bollinger_expansion_breakout,19,1.54,66b78e00bfcf4ca8
C26_0805,bollinger_expansion_breakout,20,1.55,6ea3defa922ae995
C26_0806,bollinger_expansion_breakout,21,1.56,6e1bb2acdb00c252
C26_0807,bollinger_expansion_breakout,22,1.57,2c0c10870842bc5f
C26_0808,bollinger_expansion_breakout,23,1.58,8a9b1c3a75d2fea9
C26_0809,bollinger_expansion_breakout,24,1.59,b122b075d7c5e3ff
C26_0810,bollinger_expansion_breakout,25,1.6,c4c838d813760b5b
C26_0811,bollinger_expansion_breakout,26,1.61,a72cbb2cfcd46c5d
C26_0812,bollinger_expansion_breakout,27,1.62,865d29cd6b7e1c6b
C26_0813,bollinger_expansion_breakout,28,1.63,f28ea52bb5d420b3
C26_0814,bollinger_expansion_breakout,29,1.64,70a3517df200151f
C26_0815,bollinger_expansion_breakout,30,1.65,9e98a5fbb19e2e54
C26_0816,bollinger_expansion_breakout,31,1.66,cde39ee4ec98196a
C26_0817,bollinger_expansion_breakout,32,1.67,4983d4031e8e70b1
C26_0818,bollinger_expansion_breakout,33,1.68,55e83fe2d385120f
C26_0819,bollinger_expansion_breakout,34,1.69,c787e9f7a772f79a
C26_0820,bollinger_expansion_breakout,15,1.7,2737d5cb8f612257
C26_0821,bollinger_expansion_breakout,16,1.71,6bb2769445dc37fa
C26_0822,bollinger_expansion_breakout,17,1.72,7adf525d7a276fa4
C26_0823,bollinger_expansion_breakout,18,1.73,2e46a491f2f0202c
C26_0824,bollinger_expansion_breakout,19,1.74,1a6f1fe92e7b1eaa
C26_0825,bollinger_expansion_breakout,20,1.75,774121405952db17
C26_0826,bollinger_expansion_breakout,21,1.76,81d65b839ebcacb0
C26_0827,bollinger_expansion_breakout,22,1.77,f44290ae4f79868c
C26_0828,bollinger_expansion_breakout,23,1.78,c5f30a2754ac943d
C26_0829,bollinger_expansion_breakout,24,1.79,18db6b7c7016472d
C26_0830,bollinger_expansion_breakout,25,1.8,9071a5c768f186d4
C26_0831,bollinger_expansion_breakout,26,1.81,24ca7fcec40b4bbc
C26_0832,bollinger_expansion_breakout,27,1.82,c45d59d7b810bf5a
C26_0833,bollinger_expansion_breakout,28,1.83,78f450fb188998ef
C26_0834,bollinger_expansion_breakout,29,1.84,7fb3f86a788e4f09
C26_0835,bollinger_expansion_breakout,30,1.85,09390bb32699722a
C26_0836,bollinger_expansion_breakout,31,1.86,5ea43f3b1299498f
C26_0837,bollinger_expansion_breakout,32,1.87,98bb31bf9c5d361a
C26_0838,bollinger_expansion_breakout,33,1.88,42d808589fb41a35
C26_0839,bollinger_expansion_breakout,34,1.89,8f09699cec83f82d
C26_0840,bollinger_expansion_breakout,15,1.9,bbf66d87e70a5f49
C26_0841,bollinger_expansion_breakout,16,1.91,502f390ecf31106e
C26_0842,bollinger_expansion_breakout,17,1.92,70836a44ba49de34
C26_0843,bollinger_expansion_breakout,18,1.93,ba80af68dc4128ec
C26_0844,bollinger_expansion_breakout,19,1.94,bd7b3331cd2c026e
C26_0845,bollinger_expansion_breakout,20,1.95,a2494bf2eaee65a7
C26_0846,bollinger_expansion_breakout,21,1.96,e885ac5e8500f290
C26_0847,bollinger_expansion_breakout,22,1.97,3a7bd834894f9719
C26_0848,bollinger_expansion_breakout,23,1.98,e8dcafb7354f1a47
C26_0849,bollinger_expansion_breakout,24,1.99,a8e21501192911bb
C26_0850,bollinger_expansion_breakout,25,1.5,dc49b443e4dcabd0
C26_0851,bollinger_expansion_breakout,26,1.51,2c179902b0ea79c8
C26_0852,bollinger_expansion_breakout,27,1.52,2959a66c0c80b768
C26_0853,bollinger_expansion_breakout,28,1.53,ab3f0dcb6c93cd04
C26_0854,bollinger_expansion_breakout,29,1.54,4a60d9f89afbe012
C26_0855,bollinger_expansion_breakout,30,1.55,7d32900c8525842c
C26_0856,bollinger_expansion_breakout,31,1.56,f9409a6750b1787c
C26_0857,bollinger_expansion_breakout,32,1.57,0fc93ee3b50cddbf
C26_0858,bollinger_expansion_breakout,33,1.58,aa4b10b641c782eb
C26_0859,bollinger_expansion_breakout,34,1.59,fa1a6b594fd70a12
C26_0860,bollinger_expansion_breakout,15,1.6,60c06bac371904d5
C26_0861,bollinger_expansion_breakout,16,1.61,b6eb4eec2e8d1e97
C26_0862,bollinger_expansion_breakout,17,1.62,bd60f8b42229c0a9
C26_0863,bollinger_expansion_breakout,18,1.63,3ee2d1ef71b10c6a
C26_0864,bollinger_expansion_breakout,19,1.64,8a9fdcefac1a780c
C26_0865,bollinger_expansion_breakout,20,1.65,cf2dad3574432630
C26_0866,bollinger_expansion_breakout,21,1.66,8a3927262edb595e
C26_0867,bollinger_expansion_breakout,22,1.67,0b96c2d56fd65b6a
C26_0868,bollinger_expansion_breakout,23,1.68,86c91dd52c562fb4
C26_0869,bollinger_expansion_breakout,24,1.69,d1507d03103a1909
C26_0870,bollinger_expansion_breakout,25,1.7,ee6b378e6e4ea452
C26_0871,bollinger_expansion_breakout,26,1.71,7e8e06d35e8e3100
C26_0872,bollinger_expansion_breakout,27,1.72,16a38bd99acb665b
C26_0873,bollinger_expansion_breakout,28,1.73,8ba3671d55ae4e57
C26_0874,bollinger_expansion_breakout,29,1.74,029c1d89746c2679
C26_0875,bollinger_expansion_breakout,30,1.75,dc5430335c8cfc6d
C26_0876,bollinger_expansion_breakout,31,1.76,f2334291ba6773db
C26_0877,bollinger_expansion_breakout,32,1.77,8a2a24a82a3482ef
C26_0878,bollinger_expansion_breakout,33,1.78,d33d4eea515d5642
C26_0879,bollinger_expansion_breakout,34,1.79,c3af8faaa8255a16
C26_0880,bollinger_expansion_breakout,15,1.8,a08e2bfa7ade5f41
C26_0881,bollinger_expansion_breakout,16,1.81,0bba88447c971db7
C26_0882,bollinger_expansion_breakout,17,1.82,dc9289ca3efc7251
C26_0883,bollinger_expansion_breakout,18,1.83,40d08e1f2a62d6ac
C26_0884,bollinger_expansion_breakout,19,1.84,bd10f8101efb2044
C26_0885,bollinger_expansion_breakout,20,1.85,8c98dc4be84ecf3c
C26_0886,bollinger_expansion_breakout,21,1.86,5d013cc15cd0a8f7
C26_0887,bollinger_expansion_breakout,22,1.87,77cbbd7ca9290f65
C26_0888,bollinger_expansion_breakout,23,1.88,0436745a8b8fb235
C26_0889,bollinger_expansion_breakout,24,1.89,5d883885a546ebd4
C26_0890,bollinger_expansion_breakout,25,1.9,a86478ff5ddd24b7
C26_0891,bollinger_expansion_breakout,26,1.91,53e94ad218167d2f
C26_0892,bollinger_expansion_breakout,27,1.92,d2a3f947e6d145f5
C26_0893,bollinger_expansion_breakout,28,1.93,c4c3e3886fb17d92
C26_0894,bollinger_expansion_breakout,29,1.94,cc4e668212963acd
C26_0895,bollinger_expansion_breakout,30,1.95,addd697ebb28f906
C26_0896,bollinger_expansion_breakout,31,1.96,30ce34011d576f80
C26_0897,bollinger_expansion_breakout,32,1.97,23f8d95eb3796491
C26_0898,bollinger_expansion_breakout,33,1.98,9c12aa85510ea150
C26_0899,bollinger_expansion_breakout,34,1.99,9766630ec9b6b9ec
C26_0900,bollinger_expansion_breakout,15,1.5,38616cd57d265019
C26_0901,bollinger_expansion_breakout,16,1.51,e5933f4b1719fe58
C26_0902,bollinger_expansion_breakout,17,1.52,e583f35e6a94e9bb
C26_0903,bollinger_expansion_breakout,18,1.53,ef8288f38af2e4ac
C26_0904,bollinger_expansion_breakout,19,1.54,a49eac3a5c2cb598
C26_0905,bollinger_expansion_breakout,20,1.55,41e95411bfdfaa96
C26_0906,bollinger_expansion_breakout,21,1.56,20e7e710bf4e4f3f
C26_0907,bollinger_expansion_breakout,22,1.57,662a31890e0a09f1
C26_0908,bollinger_expansion_breakout,23,1.58,96d9d1445c8a9c75
C26_0909,bollinger_expansion_breakout,24,1.59,8ff4911ca08b80ad
C26_0910,bollinger_expansion_breakout,25,1.6,d58abd3705aebe97
C26_0911,bollinger_expansion_breakout,26,1.61,3387c6ec9a4ac591
C26_0912,bollinger_expansion_breakout,27,1.62,ff2165579e14ebd2
C26_0913,bollinger_expansion_breakout,28,1.63,df6df233e1fc7978
C26_0914,bollinger_expansion_breakout,29,1.64,15858552ade7e592
C26_0915,bollinger_expansion_breakout,30,1.65,a01dc2792e6aaa98
C26_0916,bollinger_expansion_breakout,31,1.66,6593fe9711462556
C26_0917,bollinger_expansion_breakout,32,1.67,fea7a2f87121a81a
C26_0918,bollinger_expansion_breakout,33,1.68,17c97ea69ba12af5
C26_0919,bollinger_expansion_breakout,34,1.69,43a630688481adb9
C26_0920,bollinger_expansion_breakout,15,1.7,c36a04a2052cc430
C26_0921,bollinger_expansion_breakout,16,1.71,5766719a88c50503
C26_0922,bollinger_expansion_breakout,17,1.72,5f1b7923d95c1661
C26_0923,bollinger_expansion_breakout,18,1.73,bb2b9b8d492a6166
C26_0924,bollinger_expansion_breakout,19,1.74,cbc3a4d130e1790d
C26_0925,bollinger_expansion_breakout,20,1.75,33354fde91d15222
C26_0926,bollinger_expansion_breakout,21,1.76,0d7335cc3d0e285f
C26_0927,bollinger_expansion_breakout,22,1.77,547ad18bc10e36c1
C26_0928,bollinger_expansion_breakout,23,1.78,955aa82b2b45834e
C26_0929,bollinger_expansion_breakout,24,1.79,d3f24e530dc67d99
C26_0930,bollinger_expansion_breakout,25,1.8,99fd51fe2d2abf2a
C26_0931,bollinger_expansion_breakout,26,1.81,d27d2c039f857abb
C26_0932,bollinger_expansion_breakout,27,1.82,51989147922c7488
C26_0933,bollinger_expansion_breakout,28,1.83,a9355c6ded2deee1
C26_0934,bollinger_expansion_breakout,29,1.84,88bac0341c50eae6
C26_0935,bollinger_expansion_breakout,30,1.85,698d636308920a8a
C26_0936,bollinger_expansion_breakout,31,1.86,3263b96aaf79edf3
C26_0937,bollinger_expansion_breakout,32,1.87,39346fa3c1c5025e
C26_0938,bollinger_expansion_breakout,33,1.88,7c8ede16f2c95d90
C26_0939,bollinger_expansion_breakout,34,1.89,c340757ac100269f
C26_0940,bollinger_expansion_breakout,15,1.9,c4df2cbfdf94f182
C26_0941,bollinger_expansion_breakout,16,1.91,3639ddb557650307
C26_0942,bollinger_expansion_breakout,17,1.92,7aedf2be201a203f
C26_0943,bollinger_expansion_breakout,18,1.93,dd098c4990d660d7
C26_0944,bollinger_expansion_breakout,19,1.94,4a358fc1b08fa914
C26_0945,bollinger_expansion_breakout,20,1.95,f947b8fd21db2f79
C26_0946,bollinger_expansion_breakout,21,1.96,caf65554d5da109a
C26_0947,bollinger_expansion_breakout,22,1.97,8a1c0abd17403ca1
C26_0948,bollinger_expansion_breakout,23,1.98,2974744f379fbd6b
C26_0949,bollinger_expansion_breakout,24,1.99,a0148812dbfe5c8f
C26_0950,bollinger_expansion_breakout,25,1.5,113bcb61fca4a14e
C26_0951,bollinger_expansion_breakout,26,1.51,3d61c0020be2899d
C26_0952,bollinger_expansion_breakout,27,1.52,2db3af80dd7f94d2
C26_0953,bollinger_expansion_breakout,28,1.53,feadcb6f959e4c2f
C26_0954,bollinger_expansion_breakout,29,1.54,8d6fb275866c1c8a
C26_0955,bollinger_expansion_breakout,30,1.55,7a3b703689c121c5
C26_0956,bollinger_expansion_breakout,31,1.56,4b8efb3c07286d5b
C26_0957,bollinger_expansion_breakout,32,1.57,23c1970ca878ea8c
C26_0958,bollinger_expansion_breakout,33,1.58,abf95560593c88ec
C26_0959,bollinger_expansion_breakout,34,1.59,523d924f5b2d26ec
C26_0960,bollinger_expansion_breakout,15,1.6,093bd23fdac328d7
C26_0961,bollinger_expansion_breakout,16,1.61,123bf44797c60e0d
C26_0962,bollinger_expansion_breakout,17,1.62,3cbb6af9bc3ad9b6
C26_0963,bollinger_expansion_breakout,18,1.63,5991b7c2773a8244
C26_0964,bollinger_expansion_breakout,19,1.64,69141b002b22b252
C26_0965,bollinger_expansion_breakout,20,1.65,575977da44027ca1
C26_0966,bollinger_expansion_breakout,21,1.66,3086967c5c0bd998
C26_0967,bollinger_expansion_breakout,22,1.67,f08948d87bc7d56d
C26_0968,bollinger_expansion_breakout,23,1.68,5fb120f7406e06ee
C26_0969,bollinger_expansion_breakout,24,1.69,3767fec285f30b40
C26_0970,bollinger_expansion_breakout,25,1.7,864046719c5fc749
C26_0971,bollinger_expansion_breakout,26,1.71,92d6ecedb0c2cac7
C26_0972,bollinger_expansion_breakout,27,1.72,e5746d5f149cf393
C26_0973,bollinger_expansion_breakout,28,1.73,e9c7e465d3c2ddcd
C26_0974,bollinger_expansion_breakout,29,1.74,4eba73518372dac6
C26_0975,bollinger_expansion_breakout,30,1.75,822353b38ef22af2
C26_0976,bollinger_expansion_breakout,31,1.76,fb86a173a59d94a1
C26_0977,bollinger_expansion_breakout,32,1.77,80f764712446eadc
C26_0978,bollinger_expansion_breakout,33,1.78,381b575386932d8c
C26_0979,bollinger_expansion_breakout,34,1.79,f2cbddc7e1a77894
C26_0980,bollinger_expansion_breakout,15,1.8,acf3a05304961f33
C26_0981,bollinger_expansion_breakout,16,1.81,12f1f32f411aefce
C26_0982,bollinger_expansion_breakout,17,1.82,858deffc3ef64a7a
C26_0983,bollinger_expansion_breakout,18,1.83,eb3f69375fee6d32
C26_0984,bollinger_expansion_breakout,19,1.84,9d6342a95dd5b7f6
C26_0985,bollinger_expansion_breakout,20,1.85,5d0dc2a384059f64
C26_0986,bollinger_expansion_breakout,21,1.86,f2bfb4ce35fac0a7
C26_0987,bollinger_expansion_breakout,22,1.87,4cf5ae7e367cba7d
C26_0988,bollinger_expansion_breakout,23,1.88,b48ef025dfc68509
C26_0989,bollinger_expansion_breakout,24,1.89,4a8cb24555956748
C26_0990,bollinger_expansion_breakout,25,1.9,1900882ce016beb4
C26_0991,bollinger_expansion_breakout,26,1.91,e7b30397bb5090c6
C26_0992,bollinger_expansion_breakout,27,1.92,b6b2fdb33872f005
C26_0993,bollinger_expansion_breakout,28,1.93,72646bf979510b4f
C26_0994,bollinger_expansion_breakout,29,1.94,5605e275254d735a
C26_0995,bollinger_expansion_breakout,30,1.95,b8f91d4d8307bf56
C26_0996,bollinger_expansion_breakout,31,1.96,9209614687642124
C26_0997,bollinger_expansion_breakout,32,1.97,e6b0aaca9c84f887
C26_0998,bollinger_expansion_breakout,33,1.98,495418c0a4d89c6e
C26_0999,bollinger_expansion_breakout,34,1.99,069219f316e7bd95
C26_1000,bollinger_expansion_breakout,15,1.5,42261edf7c9e4271
C26_1001,bollinger_expansion_breakout,16,1.51,cdd004b0bad5f5ad
C26_1002,bollinger_expansion_breakout,17,1.52,2e1643a65a810e79
C26_1003,bollinger_expansion_breakout,18,1.53,52803062086f824c
C26_1004,bollinger_expansion_breakout,19,1.54,337ac512ff382c2b
C26_1005,bollinger_expansion_breakout,20,1.55,6c200e100044beba
C26_1006,bollinger_expansion_breakout,21,1.56,7bbee6993179d7c4
C26_1007,bollinger_expansion_breakout,22,1.57,a6dec2dc48c4ebb6
C26_1008,bollinger_expansion_breakout,23,1.58,c1d60d6ab87817f4
C26_1009,bollinger_expansion_breakout,24,1.59,9ada2fd4b2ef5845
C26_1010,bollinger_expansion_breakout,25,1.6,d93e1e250332e3d0
C26_1011,bollinger_expansion_breakout,26,1.61,3a159bf27ed2aac6
C26_1012,bollinger_expansion_breakout,27,1.62,0b996b4224912d55
C26_1013,bollinger_expansion_breakout,28,1.63,419bd7f295a88daa
C26_1014,bollinger_expansion_breakout,29,1.64,615d91327d5c29f5
C26_1015,bollinger_expansion_breakout,30,1.65,17586d3d16e16b4e
C26_1016,bollinger_expansion_breakout,31,1.66,c3bc20484453b070
C26_1017,bollinger_expansion_breakout,32,1.67,55abaa9fea32ebdb
C26_1018,bollinger_expansion_breakout,33,1.68,6088ca316deea1bc
C26_1019,bollinger_expansion_breakout,34,1.69,cb3bd177bb0e1960
C26_1020,bollinger_expansion_breakout,15,1.7,3bc35faba239b485
C26_1021,bollinger_expansion_breakout,16,1.71,59a02e44d43bbf15
C26_1022,bollinger_expansion_breakout,17,1.72,11beba3b8a4ee402
C26_1023,bollinger_expansion_breakout,18,1.73,6a7e515b3d7ca688
C26_1024,bollinger_expansion_breakout,19,1.74,28293c9a41d10edf
C26_1025,bollinger_expansion_breakout,20,1.75,4f91b7cd6ae5ba1e
C26_1026,bollinger_expansion_breakout,21,1.76,dcb5fc820a3fdfab
C26_1027,bollinger_expansion_breakout,22,1.77,7973e164c0c605e6
C26_1028,bollinger_expansion_breakout,23,1.78,e917b725bc541da2
C26_1029,bollinger_expansion_breakout,24,1.79,722effe940b62284
C26_1030,bollinger_expansion_breakout,25,1.8,9f894dcbd4661814
C26_1031,bollinger_expansion_breakout,26,1.81,562d62db5e6481e7
C26_1032,bollinger_expansion_breakout,27,1.82,1c35d5b7785a9142
C26_1033,bollinger_expansion_breakout,28,1.83,f43a590dc659c2da
C26_1034,bollinger_expansion_breakout,29,1.84,3749d24b9206aa53
C26_1035,bollinger_expansion_breakout,30,1.85,51425c3822e3641c
C26_1036,bollinger_expansion_breakout,31,1.86,93bcc1a88ca54105
C26_1037,bollinger_expansion_breakout,32,1.87,f50854c125d25277
C26_1038,bollinger_expansion_breakout,33,1.88,af754f2ae239ffc2
C26_1039,bollinger_expansion_breakout,34,1.89,890af28ce955b78f
C26_1040,bollinger_expansion_breakout,15,1.9,833a51df78b9f9c0
C26_1041,bollinger_expansion_breakout,16,1.91,6b4646a912453fae
C26_1042,bollinger_expansion_breakout,17,1.92,ef99e82aed34c690
C26_1043,bollinger_expansion_breakout,18,1.93,dfab9cce9ae0a235
C26_1044,bollinger_expansion_breakout,19,1.94,3fe17470cc574877
C26_1045,bollinger_expansion_breakout,20,1.95,d4e4bf8ea148579c
C26_1046,bollinger_expansion_breakout,21,1.96,076a7c10f1250213
C26_1047,bollinger_expansion_breakout,22,1.97,89f7796810d9054e
C26_1048,bollinger_expansion_breakout,23,1.98,72fdd7655d52fd70
C26_1049,bollinger_expansion_breakout,24,1.99,a42da1157d12c053
C26_1050,bollinger_expansion_breakout,25,1.5,0dd80a31d0fdd525
C26_1051,bollinger_expansion_breakout,26,1.51,a29bb7e56cffdcea
C26_1052,bollinger_expansion_breakout,27,1.52,65a028d86d7a6051
C26_1053,bollinger_expansion_breakout,28,1.53,6c7bb594e10766da
C26_1054,bollinger_expansion_breakout,29,1.54,93776ac406823a03
C26_1055,bollinger_expansion_breakout,30,1.55,de38ce9b91427630
C26_1056,bollinger_expansion_breakout,31,1.56,bdad9f1ccf159f8f
C26_1057,bollinger_expansion_breakout,32,1.57,2442b44a23ae6209
C26_1058,bollinger_expansion_breakout,33,1.58,7eef19aed5a05fa5
C26_1059,bollinger_expansion_breakout,34,1.59,ab716f5ec19d5c57
C26_1060,bollinger_expansion_breakout,15,1.6,ac8dd532cd18a9c9
C26_1061,bollinger_expansion_breakout,16,1.61,d88f3403e7042cba
C26_1062,bollinger_expansion_breakout,17,1.62,b3985232dfcd51a5
C26_1063,bollinger_expansion_breakout,18,1.63,b926959c84f0cdd3
C26_1064,bollinger_expansion_breakout,19,1.64,772fad6c5c1cc9f4
C26_1065,bollinger_expansion_breakout,20,1.65,2b6bf6f698cbf056
C26_1066,bollinger_expansion_breakout,21,1.66,09ef509e801fa193
C26_1067,bollinger_expansion_breakout,22,1.67,617b6755fab3396a
C26_1068,bollinger_expansion_breakout,23,1.68,c36bb69e16a2d012
C26_1069,bollinger_expansion_breakout,24,1.69,74785a2c469edc7c
C26_1070,bollinger_expansion_breakout,25,1.7,397800f7c9b5d54c
C26_1071,bollinger_expansion_breakout,26,1.71,55803ad8c4b047ff
C26_1072,bollinger_expansion_breakout,27,1.72,848bfb0076b69b5a
C26_1073,bollinger_expansion_breakout,28,1.73,d66a630580a5b9d9
C26_1074,bollinger_expansion_breakout,29,1.74,2b70510b3b7b9f22
C26_1075,bollinger_expansion_breakout,30,1.75,ff1363b477294e55
C26_1076,bollinger_expansion_breakout,31,1.76,ac55f5205c937ed2
C26_1077,bollinger_expansion_breakout,32,1.77,d781c8224a3d5803
C26_1078,bollinger_expansion_breakout,33,1.78,ec8f32d96d7ff43d
C26_1079,bollinger_expansion_breakout,34,1.79,d34f75109f8a06de
C26_1080,bollinger_expansion_breakout,15,1.8,beca21138cbe4057
C26_1081,bollinger_expansion_breakout,16,1.81,e144adcdfaeeec48
C26_1082,bollinger_expansion_breakout,17,1.82,477befc28639d93b
C26_1083,bollinger_expansion_breakout,18,1.83,7cc1c4f9c062621c
C26_1084,bollinger_expansion_breakout,19,1.84,59ecc67231eaa4bf
C26_1085,bollinger_expansion_breakout,20,1.85,3120c46f9856c25e
C26_1086,bollinger_expansion_breakout,21,1.86,fcae18963941fec8
C26_1087,bollinger_expansion_breakout,22,1.87,bd6589603ec002d7
C26_1088,bollinger_expansion_breakout,23,1.88,a6bb7aefe395c482
C26_1089,bollinger_expansion_breakout,24,1.89,09cb3b57487e5680
C26_1090,bollinger_expansion_breakout,25,1.9,fe9a1806bc791bbc
C26_1091,bollinger_expansion_breakout,26,1.91,1509f19155495aae
C26_1092,bollinger_expansion_breakout,27,1.92,08968904cf599918
C26_1093,bollinger_expansion_breakout,28,1.93,b9e6a4d7d046ad03
C26_1094,bollinger_expansion_breakout,29,1.94,edf4932595bd39c6
C26_1095,bollinger_expansion_breakout,30,1.95,ef7344d54d68718b
C26_1096,bollinger_expansion_breakout,31,1.96,6e2b5e71dddaa91b
C26_1097,bollinger_expansion_breakout,32,1.97,7e4a574ef21681d5
C26_1098,bollinger_expansion_breakout,33,1.98,782512abbdfa5a70
C26_1099,bollinger_expansion_breakout,34,1.99,c3235b8e8b45c77f
C26_1100,bollinger_expansion_breakout,15,1.5,8731817ed4ab4982
C26_1101,bollinger_expansion_breakout,16,1.51,9f3054272519c79d
C26_1102,bollinger_expansion_breakout,17,1.52,9d481afc35c7179a
C26_1103,bollinger_expansion_breakout,18,1.53,1a544d4daa612c86
C26_1104,bollinger_expansion_breakout,19,1.54,f1be603f850ce0aa
C26_1105,bollinger_expansion_breakout,20,1.55,ba9cd916bf7abda4
C26_1106,bollinger_expansion_breakout,21,1.56,ac7e6d49fefe3583
C26_1107,bollinger_expansion_breakout,22,1.57,d451e54d186474b4
C26_1108,bollinger_expansion_breakout,23,1.58,95afd4e4a263c296
C26_1109,bollinger_expansion_breakout,24,1.59,d12be04045a78983
C26_1110,bollinger_expansion_breakout,25,1.6,46b044ef4bfa7438
C26_1111,bollinger_expansion_breakout,26,1.61,4ad866874c3dc76c
C26_1112,bollinger_expansion_breakout,27,1.62,43d89d259c92281a
C26_1113,bollinger_expansion_breakout,28,1.63,bd3b118e53eaebfa
C26_1114,bollinger_expansion_breakout,29,1.64,3111001104f5e60f
C26_1115,bollinger_expansion_breakout,30,1.65,60a9826585889458
C26_1116,bollinger_expansion_breakout,31,1.66,984eceef87f16586
C26_1117,bollinger_expansion_breakout,32,1.67,02b66e621f170619
C26_1118,bollinger_expansion_breakout,33,1.68,de99be6c48606c5c
C26_1119,bollinger_expansion_breakout,34,1.69,524d6bc699da1555
C26_1120,bollinger_expansion_breakout,15,1.7,346472fe50b117a3
C26_1121,bollinger_expansion_breakout,16,1.71,0e303e70b7ff562d
C26_1122,bollinger_expansion_breakout,17,1.72,e1d89390c5a4b828
C26_1123,bollinger_expansion_breakout,18,1.73,e0580fa8a1eb7cfc
C26_1124,bollinger_expansion_breakout,19,1.74,85d98bb2ec4eecb4
C26_1125,bollinger_expansion_breakout,20,1.75,29d5009d85dff183
C26_1126,bollinger_expansion_breakout,21,1.76,6c253f8473d18664
C26_1127,bollinger_expansion_breakout,22,1.77,56d30e1b16e35e6c
C26_1128,bollinger_expansion_breakout,23,1.78,22bc4f7964a8425d
C26_1129,bollinger_expansion_breakout,24,1.79,ade946761fca0004
