candidate_id,candidate_hash,family,template_type,min_expected_r,min_adx,max_funding_abs,min_15m_body,min_5m_wick,session_mode,require_5m_vwap_reclaim,trail_atr_mult,breakeven_atr_mult,time_stop
P295_01282,04a0e2b857033075,pf12_fusion_mtf,bollinger_expansion_breakout,1.3,12,0.00025,0.5,0.2,tokyo_london,False,1.2,1.2,48
P295_01283,5b053b80fba08684,dirty_pf8_pruning,bollinger_expansion_breakout,1.4,12,0.00025,0.5,0.2,all,False,1.5,1.2,48
P295_01284,4ad95ec5b1b26544,vwap_reclaim,bollinger_expansion_breakout,1.55,14,0.00025,0.5,0.2,london_ny,True,,,
P295_01285,fbd8178bc4c24657,second_retest,bollinger_expansion_breakout,1.1,14,0.00035,0.5,0.2,tokyo_london,False,1.2,,
P295_01286,0d8b72ab03fb6f6e,london_tokyo,bollinger_expansion_breakout,1.2,14,0.00035,0.5,0.2,all,False,1.5,0.8,
P295_01287,aa98e56d15381be8,expected_r,bollinger_expansion_breakout,1.3,16,0.00035,0.5,0.3,london_ny,False,,0.8,
P295_01288,70852d802bcc87e8,funding_ny_hardening,bollinger_expansion_breakout,1.4,16,0.00035,0.2,0.3,tokyo_london,True,1.2,1.2,24
P295_01289,51d870c118a51828,exit_risk,bollinger_expansion_breakout,1.55,16,0.00035,0.2,0.3,all,False,1.5,1.2,24
P295_01290,a32f917f205b858d,variant_c_mtf,atr_volatility_expansion,1.1,18,0.00045,0.2,0.3,london_ny,False,,,24
P295_01291,fd55a47237085bc1,variant_b_rescue_mtf,atr_volatility_expansion,1.2,18,0.00045,0.2,0.3,tokyo_london,False,1.2,,24
P295_01292,412fc53e6e015512,pf12_fusion_mtf,atr_volatility_expansion,1.3,18,0.00045,0.2,0.3,all,True,1.5,0.8,48
P295_01293,03abdfa427535880,dirty_pf8_pruning,atr_volatility_expansion,1.4,20,0.00045,0.2,0.3,london_ny,False,,0.8,48
P295_01294,c9a94087a2d18fd6,vwap_reclaim,atr_volatility_expansion,1.55,20,0.00045,0.2,0.3,tokyo_london,False,1.2,1.2,48
P295_01295,e438b4d293ecada3,second_retest,atr_volatility_expansion,1.1,20,0.0006,0.3,0.3,all,False,1.5,1.2,48
P295_01296,c0d85eb9fa7b48b4,london_tokyo,atr_volatility_expansion,1.2,10,0.0006,0.3,0.3,london_ny,True,,,
P295_01297,d34fac689046e821,expected_r,atr_volatility_expansion,1.3,10,0.0006,0.3,0.3,tokyo_london,False,1.2,,
P295_01298,30d72f4ed4060e5e,funding_ny_hardening,atr_volatility_expansion,1.4,10,0.0006,0.3,0.4,all,False,1.5,0.8,
P295_01299,2668630cda6b3923,exit_risk,atr_volatility_expansion,1.55,12,0.0006,0.3,0.4,london_ny,False,,0.8,
P295_01300,1f1e9d2e192a41d0,variant_c_mtf,breakout_retest,1.1,12,0.00025,0.3,0.4,tokyo_london,True,1.2,1.2,24
P295_01301,dbef722041b50688,variant_b_rescue_mtf,breakout_retest,1.2,12,0.00025,0.3,0.4,all,False,1.5,1.2,24
P295_01302,ec59ad610a669191,pf12_fusion_mtf,breakout_retest,1.3,14,0.00025,0.4,0.4,london_ny,False,,,24
P295_01303,f95f3bfe8f3496dd,dirty_pf8_pruning,breakout_retest,1.4,14,0.00025,0.4,0.4,tokyo_london,False,1.2,,24
P295_01304,88cecb11cb85c512,vwap_reclaim,breakout_retest,1.55,14,0.00025,0.4,0.4,all,True,1.5,0.8,48
P295_01305,d3339ba432d123b5,second_retest,breakout_retest,1.1,16,0.00035,0.4,0.4,london_ny,False,,0.8,48
P295_01306,7a03a692e9a5746e,london_tokyo,breakout_retest,1.2,16,0.00035,0.4,0.4,tokyo_london,False,1.2,1.2,48
P295_01307,06824ef8adfc1519,expected_r,breakout_retest,1.3,16,0.00035,0.4,0.4,all,False,1.5,1.2,48
P295_01308,acdf84d90848e9d6,funding_ny_hardening,breakout_retest,1.4,18,0.00035,0.4,0.4,london_ny,True,,,
P295_01309,bb05fab279827aee,exit_risk,breakout_retest,1.55,18,0.00035,0.5,0.5,tokyo_london,False,1.2,,
P295_01310,ff21da9770dc4672,variant_c_mtf,vwap_reclaim_continuation,1.1,18,0.00045,0.5,0.5,all,False,1.5,0.8,
P295_01311,82e7db1a325d5e85,variant_b_rescue_mtf,vwap_reclaim_continuation,1.2,20,0.00045,0.5,0.5,london_ny,False,,0.8,
P295_01312,dd87e7fc1a7bd679,pf12_fusion_mtf,vwap_reclaim_continuation,1.3,20,0.00045,0.5,0.5,tokyo_london,True,1.2,1.2,24
P295_01313,e64b776f576bd32f,dirty_pf8_pruning,vwap_reclaim_continuation,1.4,20,0.00045,0.5,0.5,all,False,1.5,1.2,24
P295_01314,ac59eccff00a2bb1,vwap_reclaim,vwap_reclaim_continuation,1.55,10,0.00045,0.5,0.5,london_ny,False,,,24
P295_01315,90bd2ff233141df3,second_retest,vwap_reclaim_continuation,1.1,10,0.0006,0.5,0.5,tokyo_london,False,1.2,,24
P295_01316,988d3abb3fabb439,london_tokyo,vwap_reclaim_continuation,1.2,10,0.0006,0.2,0.5,all,True,1.5,0.8,48
P295_01317,7e5b86a381cc2195,expected_r,vwap_reclaim_continuation,1.3,12,0.0006,0.2,0.5,london_ny,False,,0.8,48
P295_01318,a7bf6c8765cddefc,funding_ny_hardening,vwap_reclaim_continuation,1.4,12,0.0006,0.2,0.5,tokyo_london,False,1.2,1.2,48
P295_01319,75ede3bdd3e72144,exit_risk,vwap_reclaim_continuation,1.55,12,0.0006,0.2,0.5,all,False,1.5,1.2,48
P295_01320,fe1ca4142a98305d,variant_c_mtf,london_continuation,1.1,14,0.00025,0.2,0.2,london_ny,True,,,
P295_01321,a1288407dba5a8b7,variant_b_rescue_mtf,london_continuation,1.2,14,0.00025,0.2,0.2,tokyo_london,False,1.2,,
P295_01322,7e91b74673af0ffa,pf12_fusion_mtf,london_continuation,1.3,14,0.00025,0.2,0.2,all,False,1.5,0.8,
P295_01323,8440c9fa655b1f29,dirty_pf8_pruning,london_continuation,1.4,16,0.00025,0.3,0.2,london_ny,False,,0.8,
P295_01324,a30ad687a64e968b,vwap_reclaim,london_continuation,1.55,16,0.00025,0.3,0.2,tokyo_london,True,1.2,1.2,24
P295_01325,03770c3cb66ae72f,second_retest,london_continuation,1.1,16,0.00035,0.3,0.2,all,False,1.5,1.2,24
P295_01326,55aafe425a896436,london_tokyo,london_continuation,1.2,18,0.00035,0.3,0.2,london_ny,False,,,24
P295_01327,d3c5998c9d8890bc,expected_r,london_continuation,1.3,18,0.00035,0.3,0.2,tokyo_london,False,1.2,,24
P295_01328,8c610e5fe8ce3cf6,funding_ny_hardening,london_continuation,1.4,18,0.00035,0.3,0.2,all,True,1.5,0.8,48
P295_01329,1c7f3e21809e400f,exit_risk,london_continuation,1.55,20,0.00035,0.3,0.2,london_ny,False,,0.8,48
P295_01330,64c1f4c591cde4e2,variant_c_mtf,asia_range_breakout,1.1,20,0.00045,0.4,0.2,tokyo_london,False,1.2,1.2,48
P295_01331,de9e03ccc6a4849c,variant_b_rescue_mtf,asia_range_breakout,1.2,20,0.00045,0.4,0.3,all,False,1.5,1.2,48
P295_01332,8ce1dd60da6692d0,pf12_fusion_mtf,asia_range_breakout,1.3,10,0.00045,0.4,0.3,london_ny,True,,,
P295_01333,eba73099da958280,dirty_pf8_pruning,asia_range_breakout,1.4,10,0.00045,0.4,0.3,tokyo_london,False,1.2,,
P295_01334,a77685970779e062,vwap_reclaim,asia_range_breakout,1.55,10,0.00045,0.4,0.3,all,False,1.5,0.8,
P295_01335,cfafee7392ca0aa5,second_retest,asia_range_breakout,1.1,12,0.0006,0.4,0.3,london_ny,False,,0.8,
P295_01336,5fae6eff6c240465,london_tokyo,asia_range_breakout,1.2,12,0.0006,0.4,0.3,tokyo_london,True,1.2,1.2,24
P295_01337,b0775194206170de,expected_r,asia_range_breakout,1.3,12,0.0006,0.5,0.3,all,False,1.5,1.2,24
P295_01338,d8d9d2229de65a4b,funding_ny_hardening,asia_range_breakout,1.4,14,0.0006,0.5,0.3,london_ny,False,,,24
P295_01339,4fb9d584ace280a3,exit_risk,asia_range_breakout,1.55,14,0.0006,0.5,0.3,tokyo_london,False,1.2,,24
P295_01340,0a2fbd217df0d14b,variant_c_mtf,pullback_after_impulse,1.1,14,0.00025,0.5,0.3,all,True,1.5,0.8,48
P295_01341,20a9749255295d9c,variant_b_rescue_mtf,pullback_after_impulse,1.2,16,0.00025,0.5,0.3,london_ny,False,,0.8,48
P295_01342,306eab064b2268c0,pf12_fusion_mtf,pullback_after_impulse,1.3,16,0.00025,0.5,0.4,tokyo_london,False,1.2,1.2,48
P295_01343,f55f9f28091d7392,dirty_pf8_pruning,pullback_after_impulse,1.4,16,0.00025,0.5,0.4,all,False,1.5,1.2,48
P295_01344,e16f15c9b3f91df5,vwap_reclaim,pullback_after_impulse,1.55,18,0.00025,0.2,0.4,london_ny,True,,,
P295_01345,045e0218c8ba8657,second_retest,pullback_after_impulse,1.1,18,0.00035,0.2,0.4,tokyo_london,False,1.2,,
P295_01346,a33e0ce5235d7ef4,london_tokyo,pullback_after_impulse,1.2,18,0.00035,0.2,0.4,all,False,1.5,0.8,
P295_01347,bb29f6e11f7d8de0,expected_r,pullback_after_impulse,1.3,20,0.00035,0.2,0.4,london_ny,False,,0.8,
P295_01348,1a598c282bc3c14c,funding_ny_hardening,pullback_after_impulse,1.4,20,0.00035,0.2,0.4,tokyo_london,True,1.2,1.2,24
P295_01349,a44981e53d3a7ee5,exit_risk,pullback_after_impulse,1.55,20,0.00035,0.2,0.4,all,False,1.5,1.2,24
P295_01350,0e5fae1d98b19aeb,variant_c_mtf,hh_hl_continuation,1.1,10,0.00045,0.2,0.4,london_ny,False,,,24
P295_01351,f34f53e070f26dd0,variant_b_rescue_mtf,hh_hl_continuation,1.2,10,0.00045,0.3,0.4,tokyo_london,False,1.2,,24
P295_01352,ea76f279491f5782,pf12_fusion_mtf,hh_hl_continuation,1.3,10,0.00045,0.3,0.4,all,True,1.5,0.8,48
P295_01353,43d63c799ed03898,dirty_pf8_pruning,hh_hl_continuation,1.4,12,0.00045,0.3,0.5,london_ny,False,,0.8,48
P295_01354,244950ab829d93c7,vwap_reclaim,hh_hl_continuation,1.55,12,0.00045,0.3,0.5,tokyo_london,False,1.2,1.2,48
P295_01355,d00c0d723cc5343c,second_retest,hh_hl_continuation,1.1,12,0.0006,0.3,0.5,all,False,1.5,1.2,48
P295_01356,cd8a70bfd62ba740,london_tokyo,hh_hl_continuation,1.2,14,0.0006,0.3,0.5,london_ny,True,,,
P295_01357,374f7e561f7493fb,expected_r,hh_hl_continuation,1.3,14,0.0006,0.3,0.5,tokyo_london,False,1.2,,
P295_01358,142b5bdb73bb02d4,funding_ny_hardening,hh_hl_continuation,1.4,14,0.0006,0.4,0.5,all,False,1.5,0.8,
P295_01359,1f777d6b601389e8,exit_risk,hh_hl_continuation,1.55,16,0.0006,0.4,0.5,london_ny,False,,0.8,
P295_01360,f50f61bfea1fc49e,variant_c_mtf,bollinger_expansion_breakout,1.1,16,0.00025,0.4,0.5,tokyo_london,True,1.2,1.2,24
P295_01361,1ed9d21057f3f4fa,variant_b_rescue_mtf,bollinger_expansion_breakout,1.2,16,0.00025,0.4,0.5,all,False,1.5,1.2,24
P295_01362,2478820b6372bd64,pf12_fusion_mtf,bollinger_expansion_breakout,1.3,18,0.00025,0.4,0.5,london_ny,False,,,24
P295_01363,9afbdfe8f97f72a8,dirty_pf8_pruning,bollinger_expansion_breakout,1.4,18,0.00025,0.4,0.5,tokyo_london,False,1.2,,24
P295_01364,72b4ac714a7cff53,vwap_reclaim,bollinger_expansion_breakout,1.55,18,0.00025,0.4,0.2,all,True,1.5,0.8,48
P295_01365,f3bca6d588a0d9b7,second_retest,bollinger_expansion_breakout,1.1,20,0.00035,0.5,0.2,london_ny,False,,0.8,48
P295_01366,f97607fe9b0bc629,london_tokyo,bollinger_expansion_breakout,1.2,20,0.00035,0.5,0.2,tokyo_london,False,1.2,1.2,48
P295_01367,6874eeb0f3b03fbe,expected_r,bollinger_expansion_breakout,1.3,20,0.00035,0.5,0.2,all,False,1.5,1.2,48
P295_01368,c0a4af3c490fd210,funding_ny_hardening,bollinger_expansion_breakout,1.4,10,0.00035,0.5,0.2,london_ny,True,,,
P295_01369,0dea94957476656b,exit_risk,bollinger_expansion_breakout,1.55,10,0.00035,0.5,0.2,tokyo_london,False,1.2,,
P295_01370,ae6616fbc20d36ce,variant_c_mtf,atr_volatility_expansion,1.1,10,0.00045,0.5,0.2,all,False,1.5,0.8,
P295_01371,93c4f2b76233ef23,variant_b_rescue_mtf,atr_volatility_expansion,1.2,12,0.00045,0.5,0.2,london_ny,False,,0.8,
P295_01372,498206e1b28c9c51,pf12_fusion_mtf,atr_volatility_expansion,1.3,12,0.00045,0.2,0.2,tokyo_london,True,1.2,1.2,24
P295_01373,8a475a2e256caa7b,dirty_pf8_pruning,atr_volatility_expansion,1.4,12,0.00045,0.2,0.2,all,False,1.5,1.2,24
P295_01374,899c834a90b50fef,vwap_reclaim,atr_volatility_expansion,1.55,14,0.00045,0.2,0.2,london_ny,False,,,24
P295_01375,d1f8e1155ccc6741,second_retest,atr_volatility_expansion,1.1,14,0.0006,0.2,0.3,tokyo_london,False,1.2,,24
P295_01376,7391517fdfdc80e0,london_tokyo,atr_volatility_expansion,1.2,14,0.0006,0.2,0.3,all,True,1.5,0.8,48
P295_01377,02c4d5c0de350eec,expected_r,atr_volatility_expansion,1.3,16,0.0006,0.2,0.3,london_ny,False,,0.8,48
P295_01378,baac0a2d1d9b6e79,funding_ny_hardening,atr_volatility_expansion,1.4,16,0.0006,0.2,0.3,tokyo_london,False,1.2,1.2,48
P295_01379,ee2ec5ed5394c275,exit_risk,atr_volatility_expansion,1.55,16,0.0006,0.3,0.3,all,False,1.5,1.2,48
P295_01380,2530aaf8ae71e988,variant_c_mtf,breakout_retest,1.1,18,0.00025,0.3,0.3,london_ny,True,,,
P295_01381,23b1e64721f71c05,variant_b_rescue_mtf,breakout_retest,1.2,18,0.00025,0.3,0.3,tokyo_london,False,1.2,,
P295_01382,0081a29807ea63ef,pf12_fusion_mtf,breakout_retest,1.3,18,0.00025,0.3,0.3,all,False,1.5,0.8,
P295_01383,426b5d31420024e5,dirty_pf8_pruning,breakout_retest,1.4,20,0.00025,0.3,0.3,london_ny,False,,0.8,
P295_01384,44df80831ae52144,vwap_reclaim,breakout_retest,1.55,20,0.00025,0.3,0.3,tokyo_london,True,1.2,1.2,24
P295_01385,21afbb059b2588f7,second_retest,breakout_retest,1.1,20,0.00035,0.3,0.3,all,False,1.5,1.2,24
P295_01386,a2542672639a9126,london_tokyo,breakout_retest,1.2,10,0.00035,0.4,0.4,london_ny,False,,,24
P295_01387,d2c11c2464a4d73f,expected_r,breakout_retest,1.3,10,0.00035,0.4,0.4,tokyo_london,False,1.2,,24
P295_01388,d77ec799e8d57b4f,funding_ny_hardening,breakout_retest,1.4,10,0.00035,0.4,0.4,all,True,1.5,0.8,48
P295_01389,6811300c0df306e5,exit_risk,breakout_retest,1.55,12,0.00035,0.4,0.4,london_ny,False,,0.8,48
P295_01390,60fb826b4029cb71,variant_c_mtf,vwap_reclaim_continuation,1.1,12,0.00045,0.4,0.4,tokyo_london,False,1.2,1.2,48
P295_01391,117af70f182dc493,variant_b_rescue_mtf,vwap_reclaim_continuation,1.2,12,0.00045,0.4,0.4,all,False,1.5,1.2,48
P295_01392,94370c66d09a9419,pf12_fusion_mtf,vwap_reclaim_continuation,1.3,14,0.00045,0.4,0.4,london_ny,True,,,
P295_01393,cdd6a84a8435fe17,dirty_pf8_pruning,vwap_reclaim_continuation,1.4,14,0.00045,0.5,0.4,tokyo_london,False,1.2,,
P295_01394,d4c5339f2989817b,vwap_reclaim,vwap_reclaim_continuation,1.55,14,0.00045,0.5,0.4,all,False,1.5,0.8,
P295_01395,3560b83ff49e64f5,second_retest,vwap_reclaim_continuation,1.1,16,0.0006,0.5,0.4,london_ny,False,,0.8,
P295_01396,c42369541f7653b6,london_tokyo,vwap_reclaim_continuation,1.2,16,0.0006,0.5,0.4,tokyo_london,True,1.2,1.2,24
P295_01397,47fe79245739fa2c,expected_r,vwap_reclaim_continuation,1.3,16,0.0006,0.5,0.5,all,False,1.5,1.2,24
P295_01398,559fbe56a9a6fb05,funding_ny_hardening,vwap_reclaim_continuation,1.4,18,0.0006,0.5,0.5,london_ny,False,,,24
P295_01399,b18cffea39eac46f,exit_risk,vwap_reclaim_continuation,1.55,18,0.0006,0.5,0.5,tokyo_london,False,1.2,,24
P295_01400,6127eedca479cccc,variant_c_mtf,london_continuation,1.1,18,0.00025,0.2,0.5,all,True,1.5,0.8,48
P295_01401,176defb9e8deada3,variant_b_rescue_mtf,london_continuation,1.2,20,0.00025,0.2,0.5,london_ny,False,,0.8,48
P295_01402,bcd73c7ace54e875,pf12_fusion_mtf,london_continuation,1.3,20,0.00025,0.2,0.5,tokyo_london,False,1.2,1.2,48
P295_01403,ff879bf2e8fa5a89,dirty_pf8_pruning,london_continuation,1.4,20,0.00025,0.2,0.5,all,False,1.5,1.2,48
P295_01404,8bf749377065e8fb,vwap_reclaim,london_continuation,1.55,10,0.00025,0.2,0.5,london_ny,True,,,
P295_01405,0d7cf0f6a622e271,second_retest,london_continuation,1.1,10,0.00035,0.2,0.5,tokyo_london,False,1.2,,
P295_01406,62552b4c63014317,london_tokyo,london_continuation,1.2,10,0.00035,0.2,0.5,all,False,1.5,0.8,
P295_01407,073732eb0ea3f863,expected_r,london_continuation,1.3,12,0.00035,0.3,0.5,london_ny,False,,0.8,
P295_01408,aebec60d946d01ad,funding_ny_hardening,london_continuation,1.4,12,0.00035,0.3,0.2,tokyo_london,True,1.2,1.2,24
P295_01409,88ae3059713e9a4e,exit_risk,london_continuation,1.55,12,0.00035,0.3,0.2,all,False,1.5,1.2,24
P295_01410,b9d20b350f3b63ce,variant_c_mtf,asia_range_breakout,1.1,14,0.00045,0.3,0.2,london_ny,False,,,24
P295_01411,f183191b9d417710,variant_b_rescue_mtf,asia_range_breakout,1.2,14,0.00045,0.3,0.2,tokyo_london,False,1.2,,24
P295_01412,0f9a3f554c1162b8,pf12_fusion_mtf,asia_range_breakout,1.3,14,0.00045,0.3,0.2,all,True,1.5,0.8,48
P295_01413,0f2e836d2503c0d1,dirty_pf8_pruning,asia_range_breakout,1.4,16,0.00045,0.3,0.2,london_ny,False,,0.8,48
P295_01414,72d1d9375694f8ff,vwap_reclaim,asia_range_breakout,1.55,16,0.00045,0.4,0.2,tokyo_london,False,1.2,1.2,48
P295_01415,271556df2d44bc95,second_retest,asia_range_breakout,1.1,16,0.0006,0.4,0.2,all,False,1.5,1.2,48
P295_01416,b6eead53c87ce0c2,london_tokyo,asia_range_breakout,1.2,18,0.0006,0.4,0.2,london_ny,True,,,
P295_01417,321175ced5880e2b,expected_r,asia_range_breakout,1.3,18,0.0006,0.4,0.2,tokyo_london,False,1.2,,
P295_01418,30b05b8fbe76264f,funding_ny_hardening,asia_range_breakout,1.4,18,0.0006,0.4,0.2,all,False,1.5,0.8,
P295_01419,dd65f2c94a25f04f,exit_risk,asia_range_breakout,1.55,20,0.0006,0.4,0.3,london_ny,False,,0.8,
P295_01420,c61434507e1d145b,variant_c_mtf,pullback_after_impulse,1.1,20,0.00025,0.4,0.3,tokyo_london,True,1.2,1.2,24
P295_01421,859daac0305b6301,variant_b_rescue_mtf,pullback_after_impulse,1.2,20,0.00025,0.5,0.3,all,False,1.5,1.2,24
P295_01422,424b89236cb4c3d6,pf12_fusion_mtf,pullback_after_impulse,1.3,10,0.00025,0.5,0.3,london_ny,False,,,24
P295_01423,c1a3cfabe97d537f,dirty_pf8_pruning,pullback_after_impulse,1.4,10,0.00025,0.5,0.3,tokyo_london,False,1.2,,24
P295_01424,f6647fe1547c9834,vwap_reclaim,pullback_after_impulse,1.55,10,0.00025,0.5,0.3,all,True,1.5,0.8,48
P295_01425,8b187fd65c98d271,second_retest,pullback_after_impulse,1.1,12,0.00035,0.5,0.3,london_ny,False,,0.8,48
P295_01426,28e87d3635c87a60,london_tokyo,pullback_after_impulse,1.2,12,0.00035,0.5,0.3,tokyo_london,False,1.2,1.2,48
P295_01427,d5b67923a4f778dc,expected_r,pullback_after_impulse,1.3,12,0.00035,0.5,0.3,all,False,1.5,1.2,48
P295_01428,febb66c81c0a2a32,funding_ny_hardening,pullback_after_impulse,1.4,14,0.00035,0.2,0.3,london_ny,True,,,
P295_01429,1426aac2cd4cc25d,exit_risk,pullback_after_impulse,1.55,14,0.00035,0.2,0.3,tokyo_london,False,1.2,,
P295_01430,5c99010ec8badac8,variant_c_mtf,hh_hl_continuation,1.1,14,0.00045,0.2,0.4,all,False,1.5,0.8,
P295_01431,1b50f379f74626d6,variant_b_rescue_mtf,hh_hl_continuation,1.2,16,0.00045,0.2,0.4,london_ny,False,,0.8,
P295_01432,ef488fc4482e7a71,pf12_fusion_mtf,hh_hl_continuation,1.3,16,0.00045,0.2,0.4,tokyo_london,True,1.2,1.2,24
P295_01433,6fda736902092f68,dirty_pf8_pruning,hh_hl_continuation,1.4,16,0.00045,0.2,0.4,all,False,1.5,1.2,24
P295_01434,681b148e656cfce3,vwap_reclaim,hh_hl_continuation,1.55,18,0.00045,0.2,0.4,london_ny,False,,,24
P295_01435,09db4a4b0e3099e4,second_retest,hh_hl_continuation,1.1,18,0.0006,0.3,0.4,tokyo_london,False,1.2,,24
P295_01436,3304c90ebee44178,london_tokyo,hh_hl_continuation,1.2,18,0.0006,0.3,0.4,all,True,1.5,0.8,48
P295_01437,dc4964c43a8c6c8c,expected_r,hh_hl_continuation,1.3,20,0.0006,0.3,0.4,london_ny,False,,0.8,48
P295_01438,95dc9e87b9a2a1c9,funding_ny_hardening,hh_hl_continuation,1.4,20,0.0006,0.3,0.4,tokyo_london,False,1.2,1.2,48
P295_01439,7ff91e785e73e1b5,exit_risk,hh_hl_continuation,1.55,20,0.0006,0.3,0.4,all,False,1.5,1.2,48
P295_01440,cff90a81ed2d68ba,variant_c_mtf,bollinger_expansion_breakout,1.1,10,0.00025,0.3,0.4,london_ny,True,,,
P295_01441,9bc1734d8be6b49a,variant_b_rescue_mtf,bollinger_expansion_breakout,1.2,10,0.00025,0.3,0.5,tokyo_london,False,1.2,,
P295_01442,5c0df6aa64986dc7,pf12_fusion_mtf,bollinger_expansion_breakout,1.3,10,0.00025,0.4,0.5,all,False,1.5,0.8,
P295_01443,b354cb93ddfcfa80,dirty_pf8_pruning,bollinger_expansion_breakout,1.4,12,0.00025,0.4,0.5,london_ny,False,,0.8,
P295_01444,5e6c8068652a4354,vwap_reclaim,bollinger_expansion_breakout,1.55,12,0.00025,0.4,0.5,tokyo_london,True,1.2,1.2,24
P295_01445,6069579cb730f21e,second_retest,bollinger_expansion_breakout,1.1,12,0.00035,0.4,0.5,all,False,1.5,1.2,24
P295_01446,278d28e113f7361a,london_tokyo,bollinger_expansion_breakout,1.2,14,0.00035,0.4,0.5,london_ny,False,,,24
P295_01447,2545b4c2b5484bcf,expected_r,bollinger_expansion_breakout,1.3,14,0.00035,0.4,0.5,tokyo_london,False,1.2,,24
P295_01448,95da149f33e54c0d,funding_ny_hardening,bollinger_expansion_breakout,1.4,14,0.00035,0.4,0.5,all,True,1.5,0.8,48
P295_01449,77b01b1a7cf682cf,exit_risk,bollinger_expansion_breakout,1.55,16,0.00035,0.5,0.5,london_ny,False,,0.8,48
P295_01450,54362cb873693511,variant_c_mtf,atr_volatility_expansion,1.1,16,0.00045,0.5,0.5,tokyo_london,False,1.2,1.2,48
P295_01451,f6543f4fa124b5fa,variant_b_rescue_mtf,atr_volatility_expansion,1.2,16,0.00045,0.5,0.5,all,False,1.5,1.2,48
P295_01452,c85995fd1e282ee3,pf12_fusion_mtf,atr_volatility_expansion,1.3,18,0.00045,0.5,0.2,london_ny,True,,,
P295_01453,d64cede62e55bfcd,dirty_pf8_pruning,atr_volatility_expansion,1.4,18,0.00045,0.5,0.2,tokyo_london,False,1.2,,
P295_01454,a3e964254ba9b6d4,vwap_reclaim,atr_volatility_expansion,1.55,18,0.00045,0.5,0.2,all,False,1.5,0.8,
P295_01455,814420ac6e6c8164,second_retest,atr_volatility_expansion,1.1,20,0.0006,0.5,0.2,london_ny,False,,0.8,
P295_01456,aa1231e39a4d18a7,london_tokyo,atr_volatility_expansion,1.2,20,0.0006,0.2,0.2,tokyo_london,True,1.2,1.2,24
P295_01457,6875889e411b4f26,expected_r,atr_volatility_expansion,1.3,20,0.0006,0.2,0.2,all,False,1.5,1.2,24
P295_01458,7df2cd88d8e13822,funding_ny_hardening,atr_volatility_expansion,1.4,10,0.0006,0.2,0.2,london_ny,False,,,24
P295_01459,261270f095126c07,exit_risk,atr_volatility_expansion,1.55,10,0.0006,0.2,0.2,tokyo_london,False,1.2,,24
P295_01460,688cf3a2c222da59,variant_c_mtf,breakout_retest,1.1,10,0.00025,0.2,0.2,all,True,1.5,0.8,48
P295_01461,75f71cea2984fc61,variant_b_rescue_mtf,breakout_retest,1.2,12,0.00025,0.2,0.2,london_ny,False,,0.8,48
P295_01462,cf06de0c836215d0,pf12_fusion_mtf,breakout_retest,1.3,12,0.00025,0.2,0.2,tokyo_london,False,1.2,1.2,48
P295_01463,cc45d7ee007a341f,dirty_pf8_pruning,breakout_retest,1.4,12,0.00025,0.3,0.3,all,False,1.5,1.2,48
P295_01464,a2b5f486d40341eb,vwap_reclaim,breakout_retest,1.55,14,0.00025,0.3,0.3,london_ny,True,,,
P295_01465,45684cc9440c02a5,second_retest,breakout_retest,1.1,14,0.00035,0.3,0.3,tokyo_london,False,1.2,,
P295_01466,1ad3230632c9f821,london_tokyo,breakout_retest,1.2,14,0.00035,0.3,0.3,all,False,1.5,0.8,
P295_01467,2ac8f7f977374e86,expected_r,breakout_retest,1.3,16,0.00035,0.3,0.3,london_ny,False,,0.8,
P295_01468,22f4998a56afa909,funding_ny_hardening,breakout_retest,1.4,16,0.00035,0.3,0.3,tokyo_london,True,1.2,1.2,24
P295_01469,b2180b9fb50c1e77,exit_risk,breakout_retest,1.55,16,0.00035,0.3,0.3,all,False,1.5,1.2,24
P295_01470,468a5023937e36cf,variant_c_mtf,vwap_reclaim_continuation,1.1,18,0.00045,0.4,0.3,london_ny,False,,,24
P295_01471,4c9c0834c8198256,variant_b_rescue_mtf,vwap_reclaim_continuation,1.2,18,0.00045,0.4,0.3,tokyo_london,False,1.2,,24
P295_01472,d5cdda16d8c32b40,pf12_fusion_mtf,vwap_reclaim_continuation,1.3,18,0.00045,0.4,0.3,all,True,1.5,0.8,48
P295_01473,a6522f2c5a782807,dirty_pf8_pruning,vwap_reclaim_continuation,1.4,20,0.00045,0.4,0.3,london_ny,False,,0.8,48
P295_01474,28be9ead0f50c1f4,vwap_reclaim,vwap_reclaim_continuation,1.55,20,0.00045,0.4,0.4,tokyo_london,False,1.2,1.2,48
P295_01475,9e1676d587a4665d,second_retest,vwap_reclaim_continuation,1.1,20,0.0006,0.4,0.4,all,False,1.5,1.2,48
P295_01476,d956f65204b75c01,london_tokyo,vwap_reclaim_continuation,1.2,10,0.0006,0.4,0.4,london_ny,True,,,
P295_01477,36ffb147232831e0,expected_r,vwap_reclaim_continuation,1.3,10,0.0006,0.5,0.4,tokyo_london,False,1.2,,
P295_01478,9ce01aeeb3ae1364,funding_ny_hardening,vwap_reclaim_continuation,1.4,10,0.0006,0.5,0.4,all,False,1.5,0.8,
P295_01479,f736d7e24e7a0c20,exit_risk,vwap_reclaim_continuation,1.55,12,0.0006,0.5,0.4,london_ny,False,,0.8,
P295_01480,32465d7243a03bd9,variant_c_mtf,london_continuation,1.1,12,0.00025,0.5,0.4,tokyo_london,True,1.2,1.2,24
